ra,dec,vmag,colour
96.98988336,-4.76214677,5.06,FFFFFFFF
271.5629734,-4.75117796,5.74,FFFFFFFF
281.7936556,-4.74782871,4.22,FFFFFFFF
345.3820915,-4.71147966,5.94,FFFFFFFF
244.5801699,-4.69260809,3.23,FFFFFFFF
76.69019503,-4.65516319,5.12,FFFFFFFF
294.4469017,-4.64750966,5.45,FFFFFFFF
88.87564797,-4.61649597,5.87,FFFFFFFF
93.65294439,-4.56846315,5.83,FFFFFFFF
320.2680243,-4.56015214,5.87,FFFFFFFF
319.5461083,-4.51951158,5.83,FFFFFFFF
77.18194475,-4.45624625,5.11,FFFFFFFF
10.17658814,-4.35180551,5.90,FFFFFFFF
224.29607,-4.34608634,4.47,FFFFFFFF
328.543092,-4.27595735,5.71,FFFFFFFF
332.6404334,-4.26686395,5.98,FFFFFFFF
105.728248,-4.23923814,4.99,FFFFFFFF
107.5570079,-4.23763568,4.91,FFFFFFFF
339.4392542,-4.22776291,5.04,FFFFFFFF
255.2651063,-4.22245426,4.82,FFFFFFFF
75.68904194,-4.2101255,5.86,FFFFFFFF
91.66141788,-4.1938248,5.37,FFFFFFFF
114.3197106,-4.1110225,5.14,FFFFFFFF
30.91868509,-4.10336397,5.61,FFFFFFFF
87.14543446,-4.09408727,5.97,FFFFFFFF
269.1989509,-4.08180189,5.44,FFFFFFFF
155.8604503,-4.07404512,5.93,FFFFFFFF
286.240248,-4.03135505,5.40,FFFFFFFF
126.6134525,-3.98729976,5.60,FFFFFFFF
323.823443,-3.98329291,5.79,FFFFFFFF
7.50980355,-3.95729662,5.72,FFFFFFFF
126.4152955,-3.90636482,3.91,FFFFFFFF
108.5452951,-3.90175914,5.80,FFFFFFFF
237.2367276,-3.81852811,5.53,FFFFFFFF
194.9147727,-3.81194179,5.79,FFFFFFFF
126.1464084,-3.75117744,5.61,FFFFFFFF
65.92033483,-3.74533244,5.17,FFFFFFFF
93.47601857,-3.74142288,5.83,FFFFFFFF
44.15602146,-3.71221461,5.16,FFFFFFFF
285.7270496,-3.69900363,5.40,FFFFFFFF
243.586526,-3.69397562,2.73,FFFFFFFF
270.1205018,-3.69016112,4.62,FFFFFFFF
25.68132047,-3.69011692,4.98,FFFFFFFF
119.934103,-3.67957835,4.93,FFFFFFFF
169.1656837,-3.65151412,4.45,FFFFFFFF
8.8110039,-3.59275785,5.20,FFFFFFFF
84.87980519,-3.56470944,5.99,FFFFFFFF
321.3206872,-3.55657786,5.48,FFFFFFFF
359.6683774,-3.55580738,4.88,FFFFFFFF
348.8927705,-3.49637244,5.56,FFFFFFFF
242.4605514,-3.46673076,5.39,FFFFFFFF
82.3487568,-3.44637074,5.80,FFFFFFFF
132.3405736,-3.44297063,5.30,FFFFFFFF
237.4052738,-3.43014112,3.54,FFFFFFFF
39.42407297,-3.39606767,5.65,FFFFFFFF
195.1498271,-3.3686079,5.99,FFFFFFFF
69.07975243,-3.352448,3.93,FFFFFFFF
71.37558764,-3.25462465,4.01,FFFFFFFF
68.15642848,-3.20950026,5.76,FFFFFFFF
358.2313339,-3.15537813,5.93,FFFFFFFF
298.3280131,-3.11449682,5.63,FFFFFFFF
162.772667,-3.09264065,5.95,FFFFFFFF
237.8151976,-3.09042957,5.09,FFFFFFFF
90.01393918,-3.07407681,4.53,FFFFFFFF
0.45598912,-3.02747891,5.13,FFFFFFFF
274.2212119,-3.00673658,5.99,FFFFFFFF
172.5786742,-3.00345887,4.77,FFFFFFFF
122.1485736,-2.98377649,4.36,FFFFFFFF
58.57286091,-2.95473348,4.46,FFFFFFFF
94.9983516,-2.94449028,4.91,FFFFFFFF
275.3288358,-2.897122,3.23,FFFFFFFF
307.4123278,-2.8854763,4.91,FFFFFFFF
292.6659332,-2.78886135,5.03,FFFFFFFF
44.67538999,-2.78272383,5.22,FFFFFFFF
142.2868282,-2.76895627,4.59,FFFFFFFF
356.9853611,-2.76161103,5.49,FFFFFFFF
225.3325414,-2.75487208,5.52,FFFFFFFF
157.3697113,-2.73904701,5.19,FFFFFFFF
84.68652211,-2.60006791,3.77,FFFFFFFF
309.1817794,-2.54991814,4.91,FFFFFFFF
19.15144476,-2.5002128,5.42,FFFFFFFF
77.82970507,-2.49078592,5.89,FFFFFFFF
165.4569537,-2.48449705,4.73,FFFFFFFF
69.40044421,-2.47339212,5.22,FFFFFFFF
44.92151015,-2.46490094,5.56,FFFFFFFF
81.11923774,-2.39713844,3.35,FFFFFFFF
33.19717997,-2.3934596,5.65,FFFFFFFF
249.0882646,-2.32383592,5.77,FFFFFFFF
222.7542505,-2.29884995,4.93,FFFFFFFF
102.3183923,-2.27202783,5.75,FFFFFFFF
214.8856226,-2.26534352,5.14,FFFFFFFF
17.93142731,-2.25102487,5.93,FFFFFFFF
217.0509181,-2.22795009,4.81,FFFFFFFF
330.8284569,-2.15533588,4.74,FFFFFFFF
128.5068215,-2.15160482,5.80,FFFFFFFF
163.4323372,-2.12924149,5.45,FFFFFFFF
131.5102182,-2.04876829,5.70,FFFFFFFF
277.4206769,-1.98522563,5.38,FFFFFFFF
162.1690282,-1.95891494,5.92,FFFFFFFF
85.18968672,-1.94257841,1.74,FFFFFFFF
112.327814,-1.90530704,5.60,FFFFFFFF
131.8125319,-1.89705972,5.28,FFFFFFFF
32.89933984,-1.82534866,5.94,FFFFFFFF
236.523541,-1.80411556,5.39,FFFFFFFF
83.1723102,-1.59183293,5.34,FFFFFFFF
190.9084254,-1.57681459,5.91,FFFFFFFF
338.5120371,-1.57417924,5.88,FFFFFFFF
60.38347446,-1.54962625,5.28,FFFFFFFF
96.66496281,-1.50726444,5.87,FFFFFFFF
208.6758185,-1.50307142,5.16,FFFFFFFF
83.51689842,-1.47020476,5.92,FFFFFFFF
190.4166756,-1.44952231,2.74,FFFFFFFF
120.3054016,-1.39242418,4.69,FFFFFFFF
335.4137498,-1.38735315,3.86,FFFFFFFF
102.079533,-1.31883901,5.75,FFFFFFFF
294.1803189,-1.28655047,4.36,FFFFFFFF
353.5373106,-1.24753498,5.91,FFFFFFFF
98.40800314,-1.22011054,5.09,FFFFFFFF
84.05338572,-1.20191725,1.69,FFFFFFFF
48.19301506,-1.19593294,5.07,FFFFFFFF
201.5478368,-1.19248368,5.97,FFFFFFFF
233.2414495,-1.18629929,5.50,FFFFFFFF
142.9955615,-1.18465438,4.54,FFFFFFFF
56.12711667,-1.16307844,5.24,FFFFFFFF
83.38102882,-1.15607162,5.36,FFFFFFFF
13.25204382,-1.1442206,4.78,FFFFFFFF
144.9638916,-1.14265722,3.90,FFFFFFFF
85.21131577,-1.12878569,4.95,FFFFFFFF
103.6027375,-1.1269609,5.44,FFFFFFFF
309.5844729,-1.10507951,4.31,FFFFFFFF
82.43325647,-1.09217557,4.71,FFFFFFFF
262.599465,-1.06250365,5.31,FFFFFFFF
38.03931801,-1.03481751,5.36,FFFFFFFF
303.307781,-1.00926621,5.44,FFFFFFFF
277.9874524,-1.00296614,5.93,FFFFFFFF
18.70491873,-0.97429411,5.70,FFFFFFFF
281.6190946,-0.96163956,5.89,FFFFFFFF
96.31836214,-0.94535265,5.88,FFFFFFFF
49.5928283,-0.93014105,5.62,FFFFFFFF
331.1976411,-0.90623994,5.29,FFFFFFFF
290.1486799,-0.89216854,5.46,FFFFFFFF
256.3844035,-0.8920654,5.63,FFFFFFFF
81.12046283,-0.89166902,5.07,FFFFFFFF
35.55169522,-0.88474037,5.42,FFFFFFFF
213.4194541,-0.84512445,5.89,FFFFFFFF
174.2372077,-0.82385424,4.30,FFFFFFFF
302.8261033,-0.82147569,3.24,FFFFFFFF
184.6679085,-0.7871448,5.90,FFFFFFFF
301.0964711,-0.70902114,5.67,FFFFFFFF
40.30779517,-0.69534847,5.72,FFFFFFFF
302.0073124,-0.67802026,5.97,FFFFFFFF
184.976631,-0.66674709,3.89,FFFFFFFF
157.5729294,-0.63697208,5.08,FFFFFFFF
295.1804703,-0.6212928,5.64,FFFFFFFF
203.673978,-0.59593821,3.38,FFFFFFFF
102.707579,-0.54042726,5.78,FFFFFFFF
93.89315534,-0.51165873,5.62,FFFFFFFF
19.9512172,-0.5089949,5.87,FFFFFFFF
8.88645754,-0.50545908,5.94,FFFFFFFF
107.9660849,-0.49278056,4.15,FFFFFFFF
135.491731,-0.48284175,5.64,FFFFFFFF
229.6088872,-0.46123725,5.88,FFFFFFFF
259.15294,-0.44514192,4.72,FFFFFFFF
80.38268211,-0.41649397,5.68,FFFFFFFF
80.4406153,-0.38246922,4.72,FFFFFFFF
151.9845649,-0.37162786,4.48,FFFFFFFF
30.9505127,-0.34014611,5.96,FFFFFFFF
331.4459387,-0.31982656,2.95,FFFFFFFF
279.3998104,-0.30942411,5.76,FFFFFFFF
107.8484651,-0.30190562,5.44,FFFFFFFF
83.00166562,-0.2990934,2.25,FFFFFFFF
56.23526063,-0.29671559,5.56,FFFFFFFF
96.8149602,-0.27598684,5.55,FFFFFFFF
60.65273634,-0.26831052,5.38,FFFFFFFF
290.5896244,-0.25227829,5.81,FFFFFFFF
224.3884012,-0.16754803,5.51,FFFFFFFF
80.92628584,-0.15981294,5.69,FFFFFFFF
225.4538141,-0.14025867,5.71,FFFFFFFF
338.8388705,-0.11736123,4.04,FFFFFFFF
65.36270888,-0.09786658,5.86,FFFFFFFF
168.4399171,-0.06950857,5.40,FFFFFFFF
67.96945612,-0.04399115,4.91,FFFFFFFF
337.2075023,-0.02006304,3.65,FFFFFFFF
165.9026141,-0.00083195,5.95,FFFFFFFF
269.2679287,0.06668731,5.95,FFFFFFFF
358.6943635,0.10934429,5.78,FFFFFFFF
30.7983571,0.12845397,5.42,FFFFFFFF
110.5144897,0.17712559,5.99,FFFFFFFF
276.8021248,0.19612982,5.20,FFFFFFFF
57.16215134,0.22787124,5.91,FFFFFFFF
298.6865512,0.27365959,5.60,FFFFFFFF
96.80733207,0.29926632,5.19,FFFFFFFF
39.87061789,0.3285168,4.08,FFFFFFFF
262.2070527,0.33057703,5.41,FFFFFFFF
85.27328514,0.33768602,5.93,FFFFFFFF
291.6295403,0.33857566,4.64,FFFFFFFF
228.9547494,0.37210753,5.62,FFFFFFFF
35.48597927,0.39569203,5.29,FFFFFFFF
54.21882896,0.40283316,4.29,FFFFFFFF
73.71128549,0.46717846,5.98,FFFFFFFF
309.8534644,0.4864919,5.15,FFFFFFFF
100.2726878,0.4953354,5.79,FFFFFFFF
89.70658741,0.55297359,5.21,FFFFFFFF
54.19711994,0.58815498,5.82,FFFFFFFF
330.2708793,0.60474348,5.60,FFFFFFFF
247.141572,0.66516717,5.41,FFFFFFFF
269.0766792,0.67035571,5.82,FFFFFFFF
230.25842,0.71558981,5.35,FFFFFFFF
221.3759522,0.71729003,5.68,FFFFFFFF
75.45979252,0.72216704,5.91,FFFFFFFF
163.9264043,0.73693069,5.91,FFFFFFFF
217.4604566,0.82891135,5.96,FFFFFFFF
98.81595606,0.89022204,5.78,FFFFFFFF
344.8641773,0.96309154,5.43,FFFFFFFF
88.68349348,0.96861499,5.99,FFFFFFFF
69.30698431,0.99832711,5.32,FFFFFFFF
298.1181826,1.00567827,3.87,FFFFFFFF
245.5185001,1.02892219,4.82,FFFFFFFF
77.93896,1.03705465,5.88,FFFFFFFF
209.1162224,1.05054828,5.90,FFFFFFFF
357.364482,1.07619547,5.77,FFFFFFFF
289.6353702,1.08508548,5.10,FFFFFFFF
86.64566124,1.16853796,5.95,FFFFFFFF
250.4272529,1.18110145,5.74,FFFFFFFF
259.1321602,1.21058377,5.89,FFFFFFFF
252.8539112,1.21598136,5.51,FFFFFFFF
351.7329388,1.25583758,4.95,FFFFFFFF
325.5421471,1.28527344,5.66,FFFFFFFF
268.1477635,1.30504981,5.91,FFFFFFFF
270.4382897,1.30510936,4.42,FFFFFFFF
336.3192186,1.37739245,4.80,FFFFFFFF
67.13378878,1.38087416,5.53,FFFFFFFF
171.0097364,1.40776375,5.39,FFFFFFFF
85.61943491,1.47466498,4.90,FFFFFFFF
210.4115965,1.54458338,4.23,FFFFFFFF
169.7290896,1.65053072,5.90,FFFFFFFF
74.63709525,1.71403506,4.47,FFFFFFFF
34.50510951,1.75689975,5.60,FFFFFFFF
177.6720255,1.76537705,3.59,FFFFFFFF
229.8274163,1.76665611,5.04,FFFFFFFF
117.9249867,1.76687765,5.12,FFFFFFFF
355.5120074,1.7804172,4.49,FFFFFFFF
146.5985124,1.78568624,5.65,FFFFFFFF
82.47822116,1.78926104,5.77,FFFFFFFF
285.8843291,1.81893472,5.82,FFFFFFFF
89.60182982,1.83712742,5.89,FFFFFFFF
232.1595269,1.84216258,5.15,FFFFFFFF
81.18677704,1.84644611,4.89,FFFFFFFF
189.5935503,1.85470456,5.68,FFFFFFFF
88.11017813,1.8551579,4.76,FFFFFFFF
221.5624659,1.8929383,3.73,FFFFFFFF
182.4220221,1.89832789,5.95,FFFFFFFF
113.0247923,1.91448227,5.24,FFFFFFFF
6.35090309,1.93972374,5.77,FFFFFFFF
292.2541189,1.95052861,5.79,FFFFFFFF
166.7267953,1.95573365,5.52,FFFFFFFF
247.7285051,1.98410056,3.82,FFFFFFFF
169.3223675,2.01090315,5.18,FFFFFFFF
87.62510583,2.02471682,5.97,FFFFFFFF
281.208054,2.06007487,5.02,FFFFFFFF
200.4236614,2.0873706,5.69,FFFFFFFF
225.7252916,2.09127129,4.39,FFFFFFFF
354.0972788,2.10207138,5.68,FFFFFFFF
126.3981262,2.10224935,5.74,FFFFFFFF
347.1701717,2.12761798,5.42,FFFFFFFF
237.573039,2.19662489,5.21,FFFFFFFF
119.5864486,2.22452544,5.30,FFFFFFFF
324.8886871,2.24376298,5.10,FFFFFFFF
37.87534312,2.26720689,5.27,FFFFFFFF
288.4279146,2.2937137,5.14,FFFFFFFF
138.5908053,2.31502422,3.89,FFFFFFFF
120.566472,2.33431429,4.39,FFFFFFFF
213.06596,2.40949613,4.99,FFFFFFFF
101.9652368,2.41218914,4.48,FFFFFFFF
73.5628985,2.44067149,3.71,FFFFFFFF
17.63982219,2.44570842,5.97,FFFFFFFF
92.24126844,2.49972675,5.70,FFFFFFFF
271.3633868,2.50243928,4.03,FFFFFFFF
73.34481369,2.50826491,5.33,FFFFFFFF
236.0076913,2.51552506,5.86,FFFFFFFF
284.3191391,2.5353768,5.56,FFFFFFFF
79.79678985,2.59593601,5.34,FFFFFFFF
326.80816,2.68613092,5.63,FFFFFFFF
266.9732252,2.70745875,3.75,FFFFFFFF
262.8389382,2.72446012,5.57,FFFFFFFF
109.8432171,2.74071985,5.90,FFFFFFFF
30.51166929,2.76376048,3.82,FFFFFFFF
61.04078184,2.82725258,5.36,FFFFFFFF
171.9842912,2.85629071,4.95,FFFFFFFF
78.32283171,2.86125346,4.46,FFFFFFFF
96.83531772,2.90825624,5.55,FFFFFFFF
292.0866531,2.9300672,5.84,FFFFFFFF
357.9909594,2.93041943,5.59,FFFFFFFF
270.1613147,2.93158759,3.93,FFFFFFFF
345.1787397,3.01200821,5.85,FFFFFFFF
54.9630986,3.05684307,5.55,FFFFFFFF
173.5919,3.060415,5.76,FFFFFFFF
81.70928405,3.09567718,4.59,FFFFFFFF
30.03760293,3.09763527,5.89,FFFFFFFF
108.5836069,3.11142128,5.36,FFFFFFFF
291.3739694,3.11457923,3.36,FFFFFFFF
272.475023,3.12029682,5.67,FFFFFFFF
28.38890233,3.18747844,4.61,FFFFFFFF
40.82551897,3.23617162,3.47,FFFFFFFF
349.2895568,3.28224524,3.70,FFFFFFFF
113.2986465,3.29027472,5.59,FFFFFFFF
82.81054942,3.2921351,5.46,FFFFFFFF
185.0881357,3.31272688,4.97,FFFFFFFF
272.6678699,3.32426855,5.50,FFFFFFFF
129.6893699,3.34147477,4.45,FFFFFFFF
49.83974536,3.36997055,4.84,FFFFFFFF
113.5662252,3.37173632,5.83,FFFFFFFF
275.2169255,3.37714467,4.85,FFFFFFFF
193.9020137,3.39759862,3.39,FFFFFFFF
130.8061932,3.39866539,4.30,FFFFFFFF
242.2454196,3.45444515,5.93,FFFFFFFF
356.5980705,3.48687164,4.95,FFFFFFFF
205.7661843,3.53807968,5.35,FFFFFFFF
80.7083388,3.54444809,4.99,FFFFFFFF
104.7376118,3.60236429,5.96,FFFFFFFF
19.4499337,3.61452038,5.13,FFFFFFFF
165.1401644,3.61753351,4.84,FFFFFFFF
115.3964861,3.6248275,5.95,FFFFFFFF
179.987182,3.65521716,5.36,FFFFFFFF
203.5329387,3.65902506,4.92,FFFFFFFF
50.27821082,3.67568149,5.70,FFFFFFFF
27.10843265,3.68540364,5.91,FFFFFFFF
83.5699587,3.76693355,5.32,FFFFFFFF
345.9691938,3.82006998,4.48,FFFFFFFF
100.9110245,3.93253483,5.88,FFFFFFFF
272.3911003,3.99328654,5.71,FFFFFFFF
45.56991279,4.08992539,2.54,FFFFFFFF
84.79644123,4.12146667,4.50,FFFFFFFF
261.628665,4.14034239,4.34,FFFFFFFF
91.24316628,4.15867686,5.63,FFFFFFFF
284.060887,4.20205672,4.98,FFFFFFFF
284.0548348,4.20352956,4.62,FFFFFFFF
250.161196,4.21981484,5.77,FFFFFFFF
314.768929,4.29384672,5.30,FFFFFFFF
314.7715703,4.29497561,5.24,FFFFFFFF
45.59378383,4.35287042,5.62,FFFFFFFF
270.0658232,4.36864674,4.79,FFFFFFFF
336.6550748,4.39363758,5.76,FFFFFFFF
87.554418,4.42349901,5.96,FFFFFFFF
240.2131619,4.42718026,5.82,FFFFFFFF
337.4914521,4.43205725,5.51,FFFFFFFF
237.7037134,4.4775798,3.71,FFFFFFFF
265.8682371,4.56691684,2.76,FFFFFFFF
224.8463113,4.56777277,5.91,FFFFFFFF
95.94207368,4.59283881,4.39,FFFFFFFF
153.2016384,4.61469047,5.77,FFFFFFFF
144.6141046,4.64941422,4.68,FFFFFFFF
336.9644877,4.6964107,4.78,FFFFFFFF
160.8371179,4.74774961,5.77,FFFFFFFF
128.4311946,4.75701524,5.89,FFFFFFFF
289.1292624,4.83482079,5.59,FFFFFFFF
98.08010878,4.85599529,5.88,FFFFFFFF
120.3079557,4.87977849,5.65,FFFFFFFF
228.7973605,4.93935226,5.32,FFFFFFFF
243.3142007,5.0210989,5.46,FFFFFFFF
331.4195499,5.05828453,4.86,FFFFFFFF
136.493241,5.09234249,4.99,FFFFFFFF
94.31770235,5.09969578,5.70,FFFFFFFF
200.5405405,5.15485074,5.89,FFFFFFFF
78.68355139,5.15612934,5.50,FFFFFFFF
114.8272419,5.22750767,0.40,FFFFFFFF
251.9434634,5.24684013,5.22,FFFFFFFF
318.9558198,5.2480739,3.92,FFFFFFFF
12.09388786,5.28338873,5.74,FFFFFFFF
305.7946225,5.34307747,5.30,FFFFFFFF
350.0855712,5.38145156,5.05,FFFFFFFF
294.7985009,5.39778241,5.18,FFFFFFFF
91.24244795,5.41997005,5.67,FFFFFFFF
60.93584928,5.43563754,5.32,FFFFFFFF
236.3477828,5.44732255,5.57,FFFFFFFF
199.4011954,5.46984502,4.78,FFFFFFFF
25.35794814,5.48760445,4.45,FFFFFFFF
281.3681495,5.50012301,5.82,FFFFFFFF
316.1443488,5.50286035,5.63,FFFFFFFF
248.1486507,5.52122134,5.63,FFFFFFFF
62.83414887,5.52303505,5.71,FFFFFFFF
68.53448353,5.56863495,5.67,FFFFFFFF
38.9687042,5.59330163,4.87,FFFFFFFF
72.80152507,5.60510146,3.68,FFFFFFFF
354.9867513,5.62735374,4.13,FFFFFFFF
17.09309979,5.6502213,5.51,FFFFFFFF
325.5643541,5.68015144,5.30,FFFFFFFF
129.4141974,5.70379868,4.14,FFFFFFFF
324.6328073,5.77167281,5.66,FFFFFFFF
335.1148539,5.78949288,5.37,FFFFFFFF
182.5146318,5.80696343,5.72,FFFFFFFF
216.0474597,5.82011481,5.10,FFFFFFFF
132.1082535,5.83788486,4.35,FFFFFFFF
114.1448755,5.86210427,5.89,FFFFFFFF
133.8486869,5.9455277,3.11,FFFFFFFF
82.69603301,5.94821792,4.20,FFFFFFFF
316.3616203,5.95848857,5.94,FFFFFFFF
148.4288621,5.95856912,5.90,FFFFFFFF
60.78907003,5.98930909,3.91,FFFFFFFF
311.9513671,6.00824104,5.57,FFFFFFFF
170.2843673,6.02935289,4.05,FFFFFFFF
56.41846008,6.05002905,5.34,FFFFFFFF
287.2496561,6.07339716,5.23,FFFFFFFF
268.3094164,6.10125423,5.77,FFFFFFFF
165.1868014,6.10150342,4.98,FFFFFFFF
65.17188935,6.13090686,5.76,FFFFFFFF
22.54559597,6.14393314,4.84,FFFFFFFF
164.0061793,6.18538415,5.91,FFFFFFFF
52.68914607,6.18874381,5.93,FFFFFFFF
276.9948907,6.19416039,5.71,FFFFFFFF
332.549249,6.197789,3.52,FFFFFFFF
265.3846863,6.31316423,5.97,FFFFFFFF
81.28278416,6.34973451,1.64,FFFFFFFF
351.9923659,6.37909727,4.27,FFFFFFFF
242.2960971,6.38050993,5.93,FFFFFFFF
298.8281923,6.40793334,3.71,FFFFFFFF
131.6943593,6.41890691,3.38,FFFFFFFF
236.0666491,6.42551971,2.63,FFFFFFFF
87.000966,6.4542102,5.26,FFFFFFFF
176.4648773,6.52981394,4.04,FFFFFFFF
58.00093529,6.53491424,5.66,FFFFFFFF
180.2182929,6.61439464,4.65,FFFFFFFF
283.8643431,6.61550576,5.58,FFFFFFFF
128.962724,6.62053814,5.91,FFFFFFFF
48.10987466,6.66088598,5.55,FFFFFFFF
279.1628863,6.67215598,5.43,FFFFFFFF
146.541837,6.70861426,5.80,FFFFFFFF
11.84843074,6.74098135,5.98,FFFFFFFF
56.5390162,6.80365522,5.91,FFFFFFFF
190.4881654,6.80664416,5.57,FFFFFFFF
320.7232574,6.81111338,5.16,FFFFFFFF
144.3029521,6.83577519,5.00,FFFFFFFF
359.8275099,6.86359373,4.03,FFFFFFFF
39.01596864,6.88336423,5.79,FFFFFFFF
112.0086529,6.94207694,5.22,FFFFFFFF
246.0451135,6.94817146,5.83,FFFFFFFF
158.7003066,6.95361136,5.07,FFFFFFFF
8.09897908,6.95545461,5.69,FFFFFFFF
72.45890935,6.96124744,3.19,FFFFFFFF
109.9483732,7.14309133,5.91,FFFFFFFF
252.5806278,7.24770528,5.48,FFFFFFFF
355.4862754,7.25064591,5.89,FFFFFFFF
274.7898469,7.25976189,5.41,FFFFFFFF
301.0346117,7.27793427,5.51,FFFFFFFF
135.6867621,7.29826333,5.85,FFFFFFFF
12.07226858,7.29991977,5.92,FFFFFFFF
98.22595658,7.33297921,4.47,FFFFFFFF
166.2551246,7.33612254,4.62,FFFFFFFF
236.6114412,7.35323973,4.42,FFFFFFFF
320.2700023,7.3545461,5.81,FFFFFFFF
293.5217823,7.37931918,4.45,FFFFFFFF
88.79287161,7.40703634,0.45,FFFFFFFF
106.9561872,7.47129491,5.74,FFFFFFFF
315.0164746,7.51617986,5.98,FFFFFFFF
84.50463493,7.54145541,5.87,FFFFFFFF
126.4782801,7.56452889,5.13,FFFFFFFF
18.43250986,7.57548895,5.21,FFFFFFFF
12.17039736,7.58520186,4.44,FFFFFFFF
296.4163157,7.61315784,5.89,FFFFFFFF
191.4046753,7.67331477,5.22,FFFFFFFF
63.38794242,7.7160341,5.29,FFFFFFFF
39.14626535,7.73007761,5.81,FFFFFFFF
73.69914124,7.77916325,5.33,FFFFFFFF
69.77542864,7.87098753,5.38,FFFFFFFF
15.73606615,7.89007256,4.27,FFFFFFFF
108.914234,7.97773709,5.78,FFFFFFFF
276.4116722,8.0320244,5.64,FFFFFFFF
101.8326847,8.03728277,4.77,FFFFFFFF
150.0534347,8.04427686,4.68,FFFFFFFF
168.5075283,8.06095499,5.79,FFFFFFFF
174.6150401,8.13428325,5.24,FFFFFFFF
220.4114855,8.16175611,4.86,FFFFFFFF
142.1216408,8.18837326,5.72,FFFFFFFF
5.14943435,8.19024803,5.38,FFFFFFFF
60.98543787,8.19720135,5.45,FFFFFFFF
216.0036677,8.24400431,5.94,FFFFFFFF
176.9788823,8.24586534,5.31,FFFFFFFF
330.2884974,8.25717124,5.65,FFFFFFFF
176.3208533,8.25817475,4.84,FFFFFFFF
111.7878012,8.28940893,2.89,FFFFFFFF
103.2061973,8.38044841,5.75,FFFFFFFF
44.05720205,8.38177807,5.97,FFFFFFFF
80.43150654,8.42856342,5.78,FFFFFFFF
178.7631314,8.44390534,5.58,FFFFFFFF
215.8447503,8.44664037,4.86,FFFFFFFF
37.03965786,8.4600887,4.30,FFFFFFFF
298.5617574,8.46165027,4.71,FFFFFFFF
0.62398938,8.48557854,5.70,FFFFFFFF
76.97030487,8.49857348,5.33,FFFFFFFF
242.1170128,8.53432477,5.69,FFFFFFFF
300.2457128,8.5577688,5.90,FFFFFFFF
32.83817716,8.57008262,5.64,FFFFFFFF
251.4578875,8.58257816,5.15,FFFFFFFF
101.6350782,8.5871691,5.92,FFFFFFFF
158.7591253,8.65043904,5.67,FFFFFFFF
347.3810618,8.67717165,5.05,FFFFFFFF
347.9341451,8.72012785,5.15,FFFFFFFF
181.30279,8.73284563,4.12,FFFFFFFF
271.8264764,8.73379361,4.64,FFFFFFFF
156.3132871,8.78493853,5.61,FFFFFFFF
343.8067681,8.81609536,4.91,FFFFFFFF
33.25004577,8.8467523,4.36,FFFFFFFF
260.9900572,8.85258733,5.77,FFFFFFFF
118.8809902,8.8630571,5.86,FFFFFFFF
297.6945086,8.86738491,0.76,FFFFFFFF
63.88352173,8.89240989,4.27,FFFFFFFF
210.3350407,8.89490924,5.98,FFFFFFFF
72.65300943,8.90025258,4.35,FFFFFFFF
44.92873469,8.90740111,4.71,FFFFFFFF
112.0409561,8.92550376,4.33,FFFFFFFF
149.1084432,8.93310774,5.85,FFFFFFFF
51.20349011,9.02906504,3.61,FFFFFFFF
142.1140705,9.05677114,5.40,FFFFFFFF
279.1159838,9.12281663,5.38,FFFFFFFF
337.2831355,9.12908395,5.60,FFFFFFFF
105.8247057,9.13834729,5.96,FFFFFFFF
26.34828629,9.15764102,4.26,FFFFFFFF
124.128951,9.18566295,3.53,FFFFFFFF
106.4125041,9.18583678,5.78,FFFFFFFF
63.48496228,9.26389844,4.84,FFFFFFFF
111.412078,9.27611835,4.99,FFFFFFFF
84.22637775,9.291412,4.09,FFFFFFFF
158.2028131,9.30659431,3.84,FFFFFFFF
357.8385604,9.31350996,5.77,FFFFFFFF
53.14970799,9.37355768,5.76,FFFFFFFF
254.4177942,9.37505626,3.19,FFFFFFFF
346.751066,9.40952259,4.54,FFFFFFFF
199.194639,9.423693,5.19,FFFFFFFF
65.96599009,9.46098377,5.10,FFFFFFFF
83.70515764,9.48958528,4.39,FFFFFFFF
89.11681496,9.50941963,5.97,FFFFFFFF
86.71731027,9.52249963,5.78,FFFFFFFF
191.5932485,9.54078962,5.65,FFFFFFFF
271.8375861,9.56365345,3.71,FFFFFFFF
263.6528783,9.58672378,5.80,FFFFFFFF
90.59579323,9.64736756,4.12,FFFFFFFF
129.2741096,9.65559645,5.92,FFFFFFFF
354.9791151,9.67732079,5.99,FFFFFFFF
142.9899275,9.7157982,5.07,FFFFFFFF
51.79217049,9.7327724,3.73,FFFFFFFF
347.5061296,9.82210111,5.39,FFFFFFFF
77.33168451,9.82959768,5.43,FFFFFFFF
343.0990272,9.83555733,5.16,FFFFFFFF
87.51115293,9.87122224,5.79,FFFFFFFF
326.0464181,9.87500791,2.38,FFFFFFFF
241.9064623,9.89176025,5.63,FFFFFFFF
145.2879912,9.89239902,3.52,FFFFFFFF
100.244421,9.89576021,4.66,FFFFFFFF
83.78449043,9.93416294,3.39,FFFFFFFF
94.27756971,9.94253598,5.39,FFFFFFFF
104.1076781,9.95659959,5.90,FFFFFFFF
98.82331871,9.98835403,5.93,FFFFFFFF
151.9763285,9.99766389,4.39,FFFFFFFF
60.44222088,9.99801393,5.67,FFFFFFFF
