ra,dec,vmag,colour
114.9916323,-37.57941274,5.99,FFFFFFFF
246.1323557,-37.56597007,5.42,FFFFFFFF
235.6598014,-37.4248964,5.23,FFFFFFFF
138.9377894,-37.41312644,4.63,FFFFFFFF
328.481892,-37.3648229,3.00,FFFFFFFF
284.1687111,-37.34318339,5.36,FFFFFFFF
55.70884185,-37.31334485,4.59,FFFFFFFF
262.690995,-37.29574016,2.70,FFFFFFFF
120.4063662,-37.28373201,5.90,FFFFFFFF
329.0949512,-37.25363145,5.45,FFFFFFFF
94.28988535,-37.25344284,5.88,FFFFFFFF
91.88180046,-37.25292114,5.00,FFFFFFFF
82.06386207,-37.2309313,5.56,FFFFFFFF
256.5841464,-37.22753062,5.98,FFFFFFFF
260.7280602,-37.22069314,5.91,FFFFFFFF
249.7718133,-37.21726333,5.93,FFFFFFFF
175.8633383,-37.19010227,5.98,FFFFFFFF
147.3672858,-37.1867849,5.95,FFFFFFFF
247.0602402,-37.17981606,5.79,FFFFFFFF
131.2163872,-37.1472599,5.74,FFFFFFFF
70.51435953,-37.14476616,5.04,FFFFFFFF
164.1791513,-37.1374629,4.60,FFFFFFFF
88.87454313,-37.12060931,4.97,FFFFFFFF
284.6811415,-37.10708855,4.83,FFFFFFFF
263.4021937,-37.10374835,1.62,FFFFFFFF
109.285684,-37.09748689,2.71,FFFFFFFF
286.6043316,-37.06275714,4.23,FFFFFFFF
267.4643802,-37.04337105,3.19,FFFFFFFF
214.8496456,-37.00280675,5.93,FFFFFFFF
99.30767433,-36.99068388,5.72,FFFFFFFF
265.7128839,-36.94550742,5.53,FFFFFFFF
23.23355059,-36.86518161,5.49,FFFFFFFF
230.7890137,-36.85843627,4.54,FFFFFFFF
269.731997,-36.85840855,5.74,FFFFFFFF
25.51256331,-36.83226421,5.70,FFFFFFFF
241.6481513,-36.80221297,4.22,FFFFFFFF
98.85093436,-36.77993005,5.59,FFFFFFFF
262.2337058,-36.7782678,5.98,FFFFFFFF
231.8256031,-36.76750151,5.46,FFFFFFFF
274.4072049,-36.76128103,3.10,FFFFFFFF
241.8173948,-36.75553887,5.72,FFFFFFFF
109.6591363,-36.74274935,5.11,FFFFFFFF
109.5766704,-36.7339666,4.65,FFFFFFFF
200.1502732,-36.71208109,2.75,FFFFFFFF
96.0042457,-36.70789674,5.62,FFFFFFFF
275.7211582,-36.66949254,5.33,FFFFFFFF
124.6391383,-36.65953286,4.44,FFFFFFFF
222.1585716,-36.63458507,5.89,FFFFFFFF
109.2058988,-36.59264813,5.03,FFFFFFFF
108.1076254,-36.54439953,5.94,FFFFFFFF
24.61455891,-36.5279533,5.94,FFFFFFFF
114.6829345,-36.49684165,5.78,FFFFFFFF
125.3377057,-36.48419365,5.18,FFFFFFFF
318.3289052,-36.42353599,5.97,FFFFFFFF
211.6721861,-36.36869575,2.06,FFFFFFFF
118.264643,-36.36377387,5.44,FFFFFFFF
113.4627062,-36.33840157,5.42,FFFFFFFF
123.492992,-36.32229977,5.09,FFFFFFFF
230.4518186,-36.26116729,3.57,FFFFFFFF
206.7348389,-36.25190473,5.15,FFFFFFFF
275.870088,-36.23800004,5.52,FFFFFFFF
98.45621385,-36.23226731,5.42,FFFFFFFF
102.9268743,-36.230126,5.94,FFFFFFFF
57.36367035,-36.2001125,4.17,FFFFFFFF
239.3388856,-36.1853138,5.78,FFFFFFFF
170.8029263,-36.16476782,5.00,FFFFFFFF
220.2558897,-36.1348433,5.67,FFFFFFFF
302.7983676,-36.09738423,5.32,FFFFFFFF
144.3684133,-36.09599061,5.96,FFFFFFFF
171.3730457,-36.06310533,5.21,FFFFFFFF
116.0405973,-36.06271326,5.80,FFFFFFFF
115.7999923,-36.050124,5.60,FFFFFFFF
271.5985134,-36.01980798,5.94,FFFFFFFF
78.62015802,-35.97703069,5.75,FFFFFFFF
142.3114062,-35.9513478,4.51,FFFFFFFF
255.1541392,-35.9339762,5.95,FFFFFFFF
271.2099573,-35.90136032,5.98,FFFFFFFF
123.3730102,-35.89954225,4.78,FFFFFFFF
149.7180835,-35.89093311,5.23,FFFFFFFF
118.5458805,-35.87729557,5.48,FFFFFFFF
196.7259549,-35.86182329,5.63,FFFFFFFF
42.56144528,-35.84368582,5.92,FFFFFFFF
166.2258729,-35.804689,5.43,FFFFFFFF
87.7398034,-35.76929225,3.12,FFFFFFFF
142.8872231,-35.71432898,5.86,FFFFFFFF
51.88902397,-35.68133899,5.71,FFFFFFFF
42.66834974,-35.67571664,5.48,FFFFFFFF
208.3867508,-35.66419416,5.53,FFFFFFFF
67.66803902,-35.65358006,5.95,FFFFFFFF
281.0806646,-35.64192109,4.86,FFFFFFFF
91.36320378,-35.51368651,5.80,FFFFFFFF
123.5553722,-35.49007215,5.77,FFFFFFFF
76.10129897,-35.48287057,4.55,FFFFFFFF
82.8030645,-35.47043592,3.86,FFFFFFFF
124.572448,-35.45170517,5.59,FFFFFFFF
289.9166208,-35.42142487,5.59,FFFFFFFF
185.897706,-35.41265923,5.32,FFFFFFFF
130.0255689,-35.30830091,3.97,FFFFFFFF
89.38421613,-35.28330688,4.36,FFFFFFFF
299.9340597,-35.27624433,4.37,FFFFFFFF
97.80457202,-35.25886111,5.82,FFFFFFFF
249.0935872,-35.25535553,4.18,FFFFFFFF
117.3110557,-35.24330796,5.94,FFFFFFFF
221.2466463,-35.19182069,4.92,FFFFFFFF
186.3406827,-35.18640097,5.71,FFFFFFFF
220.9145146,-35.17322549,4.06,FFFFFFFF
94.13806399,-35.14073157,4.37,FFFFFFFF
83.280485,-35.13930773,5.75,FFFFFFFF
2.93286698,-35.13339606,5.24,FFFFFFFF
126.9976068,-35.11378822,5.75,FFFFFFFF
259.7348343,-34.98957161,5.91,FFFFFFFF
114.3421666,-34.96857044,4.53,FFFFFFFF
72.86749463,-34.906232,5.82,FFFFFFFF
268.3477944,-34.89510976,5.58,FFFFFFFF
79.37093064,-34.89438961,4.81,FFFFFFFF
268.056913,-34.79918358,5.88,FFFFFFFF
215.5822395,-34.78679152,5.57,FFFFFFFF
345.8740127,-34.74961718,5.12,FFFFFFFF
175.0534184,-34.7446553,4.70,FFFFFFFF
58.41218403,-34.73229529,5.11,FFFFFFFF
235.6709881,-34.71033325,4.75,FFFFFFFF
118.0658464,-34.70602121,5.01,FFFFFFFF
247.8455896,-34.70432087,4.24,FFFFFFFF
299.9636666,-34.69763103,5.30,FFFFFFFF
236.6842941,-34.68238898,5.61,FFFFFFFF
85.56329561,-34.66793677,5.29,FFFFFFFF
38.2793288,-34.64992327,5.91,FFFFFFFF
39.24425358,-34.57734519,5.78,FFFFFFFF
207.3614636,-34.45063035,4.19,FFFFFFFF
268.0823322,-34.41683044,5.84,FFFFFFFF
234.9415619,-34.41189273,4.66,FFFFFFFF
94.92063879,-34.39659537,5.76,FFFFFFFF
276.0431097,-34.3843146,1.79,FFFFFFFF
102.7181221,-34.36732059,4.99,FFFFFFFF
91.76528547,-34.31202171,5.82,FFFFFFFF
252.5426874,-34.29260982,2.29,FFFFFFFF
116.3965747,-34.17655092,5.36,FFFFFFFF
95.15099685,-34.14419295,5.55,FFFFFFFF
111.6769645,-34.14070792,5.90,FFFFFFFF
256.2056295,-34.12292247,4.83,FFFFFFFF
104.6046073,-34.11172588,5.07,FFFFFFFF
84.91224975,-34.07404941,2.65,FFFFFFFF
162.487692,-34.05819988,5.61,FFFFFFFF
332.1080337,-34.04372111,4.99,FFFFFFFF
66.00902233,-34.01698632,3.97,FFFFFFFF
332.4821307,-34.01503553,5.37,FFFFFFFF
192.6716124,-33.99926779,4.90,FFFFFFFF
239.2228396,-33.96602225,5.14,FFFFFFFF
239.2254384,-33.96415999,5.59,FFFFFFFF
323.0607295,-33.94461293,5.97,FFFFFFFF
90.31789213,-33.91177131,5.54,FFFFFFFF
178.2273387,-33.90813014,4.29,FFFFFFFF
223.9362277,-33.85578004,5.32,FFFFFFFF
37.00704179,-33.81105246,5.13,FFFFFFFF
88.2786848,-33.8014395,4.88,FFFFFFFF
64.47341068,-33.79833145,3.55,FFFFFFFF
312.4919979,-33.7796732,4.89,FFFFFFFF
164.8072663,-33.73745399,5.70,FFFFFFFF
300.0839952,-33.7027487,5.65,FFFFFFFF
237.7397573,-33.62710488,3.97,FFFFFFFF
174.1455182,-33.56997476,5.71,FFFFFFFF
258.830197,-33.54841317,5.60,FFFFFFFF
242.4691969,-33.54569572,5.50,FFFFFFFF
2.01465535,-33.52933371,5.67,FFFFFFFF
95.52852147,-33.43627251,3.85,FFFFFFFF
310.0825523,-33.43193038,5.47,FFFFFFFF
149.1477919,-33.41854978,5.83,FFFFFFFF
191.6925858,-33.31541396,5.87,FFFFFFFF
223.6580027,-33.30056091,5.85,FFFFFFFF
117.3976188,-33.28895425,5.61,FFFFFFFF
254.2965502,-33.2594689,5.48,FFFFFFFF
130.8981145,-33.18641133,3.68,FFFFFFFF
250.439563,-33.14562113,5.84,FFFFFFFF
339.7144313,-33.08138295,5.66,FFFFFFFF
83.81439488,-33.08000909,5.76,FFFFFFFF
125.3459765,-33.05437199,4.83,FFFFFFFF
206.4231943,-33.04336606,4.23,FFFFFFFF
326.2366159,-33.02555306,4.35,FFFFFFFF
278.4906866,-33.01653262,5.28,FFFFFFFF
243.5932132,-33.01104217,5.91,FFFFFFFF
6.98213606,-33.0070446,4.86,FFFFFFFF
207.9567718,-32.99401625,4.32,FFFFFFFF
277.7701884,-32.9890014,5.37,FFFFFFFF
332.0956383,-32.98839827,4.50,FFFFFFFF
343.1314913,-32.87545019,4.46,FFFFFFFF
173.6248036,-32.83334205,5.96,FFFFFFFF
186.7153925,-32.83004764,5.56,FFFFFFFF
132.4645876,-32.78040797,5.19,FFFFFFFF
98.64720407,-32.71626113,5.62,FFFFFFFF
160.6800369,-32.71567314,5.63,FFFFFFFF
121.0674726,-32.67484684,5.25,FFFFFFFF
259.2654765,-32.66270528,5.53,FFFFFFFF
225.7470434,-32.64324605,5.45,FFFFFFFF
84.95771446,-32.62913912,5.44,FFFFFFFF
263.677045,-32.58165772,5.69,FFFFFFFF
97.04257272,-32.58012947,4.47,FFFFFFFF
332.535348,-32.54844042,4.94,FFFFFFFF
343.9870501,-32.53970196,4.20,FFFFFFFF
349.705945,-32.53183574,4.41,FFFFFFFF
102.4602729,-32.50848752,3.50,FFFFFFFF
175.4331349,-32.49932237,5.20,FFFFFFFF
120.7673745,-32.46357097,5.83,FFFFFFFF
258.2439872,-32.4383273,5.95,FFFFFFFF
42.27233113,-32.40628403,4.45,FFFFFFFF
97.16351878,-32.37129738,5.74,FFFFFFFF
167.4724225,-32.36745668,5.79,FFFFFFFF
337.8762065,-32.34602798,4.29,FFFFFFFF
316.6028382,-32.34163849,5.20,FFFFFFFF
99.44809882,-32.33989066,5.25,FFFFFFFF
25.53602338,-32.32685759,5.25,FFFFFFFF
86.49955386,-32.30637997,5.18,FFFFFFFF
315.322757,-32.25776681,4.67,FFFFFFFF
110.8829198,-32.20207858,5.41,FFFFFFFF
144.2911233,-32.17861272,5.62,FFFFFFFF
91.08448552,-32.17272393,5.65,FFFFFFFF
319.4843606,-32.17248551,4.71,FFFFFFFF
127.619249,-32.15928753,5.61,FFFFFFFF
255.4693719,-32.14340148,5.03,FFFFFFFF
355.1592171,-32.07299489,5.30,FFFFFFFF
301.0815124,-32.05626941,4.99,FFFFFFFF
98.16241008,-32.03045378,5.73,FFFFFFFF
55.56207975,-31.93839587,4.99,FFFFFFFF
208.3022846,-31.92758624,4.75,FFFFFFFF
110.752929,-31.92379021,5.40,FFFFFFFF
296.5050663,-31.90853854,5.51,FFFFFFFF
142.6920064,-31.88917107,5.75,FFFFFFFF
142.8841362,-31.87183113,5.91,FFFFFFFF
173.2510794,-31.85752405,3.54,FFFFFFFF
112.2131651,-31.84841156,5.95,FFFFFFFF
111.1827842,-31.80892621,5.35,FFFFFFFF
101.346168,-31.79292174,5.92,FFFFFFFF
75.59503803,-31.77154017,5.92,FFFFFFFF
102.597291,-31.70609416,5.74,FFFFFFFF
267.2936388,-31.70318435,4.79,FFFFFFFF
162.0588825,-31.68785403,5.87,FFFFFFFF
339.1477892,-31.66369314,5.82,FFFFFFFF
310.3482601,-31.59814237,5.75,FFFFFFFF
15.60990729,-31.55204219,5.50,FFFFFFFF
228.6555245,-31.51912564,4.91,FFFFFFFF
199.2212967,-31.5060767,5.10,FFFFFFFF
112.2705053,-31.45622952,5.78,FFFFFFFF
4.0366068,-31.44632821,5.66,FFFFFFFF
89.08726177,-31.38245487,5.52,FFFFFFFF
173.2256248,-31.08723547,5.13,FFFFFFFF
101.1186208,-31.07053787,5.23,FFFFFFFF
156.7881495,-31.06780228,4.28,FFFFFFFF
286.1043962,-31.04703255,5.49,FFFFFFFF
112.677542,-30.96228313,4.65,FFFFFFFF
101.3799616,-30.94899076,5.62,FFFFFFFF
20.87903356,-30.94550599,5.84,FFFFFFFF
226.6383869,-30.91841299,5.97,FFFFFFFF
244.8861763,-30.90676896,5.53,FFFFFFFF
326.9340555,-30.89830582,5.02,FFFFFFFF
177.9234034,-30.83409571,5.85,FFFFFFFF
70.7888076,-30.76539538,5.66,FFFFFFFF
276.2563033,-30.75640093,5.58,FFFFFFFF
272.5241893,-30.72859747,5.53,FFFFFFFF
33.22691696,-30.72384252,5.27,FFFFFFFF
108.8378344,-30.68647453,5.36,FFFFFFFF
340.0932485,-30.65836159,5.88,FFFFFFFF
157.3974933,-30.60707101,5.57,FFFFFFFF
68.88779874,-30.56231049,3.81,FFFFFFFF
60.1692644,-30.49070974,5.93,FFFFFFFF
99.92777365,-30.47002424,5.70,FFFFFFFF
271.4521859,-30.42365007,2.98,FFFFFFFF
189.7645192,-30.4223493,5.86,FFFFFFFF
257.1981069,-30.40356872,5.93,FFFFFFFF
137.4850481,-30.36528248,5.59,FFFFFFFF
119.4171324,-30.33458703,4.76,FFFFFFFF
22.93021487,-30.28292502,5.79,FFFFFFFF
269.771999,-30.25300479,5.00,FFFFFFFF
39.57748196,-30.19388274,5.84,FFFFFFFF
56.98342907,-30.16732063,5.52,FFFFFFFF
229.457687,-30.14866233,4.35,FFFFFFFF
316.5046813,-30.12495361,5.69,FFFFFFFF
95.07827982,-30.06337656,3.02,FFFFFFFF
39.03865189,-30.04496366,5.74,FFFFFFFF
30.3116514,-30.00156583,5.34,FFFFFFFF
24.03512124,-29.9074336,5.69,FFFFFFFF
285.6530143,-29.88011429,2.60,FFFFFFFF
261.8386001,-29.86669942,4.28,FFFFFFFF
275.2484234,-29.82803914,2.72,FFFFFFFF
276.9561848,-29.81690216,5.90,FFFFFFFF
234.6641015,-29.77768935,3.66,FFFFFFFF
68.3776229,-29.76583186,4.49,FFFFFFFF
91.52304862,-29.75852227,5.79,FFFFFFFF
291.7352927,-29.74310537,5.66,FFFFFFFF
261.9064881,-29.7244896,5.98,FFFFFFFF
0.58297574,-29.72044805,5.04,FFFFFFFF
246.1655257,-29.70446361,5.40,FFFFFFFF
157.3708891,-29.66385399,5.58,FFFFFFFF
344.4117732,-29.62183701,1.17,FFFFFFFF
271.2550938,-29.5800762,4.66,FFFFFFFF
129.9270448,-29.56086189,4.86,FFFFFFFF
204.6755248,-29.56067984,5.81,FFFFFFFF
8.42108802,-29.55820696,5.55,FFFFFFFF
342.8372682,-29.53627381,5.99,FFFFFFFF
217.0435139,-29.49157976,4.97,FFFFFFFF
359.866257,-29.48515314,5.59,FFFFFFFF
132.5093402,-29.46301021,5.86,FFFFFFFF
344.8990114,-29.46232352,5.51,FFFFFFFF
242.7588628,-29.41600661,5.09,FFFFFFFF
14.65144118,-29.35746436,4.30,FFFFFFFF
56.61426555,-29.33816606,5.91,FFFFFFFF
291.2668791,-29.30920884,5.91,FFFFFFFF
111.023771,-29.30311979,2.45,FFFFFFFF
31.12262534,-29.29683966,4.68,FFFFFFFF
173.0684061,-29.26137351,4.93,FFFFFFFF
239.2211944,-29.21401221,3.87,FFFFFFFF
111.9965307,-29.1559018,5.55,FFFFFFFF
154.5316691,-28.99202661,5.52,FFFFFFFF
48.01783332,-28.98910623,3.80,FFFFFFFF
5.37990144,-28.98129509,5.18,FFFFFFFF
104.6564445,-28.97208931,1.50,FFFFFFFF
115.9519672,-28.9548352,3.94,FFFFFFFF
345.3306146,-28.85390821,5.55,FFFFFFFF
140.8014014,-28.83392305,4.71,FFFFFFFF
347.0879015,-28.82356853,5.60,FFFFFFFF
49.51038343,-28.797036,5.93,FFFFFFFF
269.6627094,-28.75907603,5.99,FFFFFFFF
203.149842,-28.6927144,5.69,FFFFFFFF
84.43601282,-28.68979391,5.28,FFFFFFFF
306.3617516,-28.66327932,5.86,FFFFFFFF
244.5746702,-28.61377598,4.80,FFFFFFFF
251.250868,-28.50965621,5.99,FFFFFFFF
178.9172046,-28.47703681,5.93,FFFFFFFF
272.0206792,-28.45701627,4.55,FFFFFFFF
330.2092294,-28.45373726,5.43,FFFFFFFF
243.0668952,-28.4172057,5.67,FFFFFFFF
115.8849819,-28.41095714,4.63,FFFFFFFF
113.8455718,-28.36927798,4.65,FFFFFFFF
191.002293,-28.32386102,5.46,FFFFFFFF
38.4613017,-28.2323401,4.96,FFFFFFFF
248.9706642,-28.21596156,2.82,FFFFFFFF
260.8399621,-28.14276032,5.30,FFFFFFFF
234.2560775,-28.13507099,3.60,FFFFFFFF
357.2311663,-28.1300148,4.59,FFFFFFFF
45.40604298,-28.09048221,5.88,FFFFFFFF
347.4359083,-28.08857609,5.88,FFFFFFFF
167.183532,-28.08061647,5.43,FFFFFFFF
269.174246,-28.0653494,5.76,FFFFFFFF
225.5265792,-28.06052808,5.83,FFFFFFFF
233.6554561,-28.04690734,5.13,FFFFFFFF
2.3375862,-27.9879039,5.42,FFFFFFFF
222.5727779,-27.96021925,4.42,FFFFFFFF
42.47562958,-27.94203549,5.39,FFFFFFFF
105.4297988,-27.93484165,3.49,FFFFFFFF
243.0758822,-27.92631564,4.58,FFFFFFFF
109.1458393,-27.88127313,4.66,FFFFFFFF
110.8707289,-27.83428348,5.37,FFFFFFFF
266.8901128,-27.83076255,4.53,FFFFFFFF
2.8934043,-27.7997782,5.41,FFFFFFFF
97.69288857,-27.7695891,5.92,FFFFFFFF
146.0505426,-27.76956287,4.78,FFFFFFFF
333.578068,-27.76691218,5.45,FFFFFFFF
215.7746157,-27.75373395,4.78,FFFFFFFF
132.6333805,-27.71005869,4.02,FFFFFFFF
300.6644137,-27.70987972,4.43,FFFFFFFF
133.8813149,-27.68162589,4.87,FFFFFFFF
286.7351763,-27.66981416,3.32,FFFFFFFF
224.6636918,-27.65729301,5.65,FFFFFFFF
61.40543294,-27.65203636,5.59,FFFFFFFF
318.3219468,-27.61905854,5.41,FFFFFFFF
192.1098276,-27.59723017,5.65,FFFFFFFF
107.5805277,-27.4915246,5.46,FFFFFFFF
210.5950115,-27.42976294,5.47,FFFFFFFF
159.3074949,-27.41268661,4.87,FFFFFFFF
79.84869643,-27.3688642,5.98,FFFFFFFF
51.59383221,-27.3176091,5.93,FFFFFFFF
166.3334693,-27.29359566,4.92,FFFFFFFF
166.4897808,-27.28781183,5.69,FFFFFFFF
213.1918047,-27.26110002,5.07,FFFFFFFF
299.2367704,-27.1698625,4.54,FFFFFFFF
92.64452684,-27.15420421,5.72,FFFFFFFF
189.425944,-27.13865883,5.41,FFFFFFFF
337.4414205,-27.10723481,5.95,FFFFFFFF
340.1638565,-27.0436148,4.18,FFFFFFFF
274.5132831,-27.04263452,4.66,FFFFFFFF
108.7132841,-27.03792355,5.58,FFFFFFFF
303.8190747,-27.03253576,5.73,FFFFFFFF
113.6451063,-27.01244868,5.78,FFFFFFFF
281.4139708,-26.9907794,3.17,FFFFFFFF
350.3146291,-26.98674162,5.65,FFFFFFFF
292.467385,-26.9855106,5.46,FFFFFFFF
78.85152247,-26.94343723,5.06,FFFFFFFF
312.9554008,-26.91912642,4.12,FFFFFFFF
128.8696745,-26.84353277,5.95,FFFFFFFF
331.1531618,-26.8223356,5.97,FFFFFFFF
114.7078387,-26.8038924,3.80,FFFFFFFF
108.7027568,-26.77268601,4.01,FFFFFFFF
177.1879392,-26.74975369,5.10,FFFFFFFF
211.5927873,-26.68201883,3.25,FFFFFFFF
221.989852,-26.64613329,5.76,FFFFFFFF
258.838697,-26.60004896,4.33,FFFFFFFF
142.4771614,-26.58961727,5.49,FFFFFFFF
109.713663,-26.58587077,5.29,FFFFFFFF
204.2021221,-26.49523551,5.73,FFFFFFFF
247.351948,-26.43194608,1.06,FFFFFFFF
107.0978585,-26.39320776,1.83,FFFFFFFF
108.5634018,-26.35251617,4.42,FFFFFFFF
115.7006433,-26.35125398,5.64,FFFFFFFF
125.7080817,-26.34823475,5.88,FFFFFFFF
227.5777162,-26.3326008,5.75,FFFFFFFF
242.0313373,-26.32666483,5.35,FFFFFFFF
298.959271,-26.29968718,4.70,FFFFFFFF
283.8163196,-26.29659428,2.05,FFFFFFFF
314.1969592,-26.29621951,5.70,FFFFFFFF
90.81483793,-26.28475048,5.03,FFFFFFFF
75.54069171,-26.27484321,5.01,FFFFFFFF
238.8754276,-26.26592073,5.63,FFFFFFFF
129.4673684,-26.25497008,5.24,FFFFFFFF
22.5953198,-26.20785462,5.92,FFFFFFFF
299.7382347,-26.19582739,4.84,FFFFFFFF
228.4721739,-26.19355939,5.84,FFFFFFFF
324.0454333,-26.17145712,5.73,FFFFFFFF
76.31745462,-26.15223983,5.71,FFFFFFFF
206.403907,-26.11598461,5.81,FFFFFFFF
239.7130028,-26.1140428,2.89,FFFFFFFF
221.9365883,-26.0874799,5.23,FFFFFFFF
3.42591849,-26.02215399,5.94,FFFFFFFF
140.3733284,-25.96541642,4.71,FFFFFFFF
108.0509095,-25.94260947,5.91,FFFFFFFF
117.0215621,-25.93718054,4.40,FFFFFFFF
148.5518273,-25.93248205,4.87,FFFFFFFF
288.306957,-25.90676384,5.79,FFFFFFFF
110.2680851,-25.89167605,5.87,FFFFFFFF
240.8361124,-25.86514891,4.96,FFFFFFFF
137.0119052,-25.85853691,4.62,FFFFFFFF
214.7546918,-25.81631724,5.87,FFFFFFFF
312.3233561,-25.78119469,5.86,FFFFFFFF
237.7448068,-25.75123489,4.63,FFFFFFFF
178.6771157,-25.71406632,5.26,FFFFFFFF
221.8439999,-25.62423321,5.61,FFFFFFFF
245.2971772,-25.59275259,2.90,FFFFFFFF
95.98297443,-25.57752992,5.61,FFFFFFFF
6.81119663,-25.54713325,5.99,FFFFFFFF
221.5007408,-25.44291557,5.15,FFFFFFFF
276.9927896,-25.42124732,2.82,FFFFFFFF
104.6495975,-25.41416976,5.59,FFFFFFFF
114.5751975,-25.36478805,4.69,FFFFFFFF
238.403035,-25.32708018,4.59,FFFFFFFF
144.2510319,-25.29684739,5.68,FFFFFFFF
226.0177579,-25.28185602,3.25,FFFFFFFF
44.90027293,-25.27433851,5.69,FFFFFFFF
311.5240255,-25.27051682,4.13,FFFFFFFF
288.8849882,-25.25660677,4.86,FFFFFFFF
238.6647418,-25.24367939,5.87,FFFFFFFF
107.4292808,-25.23104384,5.69,FFFFFFFF
111.355306,-25.2177645,5.79,FFFFFFFF
105.2747885,-25.21564581,5.64,FFFFFFFF
333.4349474,-25.18092537,5.58,FFFFFFFF
345.0240254,-25.16398677,5.66,FFFFFFFF
247.5519913,-25.11515935,4.79,FFFFFFFF
254.9904329,-25.09216189,5.88,FFFFFFFF
26.41106016,-25.05243403,5.29,FFFFFFFF
281.2066798,-25.01086335,5.82,FFFFFFFF
210.0010255,-25.01017978,5.77,FFFFFFFF
316.7820227,-25.00574796,4.49,FFFFFFFF
260.5024337,-24.99948797,3.27,FFFFFFFF
220.8065235,-24.99773099,5.70,FFFFFFFF
255.0394938,-24.98893659,5.74,FFFFFFFF
209.6299087,-24.97217754,5.20,FFFFFFFF
109.6770328,-24.95438447,4.37,FFFFFFFF
117.2570691,-24.91224336,5.32,FFFFFFFF
65.77358735,-24.89211883,5.81,FFFFFFFF
294.1766211,-24.88356664,4.59,FFFFFFFF
117.3235781,-24.85978401,3.34,FFFFFFFF
285.6153787,-24.84639516,5.63,FFFFFFFF
185.8399991,-24.84062116,5.66,FFFFFFFF
239.6453097,-24.83142974,5.43,FFFFFFFF
216.2027525,-24.80626639,5.34,FFFFFFFF
80.44278196,-24.77294996,5.06,FFFFFFFF
9.33244613,-24.76722545,5.57,FFFFFFFF
335.8782743,-24.76265507,5.53,FFFFFFFF
182.1031361,-24.72877993,4.02,FFFFFFFF
294.0068727,-24.71901737,5.64,FFFFFFFF
113.2907401,-24.71078019,5.84,FFFFFFFF
116.1423861,-24.67409186,5.62,FFFFFFFF
223.583901,-24.64213517,5.27,FFFFFFFF
104.3915376,-24.63105594,5.45,FFFFFFFF
58.42784574,-24.61221253,4.64,FFFFFFFF
109.6682534,-24.55870761,4.88,FFFFFFFF
238.47468,-24.53309547,5.38,FFFFFFFF
291.3185443,-24.50844892,5.02,FFFFFFFF
70.02852595,-24.48241131,5.56,FFFFFFFF
172.4110327,-24.46405831,5.77,FFFFFFFF
75.97189741,-24.38805735,5.61,FFFFFFFF
270.9685186,-24.36072589,5.89,FFFFFFFF
121.886259,-24.30443677,2.83,FFFFFFFF
259.5029865,-24.28688289,5.14,FFFFFFFF
151.0875696,-24.28559599,5.70,FFFFFFFF
270.7129078,-24.28242475,5.37,FFFFFFFF
222.3281598,-24.25146951,5.68,FFFFFFFF
103.5331452,-24.18422296,3.89,FFFFFFFF
261.5925724,-24.17502346,4.16,FFFFFFFF
245.1590976,-24.16928427,4.55,FFFFFFFF
12.3079102,-24.13652681,5.90,FFFFFFFF
49.89542972,-24.1228468,5.63,FFFFFFFF
126.2656574,-24.04626227,5.32,FFFFFFFF
278.4728657,-24.03226534,5.49,FFFFFFFF
59.98115045,-24.01625677,4.62,FFFFFFFF
13.16917061,-24.00592567,5.47,FFFFFFFF
338.9014968,-23.99107868,5.97,FFFFFFFF
238.4828004,-23.97803598,5.41,FFFFFFFF
262.8539619,-23.96258036,4.78,FFFFFFFF
291.3736312,-23.96242415,5.45,FFFFFFFF
145.5611314,-23.91620867,4.93,FFFFFFFF
56.91508473,-23.87479582,5.24,FFFFFFFF
44.34875521,-23.8620767,5.44,FFFFFFFF
106.8441212,-23.84073435,5.75,FFFFFFFF
105.7561399,-23.83330131,3.02,FFFFFFFF
235.0704389,-23.81805841,4.97,FFFFFFFF
35.6350873,-23.81631542,5.19,FFFFFFFF
269.9481531,-23.81601126,4.74,FFFFFFFF
7.59446346,-23.78771429,5.17,FFFFFFFF
158.5037131,-23.74521609,5.08,FFFFFFFF
346.6700303,-23.7431168,4.48,FFFFFFFF
272.9305333,-23.70116777,4.96,FFFFFFFF
187.5727578,-23.69642033,5.63,FFFFFFFF
242.1821966,-23.68535317,5.86,FFFFFFFF
50.35010618,-23.63508924,5.50,FFFFFFFF
45.59830468,-23.62433613,4.08,FFFFFFFF
241.5266009,-23.60624433,5.90,FFFFFFFF
44.52369967,-23.60613828,5.82,FFFFFFFF
182.7661714,-23.60237239,5.45,FFFFFFFF
145.3209415,-23.59152139,4.76,FFFFFFFF
279.6279811,-23.5048456,5.78,FFFFFFFF
113.5778075,-23.47366319,5.06,FFFFFFFF
246.3963381,-23.44711764,4.57,FFFFFFFF
295.0297789,-23.42905463,5.97,FFFFFFFF
97.96403433,-23.41843727,4.34,FFFFFFFF
188.5968086,-23.39662306,2.65,FFFFFFFF
109.153487,-23.31560155,4.83,FFFFFFFF
119.7738436,-23.31040264,5.09,FFFFFFFF
325.5026621,-23.26262557,5.24,FFFFFFFF
56.71245432,-23.248438,4.22,FFFFFFFF
284.0028034,-23.17371793,5.91,FFFFFFFF
199.7302224,-23.17141246,2.99,FFFFFFFF
126.2299855,-23.15381698,5.67,FFFFFFFF
221.528135,-23.15286204,5.80,FFFFFFFF
