object_id,object_category,object_type,dec,ra,proper_names,bayer_designation,flamsteed_designation,hipparcos_number,hd_number,messier_number,caldwell_number,ngc_number,ic_number,constellations_abbreviations,mag,bv,distance,colour
105217,Star,Unknown,-67.65156354,320.0408207,,,,105336,,,,,,Pav,10.9,1.45,,
105218,Star,Unknown,79.7673575,320.0463712,,,,105337,,,,,,Cep,9.11,1.343,,
105219,Star,Unknown,-35.86585889,320.0488514,,,,105338,,,,,,Mic,9.76,0.768,,
105220,Star,Unknown,61.12705639,320.0519708,,,,105339,,,,,,Cep,9.54,0.21,,
105221,Star,Unknown,-31.99285671,320.0555828,,,,105340,,,,,,Mic,9.02,0.35,,
105222,Star,Unknown,-19.85228602,320.0575881,,,,105341,,,,,,Cap,9.09,1.34,,
105223,Star,Unknown,60.63087233,320.0583916,,,,105342,,,,,,Cep,7.37,1.6,,
105224,Star,Unknown,22.02618589,320.0586383,,,,105344,,,,,,Vul,6.29,-0.106,,
105225,Star,Unknown,54.18389659,320.0589857,,,,105343,,,,,,Cyg,7.97,0.116,,
105226,Star,Unknown,36.80674848,320.0610773,,,,105345,,,,,,Cyg,8.27,1.748,,
105227,Star,Unknown,36.31072379,320.0623824,,,,105346,,,,,,Cyg,8.83,0.166,,
105228,Star,Unknown,-55.79100291,320.0692175,,,,105347,,,,,,Ind,8.29,1.812,,
105229,Star,Unknown,6.5431588,320.0734013,,,,105348,,,,,,Equ,8.73,0.286,,
105230,Star,Unknown,-1.50497961,320.0781143,,,,105349,,,,,,Aqr,8.07,0.87,,
105231,Star,Unknown,16.81154542,320.0833814,,,,105350,,,,,,Peg,7.55,0.46,,
105232,Star,Unknown,-36.78829875,320.0842807,,,,105351,,,,,,Mic,8.87,0.364,,
105233,Star,Unknown,33.48543251,320.0856005,,,,105352,,,,,,Cyg,6.93,0.027,,
105234,Star,Unknown,-47.29819903,320.0909667,,,,105353,,,,,,Ind,8.95,0.415,,
105235,Star,Unknown,-40.46556104,320.0909999,,,,105354,,,,,,Mic,7.87,0.445,,
105236,Star,Unknown,19.22088928,320.0937858,,,,105355,,,,,,Peg,8.27,0.189,,
105237,Star,Unknown,-29.93536889,320.1043746,,,,105356,,,,,,Mic,8.91,0.527,,
105238,Star,Unknown,60.68722578,320.1059579,,,,105357,,,,,,Cep,6.73,0.504,,
105239,Star,Unknown,-59.22416385,320.1076921,,,,105358,,,,,,Ind,8.53,0.413,,
105240,Star,Unknown,-2.06196458,320.1076214,,,,105359,,,,,,Aqr,8.51,0.712,,
105241,Star,Unknown,12.14152682,320.1106001,,,,105360,,,,,,Equ,7.58,0.336,,
105242,Star,Unknown,47.87599782,320.1121915,,,,105361,,,,,,Cyg,8.89,0.043,,
105243,Star,Unknown,-47.53540349,320.1134095,,,,105362,,,,,,Ind,9.6,0.674,,
105244,Star,Unknown,61.12023188,320.1160626,,,,105363,,,,,,Cep,8.65,0.05,,
105245,Star,Unknown,9.28918732,320.1263909,,,,105364,,,,,,Equ,9.92,0.999,,
105246,Star,Unknown,11.6001335,320.1276452,,,,105365,,,,,,Equ,9.26,0.413,,
105247,Star,Unknown,1.23481876,320.1319376,,,,105366,,,,,,Aqr,7.97,1.011,,
105248,Star,Unknown,-43.5767688,320.1328271,,,,105367,,,,,,Mic,8.5,0.09,,
105249,Star,Unknown,-23.6075528,320.1356591,,,,105368,,,,,,Cap,10.56,1.024,,
105250,Star,Unknown,45.46750371,320.1370837,,,,105369,,,,,,Cyg,9.1,0.987,,
105251,Star,Unknown,60.7564055,320.1393649,,,,105370,,,,,,Cep,6.11,1.005,,
105252,Star,Unknown,13.1669413,320.1397873,,,,105371,,,,,,Peg,8.07,0.601,,
105253,Star,Unknown,62.52705446,320.1433547,,,,105372,,,,,,Cep,8.15,0.48,,
105254,Star,Unknown,28.83306995,320.1487201,,,,105373,,,,,,Cyg,7.54,0.533,,
105255,Star,Unknown,30.13136393,320.15272,,,,105374,,,,,,Cyg,8.24,1.118,,
105256,Star,Unknown,8.2116583,320.1554536,,,,105375,,,,,,Equ,7.87,0.246,,
105257,Star,Unknown,26.25013123,320.15894,,,,105376,,,,,,Vul,7.34,1.519,,
105258,Star,Unknown,-26.66583261,320.1598107,,,,105377,,,,,,Cap,8.9,0.546,,
105259,Star,Unknown,-57.84876268,320.161423,,,,105378,,,,,,Ind,7.8,0.283,,
105260,Star,Unknown,-22.38684145,320.1747325,,,,105379,,,,,,Cap,7.85,0.942,,
105261,Star,Unknown,67.22088665,320.1882369,,,,105380,,,,,,Cep,7.64,0.018,,
105262,Star,Unknown,-40.8094656,320.1901762,,tet01 Mic,,105382,,,,,,Mic,4.8,0.029,,
105263,Star,Unknown,53.37822667,320.1901889,,,,105381,,,,,,Cyg,8.92,0.1,,
105264,Star,Unknown,18.83704505,320.1908747,,,,105383,,,,,,Peg,8.35,0.306,,
105265,Star,Unknown,-38.78144138,320.1941397,,,,105384,,,,,,Mic,7.84,0.687,,
105266,Star,Unknown,-12.88619608,320.1952826,,,,105385,,,,,,Aqr,7.75,1.202,,
105267,Star,Unknown,-59.79153383,320.2038688,,,,105386,,,,,,Pav,8.96,0.677,,
105268,Star,Unknown,-11.34957863,320.2047956,,,,105387,,,,,,Aqr,8.07,1.05,,
105269,Star,Unknown,-53.03420676,320.2081514,,,,105388,,,,,,Ind,8.65,0.69,,
105270,Star,Unknown,32.45222085,320.2085539,,,,105390,,,,,,Cyg,6.45,0.802,,
105271,Star,Unknown,-9.15168355,320.2085828,,,,105389,,,,,,Aqr,7.45,1.587,,
105272,Star,Unknown,-45.81087706,320.211924,,,,105391,,,,,,Ind,7.46,0.614,,
105273,Star,Unknown,-37.07804299,320.2158078,,,,105392,,,,,,Mic,9.84,0.717,,
105274,Star,Unknown,-51.0446016,320.2167759,,,,105393,,,,,,Ind,10.63,0.808,,
105275,Star,Unknown,-36.65668417,320.2184836,,,,105394,,,,,,Mic,9.07,0.3,,
105276,Star,Unknown,-30.95529196,320.2212004,,,,105395,,,,,,Mic,7.61,0.914,,
105277,Star,Unknown,-26.61526316,320.2215212,,,,105396,,,,,,Cap,8.56,0.579,,
105278,Star,Unknown,41.44206945,320.2237825,,,,105397,,,,,,Cyg,7.65,0.713,,
105279,Star,Unknown,40.03190872,320.2309557,,,,105398,,,,,,Cyg,7.81,1.527,,
105280,Star,Unknown,3.11825545,320.2324108,,,,105399,,,,,,Equ,7.75,,,
105281,Star,Unknown,-30.90603722,320.2370181,,,,105400,,,,,,Mic,8.02,1.553,,
105282,Star,Unknown,-67.11925249,320.2401506,,,,105401,,,,,,Pav,8.98,1.56,,
105283,Star,Unknown,-32.02341614,320.2433877,,,,105402,,,,,,Mic,8.92,0.957,,
105284,Star,Unknown,-51.83991763,320.2448764,,,,105403,,,,,,Ind,8.34,1.464,,
105285,Star,Unknown,-52.47780539,320.2491868,,,,105404,,,,,,Ind,8.89,0.854,,
105286,Star,Unknown,-62.34948711,320.2513267,,,,105405,,,,,,Pav,8.51,1.06,,
105287,Star,Unknown,-21.45028513,320.2559454,,,,105407,,,,,,Cap,9.29,1.469,,
105288,Star,Unknown,40.34506651,320.2559333,,,,105406,,,,,,Cyg,6.39,0.533,,
105289,Star,Unknown,-46.85263868,320.2596346,,,,105408,,,,,,Ind,8.89,0.627,,
105290,Star,Unknown,0.6743995,320.2611446,,,,105409,,,,,,Aqr,8.02,0.488,,
105291,Star,Unknown,-20.82122367,320.2631307,,,,105410,,,,,,Cap,7.21,0.391,,
105292,Star,Unknown,23.85596652,320.2683096,,,34 Vul,105411,,,,,,Peg,5.58,1.057,,
105293,Star,Unknown,-4.56012531,320.2679929,,,16 Aqr,105412,,,,,,Aqr,5.87,0.912,,
105294,Star,Unknown,7.35450264,320.2701034,,,9 Equ,105413,,,,,,Equ,5.81,1.663,,
105295,Star,Unknown,46.35291156,320.270147,,,,105414,,,,,,Cyg,8.11,1.094,,
105296,Star,Unknown,56.54170842,320.2724316,,,,105415,,,,,,Cep,7.6,0.076,,
105297,Star,Unknown,14.00670906,320.2827634,,,,105416,,,,,,Peg,9.69,0.549,,
105298,Star,Unknown,-26.40189621,320.2862019,,,,105417,,,,,,Cap,8.32,1.061,,
105299,Star,Unknown,-27.7307154,320.2885325,,,,105418,,,,,,Mic,8.66,0.273,,
105300,Star,Unknown,41.98028114,320.2894603,,,,105419,,,,,,Cyg,7.93,0.122,,
105301,Star,Unknown,59.05140887,320.2939385,,,,105420,,,,,,Cep,8.25,1.02,,
105302,Star,Unknown,44.81276644,320.2995304,,,,105421,,,,,,Cyg,9.66,0.2,,
105303,Star,Unknown,-50.01017474,320.3106177,,,,105422,,,,,,Ind,8.58,1.032,,
105304,Star,Unknown,54.59975302,320.3112585,,,,105423,,,,,,Cyg,8.19,0.302,,
105305,Star,Unknown,-8.2669063,320.3172583,,,,105424,,,,,,Aqr,8,0.564,,
105306,Star,Unknown,-49.93824824,320.3191693,,,,105425,,,,,,Ind,6.4,1.327,,
105307,Star,Unknown,-77.26081489,320.324868,,,,105426,,,,,,Oct,8.99,0.411,,
105308,Star,Unknown,-41.35492775,320.3321983,,,,105427,,,,,,Mic,8.1,1.65,,
105309,Star,Unknown,60.6993151,320.3337113,,,,105429,,,,,,Cep,8.77,0.3,,
105310,Star,Unknown,46.72982843,320.3352762,,,,105430,,,,,,Cyg,6.73,0.176,,
105311,Star,Unknown,-84.30985405,320.3381174,,,,105428,,,,,,Oct,7.5,0.387,,
105312,Star,Unknown,10.33227883,320.3399356,,,,105431,,,,,,Equ,6.72,0.535,,
105313,Star,Unknown,32.61273332,320.3414096,,,,105432,,,,,,Cyg,6.05,0.062,,
105314,Star,Unknown,2.97415123,320.3424205,,,,105433,,,,,,Equ,7.09,0.966,,
105315,Star,Unknown,-38.17464339,320.3437983,,,,105434,,,,,,Mic,8.47,0.458,,
105316,Star,Unknown,22.88932769,320.3453355,,,,105435,,,,,,Peg,7.34,0.231,,
105317,Star,Unknown,-19.52778314,320.3470464,,,,105436,,,,,,Cap,8.92,-0.03,,
105318,Star,Unknown,35.73628054,320.3483018,,,,105437,,,,,,Cyg,8.76,0.064,,
105319,Star,Unknown,2.88737977,320.3487339,,,,105438,,,,,,Equ,7.41,1.093,,
105320,Star,Unknown,-51.75261743,320.3483079,,,,105439,,,,,,Ind,6.75,0.654,,
105321,Star,Unknown,65.57233574,320.3497017,,,,105440,,,,,,Cep,10.39,0.02,,
105322,Star,Unknown,-66.91593723,320.3520571,,,,105441,,,,,,Pav,8.97,1.01,,
105323,Star,Unknown,-69.40385448,320.3519405,,,,105442,,,,,,Pav,8.68,0.463,,
105324,Star,Unknown,21.31671112,320.364782,,,,105444,,,,,,Peg,7.88,1.253,,
105325,Star,Unknown,69.71090941,320.3650751,,,,105443,,,,,,Cep,8.41,0.915,,
105326,Star,Unknown,-66.6667701,320.366691,,,,105445,,,,,,Pav,7.93,0.1,,
105327,Star,Unknown,-24.70727783,320.3704678,,,,105446,,,,,,Cap,8.56,0.402,,
105328,Star,Unknown,48.16741981,320.3715005,,,,105447,,,,,,Cyg,7.18,1.52,,
105329,Star,Unknown,41.89943128,320.373077,,,,105448,,,,,,Cyg,8.96,0.051,,
105330,Star,Unknown,-64.06867248,320.3748438,,,,105449,,,,,,Pav,9.12,0.358,,
105331,Star,Unknown,-53.35079873,320.3754903,,,,105450,,,,,,Ind,8.52,0.328,,
105332,Star,Unknown,-11.45836098,320.3761148,,,,105451,,,,,,Aqr,7.8,0.424,,
105333,Star,Unknown,-42.95149305,320.3777601,,,,105452,,,,,,Mic,8.05,1.318,,
105334,Star,Unknown,40.97501459,320.3850454,,,,105453,,,,,,Cyg,8.64,0.109,,
105335,Star,Unknown,27.00584115,320.3908408,,,,105454,,,,,,Vul,9.38,0.65,,
105336,Star,Unknown,28.56467985,320.3932975,,,,105455,,,,,,Vul;Cyg,8.34,0.74,,
105337,Star,Unknown,33.89669181,320.3985849,,,,105456,,,,,,Cyg,9.92,1.06,,
105338,Star,Unknown,6.20560938,320.4125234,,,,105457,,,,,,Equ,10.08,0.612,,
105339,Star,Unknown,-46.12225335,320.4151939,,,,105458,,,,,,Ind,9.12,1.15,,
105340,Star,Unknown,50.83779521,320.4154826,,,,105459,,,,,,Cyg,8.09,-0.01,,
105341,Star,Unknown,-4.48666264,320.4155974,,,,105460,,,,,,Aqr,7.76,1.315,,
105342,Star,Unknown,-49.87627809,320.4198389,,,,105461,,,,,,Ind,9.18,0.681,,
105343,Star,Unknown,-35.75433531,320.4225968,,,,105462,,,,,,Mic,9.55,0.591,,
105344,Star,Unknown,64.36458739,320.4313275,,,,105463,,,,,,Cep,7.36,1.363,,
105345,Star,Unknown,-30.14869974,320.4328364,,,,105464,,,,,,Mic,8.89,1.495,,
105346,Star,Unknown,-18.7354543,320.4338904,,,,105465,,,,,,Cap,7.97,0.669,,
105347,Star,Unknown,3.07793736,320.4363877,,,,105466,,,,,,Equ,7.53,0.932,,
105348,Star,Unknown,43.14393722,320.4408146,,,,105467,,,,,,Cyg,8.12,0.068,,
105349,Star,Unknown,-64.40965615,320.4415407,,,,105468,,,,,,Pav,7.7,1.668,,
105350,Star,Unknown,-3.19937028,320.4437484,,,,105469,,,,,,Aqr,8.42,1.157,,
105351,Star,Unknown,-43.40030325,320.4442688,,,,105470,,,,,,Mic,8,1.624,,
105352,Star,Unknown,30.7848048,320.4467567,,,,105471,,,,,,Cyg,8.45,1.614,,
105353,Star,Unknown,2.02733228,320.4482977,,,,105472,,,,,,Aqr,7.47,0.462,,
105354,Star,Unknown,-36.41724138,320.4499139,,,,105473,,,,,,Mic,9.12,0.904,,
105355,Star,Unknown,-15.97713573,320.4503631,,,,105474,,,,,,Cap,8.5,1.751,,
105356,Star,Unknown,2.03326786,320.4504499,,,,105475,,,,,,Aqr,9.35,0.139,,
105357,Star,Unknown,-29.16607122,320.4545857,,,,105476,,,,,,Mic,6.53,1.37,,
105358,Star,Unknown,-48.79661795,320.456421,,,,105477,,,,,,Ind,8.33,0.491,,
105359,Star,Unknown,1.36161806,320.4596668,,,,105478,,,,,,Aqr,6.79,0.366,,
105360,Star,Unknown,-61.13143089,320.4607123,,,,105479,,,,,,Pav,8.95,1.125,,
105361,Star,Unknown,-73.85545374,320.4613703,,,,105480,,,,,,Pav,8.47,0.382,,
105362,Star,Unknown,-16.27386014,320.4628366,,,,105481,,,,,,Cap,7.45,0.613,,
105363,Star,Unknown,24.67239308,320.4678898,,,,105482,,,,,,Vul,8.27,0.226,,
105364,Star,Unknown,-4.17429601,320.4736682,,,,105483,,,,,,Aqr,8.03,0.762,,
105365,Star,Unknown,25.81531158,320.4778806,,,,105484,,,,,,Vul,8.18,0.227,,
105366,Star,Unknown,37.45920083,320.4780195,,,,105485,,,,,,Cyg,11.82,,,
105367,Star,Unknown,-7.5210088,320.4829412,,,,105486,,,,,,Aqr,8.27,1.061,,
105368,Star,Unknown,23.82178759,320.4897983,,,,105487,,,,,,Peg,10.26,0.455,,
105369,Star,Unknown,27.45288595,320.4906066,,,,105488,,,,,,Vul,10.51,0.53,,
105370,Star,Unknown,23.82518919,320.4912191,,,,105489,,,,,,Peg,8.85,0.276,,
105371,Star,Unknown,72.05919831,320.4930788,,,,105490,,,,,,Cep,7.09,0.107,,
105372,Star,Unknown,-9.3279703,320.4944038,,,,105491,,,,,,Aqr,6.81,1.194,,
105373,Star,Unknown,18.10810903,320.4947934,,,,105492,,,,,,Peg,8.79,0.99,,
105374,Star,Unknown,17.21046831,320.4962517,,,,105493,,,,,,Peg,7.56,1.48,,
105375,Star,Unknown,-50.18309297,320.4986926,,,,105494,,,,,,Ind,7.51,0.921,,
105376,Star,Unknown,-37.55440859,320.5000701,,,,105495,,,,,,Mic,9.03,0.403,,
105377,Star,Unknown,49.3888481,320.5017432,,,,105497,,,,,,Cyg,5.68,1.1,,
105378,Star,Unknown,31.10121517,320.50277,,,,105496,,,,,,Cyg,10.67,1.21,,
105379,Star,Unknown,-15.15920634,320.5034278,,,,105498,,,,,,Cap,10.46,1.5,,
105380,Star,Unknown,82.97917233,320.5051533,,,,105499,,,,,,Cep,8.12,0.136,,
105381,Star,Unknown,4.3456138,320.5071545,,,,105500,,,,,,Equ,6.69,1.1,,
105382,Star,Unknown,-51.87547913,320.5183395,,,,105501,,,,,,Ind,7.17,0.185,,
105383,Star,Unknown,19.80450799,320.5216649,,,1 Peg,105502,,,,,,Peg,4.08,1.108,,
105384,Star,Unknown,8.78467762,320.5307364,,,,105503,,,,,,Equ,9.72,0.939,,
105385,Star,Unknown,-10.51331354,320.5324233,,,,105504,,,,,,Aqr,10.21,1.255,,
105386,Star,Unknown,-38.29741236,320.5338252,,,,105505,,,,,,Mic,10.11,0.499,,
105387,Star,Unknown,57.33472399,320.5354607,,,,105507,,,,,,Cep,8.06,1.399,,
105388,Star,Unknown,-51.35522884,320.5361168,,,,105506,,,,,,Ind,9.76,1.022,,
105389,Star,Unknown,56.68030425,320.5393239,,,,105508,,,,,,Cep,9.15,0.172,,
105390,Star,Unknown,-68.64182909,320.5497862,,,,105509,,,,,,Pav,8.35,1.315,,
105391,Star,Unknown,25.0067421,320.5493291,,,,105510,,,,,,Vul,9.24,0.829,,
105392,Star,Unknown,-83.20971048,320.5524205,,,,105511,,,,,,Oct,7.19,0.339,,
105393,Star,Unknown,4.48857245,320.5538818,,,,105512,,,,,,Equ,7.67,0.168,,
105394,Star,Unknown,66.00278701,320.5540704,,,,105513,,,,,,Cep,9.5,0.207,,
105395,Star,Unknown,-80.11396312,320.5620861,,,,105514,,,,,,Oct,7.65,0.834,,
105396,Star,Unknown,-16.83454243,320.5616509,,iot Cap,32 Cap,105515,,,,,,Cap,4.28,0.888,,
105397,Star,Unknown,20.01595506,320.5670605,,,,105517,,,,,,Peg,8.7,0.435,,
105398,Star,Unknown,-71.57131776,320.5676231,,,,105518,,,,,,Pav,7.1,1.617,,
105399,Star,Unknown,-14.91960534,320.5685751,,,,105519,,,,,,Cap,8.27,0.477,,
105400,Star,Unknown,29.25017029,320.5768689,,,,105520,,,,,,Cyg,8.95,0.174,,
105401,Star,Unknown,5.02359742,320.5786414,,,,105521,,,,,,Equ,8.23,0.663,,
105402,Star,Unknown,57.56523108,320.5854353,,,,105522,,,,,,Cep,8.1,0.56,,
105403,Star,Unknown,-65.82164896,320.5855699,,,,105523,,,,,,Pav,10.48,0.432,,
105404,Star,Unknown,56.41619639,320.5856635,,,,105524,,,,,,Cep,9.54,0.298,,
105405,Star,Unknown,-54.87095665,320.5874627,,,,105525,,,,,,Ind,9.7,0.875,,
105406,Star,Unknown,77.09025869,320.5886323,,,,105526,,,,,,Cep,6.56,0.088,,
105407,Star,Unknown,-59.86391276,320.596343,,,,105527,,,,,,Pav,7.57,1.19,,
105408,Star,Unknown,25.05006868,320.6002191,,,,105528,,,,,,Vul,8.76,0.936,,
105409,Star,Unknown,-25.16417402,320.6004841,,,,105529,,,,,,Cap,9.26,0.316,,
105410,Star,Unknown,37.16477291,320.6032614,,,,105530,,,,,,Cyg,7.64,0.385,,
105411,Star,Unknown,52.29833273,320.6083176,,,,105531,,,,,,Cyg,8.69,0.04,,
105412,Star,Unknown,-85.54066534,320.6095588,,,,105532,,,,,,Oct,8.21,0.372,,
105413,Star,Unknown,10.87376091,320.6108359,,,,105533,,,,,,Equ,9.91,1.495,,
105414,Star,Unknown,-3.13013248,320.6114053,,,,105534,,,,,,Aqr,6.67,0.384,,
105415,Star,Unknown,52.30468957,320.6170297,,,,105535,,,,,,Cyg,8.92,0.13,,
105416,Star,Unknown,3.7533043,320.6185833,,,,105536,,,,,,Equ,7.87,1.047,,
105417,Star,Unknown,33.86105439,320.6185922,,,,105537,,,,,,Cyg,8.55,0.116,,
105418,Star,Unknown,8.45444625,320.6193419,,,,105538,,,,,,Equ,8.57,1.176,,
105419,Star,Unknown,42.39623841,320.6196169,,,,105539,,,,,,Cyg,9.19,2.6,,
105420,Star,Unknown,49.49139997,320.620674,,,,105540,,,,,,Cyg,6.85,0.029,,
105421,Star,Unknown,-44.14540958,320.6285713,,,,105541,,,,,,Mic,8.63,0.682,,
105422,Star,Unknown,12.63070008,320.6330541,,,,105542,,,,,,Equ,10.4,0.699,,
105423,Star,Unknown,38.76147139,320.639088,,,,105543,,,,,,Cyg,8.45,0.396,,
105424,Star,Unknown,7.79474787,320.6398655,,,,105544,,,,,,Equ,7.77,0.959,,
105425,Star,Unknown,56.5132158,320.644878,,,,105545,,,,,,Cep,9.36,0.39,,
105426,Star,Unknown,-17.51658739,320.6468136,,,,105546,,,,,,Cap,9.62,0.841,,
105427,Star,Unknown,-55.78366321,320.6492901,,,,105547,,,,,,Ind,7.45,0.456,,
105428,Star,Unknown,2.91851145,320.6497344,,,,105548,,,,,,Equ,6.53,0.651,,
105429,Star,Unknown,-1.02016426,320.6542456,,,,105549,,,,,,Aqr,8.32,0.311,,
105430,Star,Unknown,-5.63331568,320.6542315,,,,105550,,,,,,Aqr,6.93,1.583,,
105431,Star,Unknown,13.47910131,320.6549033,,,,105551,,,,,,Peg,9.54,1.091,,
105432,Star,Unknown,16.55625348,320.6566502,,,,105552,,,,,,Peg,8.76,1.484,,
105433,Star,Unknown,-38.20552515,320.664242,,,,105553,,,,,,Mic,9.95,0.393,,
105434,Star,Unknown,-56.16877509,320.6690627,,,,105554,,,,,,Ind,8.65,1.484,,
105435,Star,Unknown,47.61620614,320.6741999,,,,105555,,,,,,Cyg,8.55,0.17,,
105436,Star,Unknown,-55.47098124,320.6744823,,,,105556,,,,,,Ind,10.43,0.729,,
105437,Star,Unknown,76.55505763,320.6736549,,,,105557,,,,,,Cep,6.85,0.64,,
105438,Star,Unknown,30.30988234,320.675242,,,,105558,,,,,,Cyg,6.07,1.079,,
105439,Star,Unknown,54.23065641,320.6793305,,,,105559,,,,,,Cyg,7.88,0.024,,
105440,Star,Unknown,-48.45740574,320.6886797,,,,105560,,,,,,Ind,6.95,1.22,,
105441,Star,Unknown,38.63427482,320.6951432,,,,105561,,,,,,Cyg,6.63,0.028,,
105442,Star,Unknown,40.93255076,320.7025164,,,,105562,,,,,,Cyg,7.12,1.191,,
105443,Star,Unknown,-3.54660703,320.7059663,,,,105563,,,,,,Aqr,7.91,1.056,,
105444,Star,Unknown,19.08051651,320.7110496,,,,105564,,,,,,Peg,8.33,0.962,,
105445,Star,Unknown,40.69724356,320.7131204,,,,105565,,,,,,Cyg,7.53,0.045,,
105446,Star,Unknown,-33.66822423,320.7132227,,,,105566,,,,,,Mic,8.29,0.974,,
105447,Star,Unknown,-57.76775627,320.7158301,,,,105567,,,,,,Ind,7.63,0.389,,
105448,Star,Unknown,-39.1746595,320.7199938,,,,105568,,,,,,Mic,9.68,0.513,,
105449,Star,Unknown,-87.04855726,320.7268964,,,,105569,,,,,,Oct,8.87,0.746,,
105450,Star,Unknown,6.81114048,320.7233863,,bet Equ,10 Equ,105570,,,,,,Equ,5.16,0.064,,
105451,Star,Unknown,18.06193429,320.7253702,,,,105571,,,,,,Peg,7.72,0.065,,
105452,Star,Unknown,38.70851185,320.7279551,,,,105573,,,,,,Cyg,7.29,1.048,,
105453,Star,Unknown,55.65038037,320.7278763,,,,105572,,,,,,Cep,8.79,0.329,,
105454,Star,Unknown,-9.31932984,320.7343968,,,17 Aqr,105574,,,,,,Aqr,5.99,1.516,,
105455,Star,Unknown,-6.23265069,320.7467057,,,,105575,,,,,,Aqr,7.79,1.561,,
105456,Star,Unknown,-22.66904797,320.7520615,,,,105576,,,,,,Cap,5.63,1.641,,
105457,Star,Unknown,-51.9423743,320.7618045,,,,105577,,,,,,Ind,7.66,0.642,,
105458,Star,Unknown,-28.09894822,320.7631353,,,,105578,,,,,,Mic,8.66,0.317,,
105459,Star,Unknown,28.9550794,320.7708569,,,,105579,,,,,,Cyg,8.94,0.399,,
105460,Star,Unknown,-30.81194142,320.7769679,,,,105580,,,,,,Mic,7.82,0.581,,
105461,Star,Unknown,-85.63874459,320.7781017,,,,105581,,,,,,Oct,7.22,1.713,,
105462,Star,Unknown,31.72682235,320.7794146,,,,105582,,,,,,Cyg,8.99,1.67,,
105463,Star,Unknown,16.49674965,320.7826304,,,,105583,,,,,,Peg,7.62,1.52,,
105464,Star,Unknown,48.5189234,320.7845775,,,,105584,,,,,,Cyg,7.78,0.441,,
105465,Star,Unknown,-87.05230092,320.7905726,,,,105585,,,,,,Oct,8.8,0.758,,
105466,Star,Unknown,29.63930743,320.7882403,,,,105586,,,,,,Cyg,7.81,0.632,,
105467,Star,Unknown,58.98333889,320.7931633,,,,105587,,,,,,Cep,9.55,0.496,,
105468,Star,Unknown,-0.77301738,320.7934476,,,,105588,,,,,,Aqr,7.56,1.348,,
105469,Star,Unknown,-10.58825183,320.7977143,,,,105589,,,,,,Aqr,8.4,0.603,,
105470,Star,Unknown,-41.25152753,320.8036013,,,,105590,,,,,,Mic,10.15,0.596,,
105471,Star,Unknown,5.16853093,320.8063391,,,,105591,,,,,,Equ,9.02,1.16,,
105472,Star,Unknown,-29.5543428,320.8081573,,,,105592,,,,,,Mic,9.97,0.563,,
105473,Star,Unknown,-29.07378444,320.8144388,,,,105593,,,,,,Mic,9.08,0.57,,
105474,Star,Unknown,64.99956412,320.8225375,,,,105594,,,,,,Cep,7.59,-0.009,,
105475,Star,Unknown,39.34965561,320.8230375,,,,105595,,,,,,Cyg,7.34,-0.024,,
105476,Star,Unknown,29.81320174,320.8283512,,,,105596,,,,,,Cyg,7.62,1.086,,
105477,Star,Unknown,9.45327963,320.8305132,,,,105597,,,,,,Equ,7.73,0.334,,
105478,Star,Unknown,-30.26051715,320.8324651,,,,105598,,,,,,Mic,10.39,0.909,,
105479,Star,Unknown,50.66780766,320.8326668,,,,105599,,,,,,Cyg,8.3,0.951,,
105480,Star,Unknown,72.12073712,320.8334237,,,,105600,,,,,,Cep,8.35,0.727,,
105481,Star,Unknown,-34.5428848,320.8363119,,,,105601,,,,,,Mic,10.91,0.941,,
105482,Star,Unknown,-13.51341661,320.8370975,,,,105603,,,,,,Aqr,7.56,0.92,,
105483,Star,Unknown,44.51829168,320.8370965,,,,105602,,,,,,Cyg,7.17,0.184,,
105484,Star,Unknown,-19.68146695,320.8387997,,,,105604,,,,,,Cap,8.83,0.484,,
105485,Star,Unknown,66.95403466,320.8405874,,,,105605,,,,,,Cep,9.99,0.377,,
105486,Star,Unknown,-41.55251374,320.8440236,,,,105606,,,,,,Mic,7.61,0.741,,
105487,Star,Unknown,37.40654464,320.845947,,,,105607,,,,,,Cyg,6.55,0.51,,
105488,Star,Unknown,2.76625168,320.8489241,,,,105608,,,,,,Equ,7.27,0.213,,
105489,Star,Unknown,-57.66959633,320.8540278,,,,105609,,,,,,Ind,8.77,1.616,,
105490,Star,Unknown,65.03404874,320.8552504,,,,105610,,,,,,Cep,7.32,-0.038,,
105491,Star,Unknown,-18.28642002,320.8562617,,,,105611,,,,,,Cap,9.2,0.334,,
105492,Star,Unknown,-75.49381845,320.8630734,,,,105612,,,,,,Oct,7.88,0.687,,
105493,Star,Unknown,31.11622379,320.8683898,,,,105613,,,,,,Cyg,7.35,1.643,,
105494,Star,Unknown,9.93192427,320.8700372,,,,105614,,,,,,Equ,8.57,-0.2,,
105495,Star,Unknown,0.84491386,320.8703021,,,,105615,,,,,,Aqr,10.45,1.125,,
105496,Star,Unknown,-32.78792495,320.8710685,,,,105616,,,,,,Mic,8.77,0.848,,
105497,Star,Unknown,50.52355508,320.8720544,,,,105617,,,,,,Cyg,8.09,0.569,,
105498,Star,Unknown,73.95417167,320.8767706,,,,105618,,,,,,Cep,9.33,0.587,,
105499,Star,Unknown,-40.25450225,320.8825193,,,,105619,,,,,,Mic,7.66,0.315,,
105500,Star,Unknown,-33.67099264,320.8857642,,,,105620,,,,,,Mic,8.99,0.695,,
