object_id,object_category,object_type,dec,ra,proper_names,bayer_designation,flamsteed_designation,hipparcos_number,hd_number,messier_number,caldwell_number,ngc_number,ic_number,constellations_abbreviations,mag,bv,distance,colour
26426,Star,Unknown,21.40325724,83.91886121,,,,26272,,,,,,Tau,7.56,0.133,,
26427,Star,Unknown,-27.62082773,83.92118129,,,,26273,,,,,,Col,8.22,0.707,,
26428,Star,Unknown,-7.37403942,83.92224323,,,,26274,,,,,,Ori,9.32,0.817,,
26429,Star,Unknown,36.90606678,83.93191173,,,,26275,,,,,,Aur,10.01,0.414,,
26430,Star,Unknown,0.73342058,83.93317367,,,,26276,,,,,,Ori,8.75,0.02,,
26431,Star,Unknown,-62.7972706,83.93402992,,,,26277,,,,,,Dor,9.33,1.119,,
26432,Star,Unknown,45.4932382,83.93480056,,,,26278,,,,,,Aur,8.54,0.119,,
26433,Star,Unknown,18.75813704,83.93567219,,,,26279,,,,,,Tau,7.63,1.757,,
26434,Star,Unknown,1.32307521,83.93965223,,,,26280,,,,,,Ori,8.52,0.934,,
26435,Star,Unknown,20.43784143,83.94017936,,,,26281,,,,,,Tau,9.41,1.42,,
26436,Star,Unknown,18.76227414,83.94348211,,,,26282,,,,,,Tau,9.61,0.644,,
26437,Star,Unknown,65.62372704,83.9462257,,,,26283,,,,,,Cam,8.98,0.196,,
26438,Star,Unknown,-25.73847789,83.94882572,,,,26284,,,,,,Lep,7.66,2.194,,
26439,Star,Unknown,-19.94678426,83.94899759,,,,26285,,,,,,Lep,7.95,1.556,,
26440,Star,Unknown,24.92298046,83.95709052,,,,26286,,,,,,Tau,9.84,0.128,,
26441,Star,Unknown,5.02880711,83.96437589,,,,26287,,,,,,Ori,7.97,0.519,,
26442,Star,Unknown,-13.24511198,83.97314509,,,,26288,,,,,,Lep,7.6,1.568,,
26443,Star,Unknown,-23.10290421,83.97357427,,,,26289,,,,,,Lep,11.26,0.8,,
26444,Star,Unknown,35.50758361,83.98008236,,,,26290,,,,,,Aur,9.04,0.513,,
26445,Star,Unknown,27.66234681,83.98124747,,,,26291,,,,,,Tau,6.27,1.529,,
26446,Star,Unknown,-30.53632372,83.98417434,,,,26292,,,,,,Col,7.62,0.909,,
26447,Star,Unknown,39.0240608,83.98418682,,,,26293,,,,,,Aur,8.92,0.644,,
26448,Star,Unknown,9.53172258,83.99272347,,,,26294,,,,,,Ori,8.65,-0.037,,
26449,Star,Unknown,24.74835893,83.99361237,,,,26295,,,,,,Tau,10.48,0.696,,
26450,Star,Unknown,77.93226098,84.00184646,,,,26296,,,,,,Cam,8.35,1.287,,
26451,Star,Unknown,63.51898789,84.00468881,,,,26297,,,,,,Cam,7.81,0.141,,
26452,Star,Unknown,19.5494099,84.01079463,,,,26298,,,,,,Tau,7.16,0.08,,
26453,Star,Unknown,26.26830491,84.01122377,,,,26299,,,,,,Tau,8.2,0.158,,
26454,Star,Unknown,-47.31374616,84.01185745,,,,26300,,,,,,Pic,6.1,1.159,,
26455,Star,Unknown,-12.33997357,84.01443646,,,,26301,,,,,,Lep,9.08,0.558,,
26456,Star,Unknown,-15.38153187,84.01620789,,,,26302,,,,,,Lep,8.98,0.505,,
26457,Star,Unknown,-16.86251577,84.0208365,,,,26303,,,,,,Lep,8.58,0.082,,
26458,Star,Unknown,-7.39647783,84.02597227,,,,26304,,,,,,Ori,7.39,-0.081,,
26459,Star,Unknown,1.82925718,84.02679768,,,,26305,,,,,,Ori,9.05,0.28,,
26460,Star,Unknown,12.43640717,84.03552707,,,,26306,,,,,,Ori,7.16,1.039,,
26461,Star,Unknown,36.24728678,84.04029893,,,,26307,,,,,,Aur,8.57,1.081,,
26462,Star,Unknown,-13.8223211,84.04072679,,,,26308,,,,,,Lep,8.64,-0.019,,
26463,Star,Unknown,-28.70801528,84.04289816,,,,26309,,,,,,Col,6.26,0.151,,
26464,Star,Unknown,44.32643168,84.04646954,,,,26310,,,,,,Aur,7.26,0.493,,
26465,Star,Unknown,-1.20191983,84.05338934,Alnilam,eps Ori,46 Ori,26311,,,,,,Ori,1.69,-0.184,,
26466,Star,Unknown,-2.25883716,84.05869519,,,,26312,,,,,,Ori,8.45,0.01,,
26467,Star,Unknown,6.64617648,84.06040574,,,,26313,,,,,,Ori,9.46,0.426,,
26468,Star,Unknown,-5.64792272,84.06261508,,,,26314,,,,,,Ori,6.56,-0.18,,
26469,Star,Unknown,47.71529016,84.06649817,,,,26315,,,,,,Aur,6.1,0.295,,
26470,Star,Unknown,44.76996581,84.07055303,,,,26316,,,,,,Aur,8.45,0.043,,
26471,Star,Unknown,-55.4107143,84.07148444,,,,26317,,,,,,Pic,9.52,0.49,,
26472,Star,Unknown,-46.02293661,84.0723567,,,,26318,,,,,,Pic,8.23,0.473,,
26473,Star,Unknown,-1.63533003,84.0743033,,,,26319,,,,,,Ori,8.01,-0.092,,
26474,Star,Unknown,39.03228742,84.0858737,,,,26320,,,,,,Aur,8.05,1.173,,
26475,Star,Unknown,-79.91431859,84.08649407,,,,26321,,,,,,Men,8.49,0.191,,
26476,Star,Unknown,34.05483706,84.08822651,,,,26322,,,,,,Aur,11.98,0.204,,
26477,Star,Unknown,-57.45799683,84.0903005,,,,26323,,,,,,Pic,7.61,1.576,,
26478,Star,Unknown,-66.29032765,84.09306989,,,,26324,,,,,,Dor,8.78,1.554,,
26479,Star,Unknown,-44.03803967,84.10192772,,,,26325,,,,,,Pic,7.89,1.087,,
26480,Star,Unknown,32.003541,84.10421006,,,,26326,,,,,,Aur,7.99,0.557,,
26481,Star,Unknown,-6.71602889,84.10596391,,,,26327,,,,,,Ori,10.34,0.689,,
26482,Star,Unknown,21.99310826,84.10992817,,,,26328,,,,,,Tau,6.88,0.501,,
26483,Star,Unknown,-9.96331821,84.11640499,,,,26329,,,,,,Ori,8.8,1.057,,
26484,Star,Unknown,25.58786561,84.11822056,,,,26330,,,,,,Tau,8.57,0.506,,
26485,Star,Unknown,3.30824259,84.12231857,,,,26331,,,,,,Ori,9.58,0.242,,
26486,Star,Unknown,25.94016588,84.12573665,,,,26332,,,,,,Tau,6.52,0.452,,
26487,Star,Unknown,42.1845925,84.12647865,,,,26333,,,,,,Aur,9.07,0.996,,
26488,Star,Unknown,-1.98381964,84.12744798,,,,26334,,,,,,Ori,7.85,-0.056,,
26489,Star,Unknown,11.32786602,84.12912754,,,,26335,,,,,,Ori,8.78,1.415,,
26490,Star,Unknown,34.17979464,84.1333193,,,,26337,,,,,,Aur,9.14,0.014,,
26491,Star,Unknown,-72.98217658,84.13341844,,,,26336,,,,,,Men,7.95,1.05,,
26492,Star,Unknown,-68.90046322,84.13489484,,,,26338,,,,,,Dor,10.31,0.358,,
26493,Star,Unknown,-51.77501446,84.13711701,,,,26340,,,,,,Pic,8.26,0.406,,
26494,Star,Unknown,-30.15893129,84.13730583,,,,26339,,,,,,Col,9.09,0.621,,
26495,Star,Unknown,12.10073248,84.13944797,,,,26341,,,,,,Ori,7.68,0.944,,
26496,Star,Unknown,29.01927242,84.14426354,,,,26342,,,,,,Aur,9.49,0.396,,
26497,Star,Unknown,-34.72267678,84.1462264,,,,26343,,,,,,Col,7.61,1.046,,
26498,Star,Unknown,54.42865852,84.14674026,,,,26344,,,,,,Aur,5.74,1.671,,
26499,Star,Unknown,-6.06475163,84.14872314,,,,26345,,,,,,Ori,5.71,-0.212,,
26500,Star,Unknown,-11.80124203,84.14994041,,,,26346,,,,,,Lep,8.79,0.53,,
26501,Star,Unknown,-48.28463894,84.15075268,,,,26347,,,,,,Pic,7.4,0.438,,
26502,Star,Unknown,-35.06120802,84.1514311,,,,26348,,,,,,Col,6.88,1.366,,
26503,Star,Unknown,-10.49893546,84.1589404,,,,26349,,,,,,Ori,7.85,0.197,,
26504,Star,Unknown,61.40705861,84.16359357,,,,26350,,,,,,Cam,8.02,0.9,,
26505,Star,Unknown,27.91175326,84.1658324,,,,26351,,,,,,Tau,8.22,0.334,,
26506,Star,Unknown,-74.71595001,84.16921288,,,,26352,,,,,,Men,7.93,0.946,,
26507,Star,Unknown,2.68650342,84.17435766,,,,26353,,,,,,Ori,8.84,0.386,,
26508,Star,Unknown,34.2016496,84.17626451,,,,26354,,,,,,Aur,9.03,0.052,,
26509,Star,Unknown,-24.70330711,84.18355933,,,,26355,,,,,,Lep,8.34,0.018,,
26510,Star,Unknown,11.83568571,84.18789605,,,,26356,,,,,,Ori,8.26,-0.028,,
26511,Star,Unknown,-52.78739126,84.18805466,,,,26357,,,,,,Pic,8.76,0.071,,
26512,Star,Unknown,63.50845868,84.20287159,,,,26358,,,,,,Cam,8.51,1.039,,
26513,Star,Unknown,15.61840251,84.20521238,,,,26359,,,,,,Tau,7.72,1.043,,
26514,Star,Unknown,37.81479487,84.20542276,,,,26360,,,,,,Aur,9,0.701,,
26515,Star,Unknown,71.06008294,84.21148426,,,,26361,,,,,,Cam,8.53,0.263,,
26516,Star,Unknown,79.91161141,84.21354948,,,,26362,,,,,,Cam,9.28,1.08,,
26517,Star,Unknown,40.18237527,84.21839993,,,,26363,,,,,,Aur,6.08,1.032,,
26518,Star,Unknown,38.34226012,84.22179887,,,,26364,,,,,,Aur,7.65,1.477,,
26519,Star,Unknown,23.17348986,84.22621336,,,,26365,,,,,,Tau,9.59,0.149,,
26520,Star,Unknown,9.29067267,84.22661625,,phi02 Ori,40 Ori,26366,,,,,,Ori,4.09,0.951,,
26521,Star,Unknown,-56.18777427,84.22832975,,,,26367,,,,,,Pic,8.26,1.558,,
26522,Star,Unknown,-66.56028737,84.22907776,,,29 Dor,26368,,,,,,Dor,6.28,-0.052,,
26523,Star,Unknown,-33.83963154,84.22924488,,,,26370,,,,,,Col,8.49,1.051,,
26524,Star,Unknown,-47.96333,84.22947391,,,,26369,,,,,,Pic,9.84,1.171,,
26525,Star,Unknown,61.2325271,84.22958637,,,,26371,,,,,,Cam,7.98,1.052,,
26526,Star,Unknown,74.31924912,84.23191762,,,,26372,,,,,,Cam,7.01,0.353,,
26527,Star,Unknown,-47.96468737,84.23689411,,,,26373,,,,,,Pic,7.95,0.845,,
26528,Star,Unknown,31.3167969,84.24055994,,,,26374,,,,,,Aur,10.14,0.6,,
26529,Star,Unknown,-19.92792387,84.24880846,,,,26375,,,,,,Lep,8.65,0.061,,
26530,Star,Unknown,-19.85832416,84.25079698,,,,26376,,,,,,Lep,8.49,0.306,,
26531,Star,Unknown,12.47485691,84.25121694,,,,26377,,,,,,Ori,8.45,0.225,,
26532,Star,Unknown,-51.9488176,84.25487396,,,,26379,,,,,,Pic,8.66,0.417,,
26533,Star,Unknown,-59.49664055,84.25516695,,,,26378,,,,,,Pic,8.87,1.008,,
26534,Star,Unknown,-73.69934281,84.25840392,Bubup,,,26380,,,,,,Men,6.69,0.584,,
26535,Star,Unknown,20.73078783,84.26035989,,,,26381,,,,,,Tau,7.68,0.667,,
26536,Star,Unknown,17.04032437,84.26556585,,,122 Tau,26382,,,,,,Tau,5.53,0.237,,
26537,Star,Unknown,52.52342318,84.26670937,,,,26384,,,,,,Aur,10.15,1.122,,
26538,Star,Unknown,-83.29135722,84.26680923,,,,26383,,,,,,Men,8.59,0.56,,
26539,Star,Unknown,37.04513845,84.26774567,,,,26385,,,,,,Aur,8.15,0.702,,
26540,Star,Unknown,11.03500456,84.26826049,,,,26386,,,,,,Ori,5.97,1.592,,
26541,Star,Unknown,-33.81975037,84.26930348,,,,26388,,,,,,Col,8.5,1.066,,
26542,Star,Unknown,20.35944915,84.26960817,,,,26387,,,,,,Tau,9.3,0.487,,
26543,Star,Unknown,-11.71751842,84.2726446,,,,26390,,,,,,Lep,9.73,0.5,,
26544,Star,Unknown,22.11691774,84.27268398,,,,26389,,,,,,Tau,8.87,0.103,,
26545,Star,Unknown,60.61028846,84.27983083,,,,26391,,,,,,Cam,8.29,0.058,,
26546,Star,Unknown,41.82825714,84.27997987,,,,26392,,,,,,Aur,7.09,0.569,,
26547,Star,Unknown,-50.40871717,84.28469316,,,,26393,,,,,,Pic,7.95,0.927,,
26548,Star,Unknown,-11.77551545,84.28655172,,,,26395,,,,,,Lep,6.1,0.051,,
26549,Star,Unknown,-80.46912192,84.29121542,,pi Men,,26394,,,,,,Men,5.65,0.6,,
26550,Star,Unknown,26.9244731,84.28685582,,,,26396,,,,,,Tau,5.83,-0.075,,
26551,Star,Unknown,34.81195735,84.28747077,,,,26397,,,,,,Aur,8.1,0.034,,
26552,Star,Unknown,-22.83527899,84.28942926,,,,26398,,,,,,Lep,8.62,0.925,,
26553,Star,Unknown,49.79854475,84.29561442,,,,26399,,,,,,Aur,8.6,1.296,,
26554,Star,Unknown,-26.39894771,84.29567664,,,,26400,,,,,,Lep,11.34,0.722,,
26555,Star,Unknown,-42.71546825,84.30383655,,,,26401,,,,,,Col,9.3,0.727,,
26556,Star,Unknown,-6.58349436,84.3052609,,,,26403,,,,,,Ori,10.1,0.276,,
26557,Star,Unknown,4.76859782,84.3055299,,,,26402,,,,,,Ori,7.74,0.013,,
26558,Star,Unknown,-24.40214094,84.30686432,,,,26404,,,,,,Lep,7.68,0.448,,
26559,Star,Unknown,-1.66772369,84.31051633,,,,26405,,,,,,Ori,7.89,-0.102,,
26560,Star,Unknown,-11.40044186,84.31224195,,,,26406,,,,,,Lep,9.18,0.075,,
26561,Star,Unknown,83.8614383,84.312793,,,,26407,,,,,,Cam,7.14,-0.001,,
26562,Star,Unknown,64.1546897,84.31278966,,,19 Cam,26408,,,,,,Cam,6.15,0.006,,
26563,Star,Unknown,39.00315028,84.31417144,,,,26409,,,,,,Aur,8.79,0.29,,
26564,Star,Unknown,66.69669204,84.31675851,,,,26410,,,,,,Cam,6.26,0.231,,
26565,Star,Unknown,19.01049178,84.31811071,,,,26411,,,,,,Tau,9.39,0.366,,
26566,Star,Unknown,-27.87136202,84.31877867,,nu01 Col,,26412,,,,,,Col,6.15,0.322,,
26567,Star,Unknown,44.07088179,84.32020259,,,,26413,,,,,,Aur,7.24,1.2,,
26568,Star,Unknown,8.95187453,84.33045889,,,,26414,,,,,,Ori,6.11,-0.17,,
26569,Star,Unknown,68.20329862,84.33041825,,,,26415,,,,,,Cam,8.97,0.342,,
26570,Star,Unknown,-16.70005863,84.33233754,,,,26416,,,,,,Lep,8.39,1.159,,
26571,Star,Unknown,47.93963675,84.33441661,,,,26417,,,,,,Aur,7.36,1.035,,
26572,Star,Unknown,7.66890264,84.34014586,,,,26418,,,,,,Ori,8.17,0.265,,
26573,Star,Unknown,31.33124965,84.34061387,,,,26419,,,,,,Aur,8.25,0.437,,
26574,Star,Unknown,-38.02285739,84.3407459,,,,26420,,,,,,Col,6.9,1.322,,
26575,Star,Unknown,3.53952784,84.34485373,,,,26421,,,,,,Ori,9.55,0.004,,
26576,Star,Unknown,-76.67586306,84.35204343,,,,26422,,,,,,Men,9.36,0.42,,
26577,Star,Unknown,-44.61588358,84.35575178,,,,26423,,,,,,Pic,9.13,1.507,,
26578,Star,Unknown,46.82141445,84.35970928,,,,26424,,,,,,Aur,8.02,1.067,,
26579,Star,Unknown,-75.45031555,84.36043458,,,,26425,,,,,,Men,8.23,0.804,,
26580,Star,Unknown,56.48781425,84.36269824,,,20 Cam,26426,,,,,,Cam,7.46,0.98,,
26581,Star,Unknown,-5.93839105,84.36398985,,,,26427,,,,,,Ori,6.03,-0.21,,
26582,Star,Unknown,-47.20113517,84.36551741,,,,26428,,,,,,Pic,7.56,0.997,,
26583,Star,Unknown,65.14182965,84.37249787,,,,26429,,,,,,Cam,7.84,0.211,,
26584,Star,Unknown,44.58969156,84.37279632,,,,26430,,,,,,Aur,7.32,0.965,,
26585,Star,Unknown,-0.24041262,84.37623976,,,,26431,,,,,,Ori,8.35,-0.079,,
26586,Star,Unknown,-9.23933122,84.3774967,,,,26432,,,,,,Ori,10.04,0.206,,
26587,Star,Unknown,-31.0618465,84.3811754,,,,26433,,,,,,Col,7.19,1.127,,
26588,Star,Unknown,37.08673814,84.38545641,,,,26434,,,,,,Aur,8.01,0.566,,
26589,Star,Unknown,-27.58474004,84.38749513,,,,26436,,,,,,Col,8.46,0.5,,
26590,Star,Unknown,16.55659752,84.3875296,,,,26435,,,,,,Tau,8.74,0.086,,
26591,Star,Unknown,74.68876575,84.38949489,,,,26437,,,,,,Cam,7.75,0.617,,
26592,Star,Unknown,19.77950522,84.39338815,,,,26438,,,,,,Tau,8.86,0.12,,
26593,Star,Unknown,-1.42213378,84.39501367,,,,26439,,,,,,Ori,7.11,-0.095,,
26594,Star,Unknown,-12.69923314,84.39504835,,,,26440,,,,,,Lep,8.33,0.239,,
