name_latin,abbreviation,polygons
Andromeda,And,"[[[[6.012053,0.6138014],[6.012008,0.622528],[6.0119176,0.63998115],[6.0118246,0.6574342],[6.0117283,0.67488736],[6.0116305,0.6923405],[6.011529,0.7097936],[6.0114245,0.72724676],[6.011317,0.74469984],[6.011205,0.76215297],[6.0110903,0.77960604],[6.0109715,0.7970591],[6.010848,0.8145122],[6.01072,0.8319653],[6.0105867,0.8494184],[6.0104494,0.8668714],[6.010305,0.8843245],[6.0101542,0.90177757],[6.009997,0.9192306],[6.0099154,0.92795706],[6.0276394,0.9280153],[6.0453653,0.92807],[6.063092,0.9281209],[6.0808206,0.9281683],[6.0985494,0.928212],[6.1162796,0.928252],[6.134011,0.9282883],[6.1340575,0.9195617],[6.1341476,0.9021085],[6.134234,0.88465524],[6.151942,0.8846877],[6.16965,0.88471663],[6.18736,0.8847417],[6.2006416,0.88475806],[6.200691,0.8673048],[6.200738,0.84985155],[6.2051616,0.84985656],[6.2228537,0.8498742],[6.240546,0.849888],[6.2582393,0.8498982],[6.2759323,0.84990454],[0.010440385,0.84990716],[0.028133698,0.84990597],[0.04582697,0.84990114],[0.063520074,0.8498925],[0.07236655,0.84988683],[0.072339095,0.8324336],[0.07231266,0.8149802],[0.08115094,0.8149736],[0.098827235,0.8149575],[0.11650319,0.81493765],[0.13417876,0.81491405],[0.1518538,0.81488675],[0.16952834,0.8148558],[0.1872022,0.8148211],[0.2048754,0.81478274],[0.22254778,0.81474066],[0.24021931,0.8146949],[0.25789,0.8146455],[0.25799945,0.83209866],[0.2581132,0.8495518],[0.27579868,0.8494987],[0.29348302,0.84944206],[0.31116614,0.8493817],[0.3244277,0.8493341],[0.3245772,0.8667872],[0.32473302,0.88424015],[0.3291576,0.8842239],[0.34685484,0.8841563],[0.36455053,0.88408524],[0.38224462,0.88401073],[0.39109102,0.8839721],[0.399937,0.8839326],[0.41762766,0.88385105],[0.43531647,0.883766],[0.4530034,0.8836776],[0.47068828,0.8835858],[0.47046378,0.8661331],[0.4702482,0.84868044],[0.47004107,0.8312276],[0.48770082,0.8311326],[0.50535864,0.8310342],[0.5230144,0.83093256],[0.54066825,0.8308275],[0.55832,0.83071935],[0.56935126,0.8306501],[0.56959903,0.84810257],[0.5698569,0.86555505],[0.5701255,0.88300747],[0.57026416,0.8917337],[0.5768922,0.8916915],[0.59456503,0.8915767],[0.6122353,0.89145887],[0.62990296,0.89133793],[0.6475678,0.8912139],[0.66522986,0.8910868],[0.6828891,0.8909569],[0.6961316,0.89085746],[0.6959663,0.88213134],[0.69564587,0.8646793],[0.69533825,0.8472272],[0.69504267,0.8297751],[0.694758,0.81232285],[0.69448376,0.7948706],[0.69421905,0.77741826],[0.6939633,0.75996596],[0.6937159,0.74251354],[0.69347626,0.7250612],[0.69324386,0.7076088],[0.6930185,0.69015634],[0.6927993,0.67270386],[0.6925863,0.6552514],[0.69253385,0.6508882],[0.67935014,0.65098727],[0.66177016,0.65111667],[0.64418846,0.65124315],[0.62660503,0.6513666],[0.60901994,0.651487],[0.5914332,0.6516043],[0.57384497,0.6517185],[0.5562551,0.6518295],[0.5561275,0.6387399],[0.55596125,0.62128717],[0.5383785,0.62139493],[0.5207944,0.6214995],[0.503209,0.6216008],[0.48562223,0.62169874],[0.46803427,0.62179345],[0.45044515,0.62188476],[0.43285483,0.6219727],[0.4152634,0.62205726],[0.39987004,0.62212837],[0.39975166,0.60467535],[0.39963603,0.5872223],[0.39743814,0.5872323],[0.37985483,0.58730984],[0.36227056,0.5873839],[0.34468547,0.5874546],[0.3270995,0.5875217],[0.30951276,0.5875852],[0.29192528,0.58764523],[0.2743371,0.58770156],[0.2567483,0.58775437],[0.23915882,0.58780354],[0.22156881,0.5878491],[0.21717125,0.58785987],[0.21711059,0.5704066],[0.21705134,0.5529534],[0.21699335,0.5355002],[0.21693651,0.518047],[0.21688084,0.5005937],[0.21682614,0.48314053],[0.2167725,0.46568727],[0.21671978,0.44823405],[0.21666797,0.43078083],[0.21665512,0.42641753],[0.2210417,0.42640677],[0.23858778,0.4263613],[0.25174707,0.42632487],[0.25170243,0.413235],[0.2516436,0.39578176],[0.25158566,0.37832853],[0.23843518,0.37836498],[0.2209008,0.37841037],[0.20336615,0.37845212],[0.18583122,0.37849018],[0.168296,0.3785246],[0.15076058,0.3785554],[0.13322489,0.37858242],[0.11568905,0.3786058],[0.09815307,0.37862554],[0.080616966,0.37864146],[0.06527277,0.3786524],[0.065285385,0.3961057],[0.06309282,0.39610705],[0.045552205,0.39611557],[0.045560088,0.41356888],[0.045568105,0.43102217],[0.045576237,0.44847542],[0.045584507,0.46592873],[0.045592923,0.48338205],[0.045601506,0.50083536],[0.028033463,0.5008402],[0.028037352,0.51829344],[0.028041296,0.53574675],[0.028045366,0.55320007],[0.028046727,0.55901784],[0.01046208,0.55901897],[6.2760634,0.55901635],[6.2584786,0.55900997],[6.2452893,0.55900276],[6.24528,0.57063836],[6.2452784,0.5720928],[6.2408814,0.5720899],[6.223293,0.57207614],[6.2057047,0.5720586],[6.188117,0.5720374],[6.179323,0.57202536],[6.179291,0.5880242],[6.179255,0.60547745],[6.1792364,0.6142041],[6.1704364,0.6141911],[6.1528363,0.6141625],[6.1352363,0.61413014],[6.117637,0.61409414],[6.100038,0.61405444],[6.0824394,0.6140111],[6.0648417,0.61396414],[6.0472445,0.61391354],[6.0296483,0.61385924],[6.012053,0.6138014]],1]]"
Antlia,Ant,"[[[[2.4766967,-0.42834765],[2.4854605,-0.4284139],[2.502989,-0.42854407],[2.5205185,-0.4286714],[2.538049,-0.42879567],[2.5555806,-0.42891693],[2.573113,-0.4290351],[2.5774963,-0.42906418],[2.5773559,-0.44651696],[2.5772128,-0.46396977],[2.5771403,-0.4726962],[2.5902977,-0.47278225],[2.6078417,-0.47289425],[2.625387,-0.4730031],[2.6429331,-0.47310868],[2.66048,-0.47321108],[2.678028,-0.47331017],[2.695577,-0.47340596],[2.7087393,-0.47347564],[2.7086816,-0.4822021],[2.7085643,-0.4996551],[2.708445,-0.5171081],[2.7084248,-0.5200169],[2.7128153,-0.52003974],[2.7303772,-0.5201289],[2.7479405,-0.5202147],[2.7655044,-0.520297],[2.7830691,-0.5203759],[2.7962432,-0.5204328],[2.7961605,-0.534977],[2.7960594,-0.5524301],[2.7960422,-0.555339],[2.8004363,-0.5553575],[2.818012,-0.5554295],[2.8355885,-0.55549794],[2.8531656,-0.5555629],[2.8619547,-0.555594],[2.8618836,-0.5701383],[2.8617969,-0.5875914],[2.861708,-0.6050446],[2.8616164,-0.6224977],[2.8704157,-0.622528],[2.888014,-0.62258583],[2.905613,-0.6226401],[2.905533,-0.6400932],[2.9054515,-0.6575464],[2.9053671,-0.6749996],[2.9052806,-0.6924527],[2.905214,-0.7055426],[2.8875875,-0.70548826],[2.869962,-0.7054303],[2.852337,-0.7053688],[2.834713,-0.7053037],[2.8170903,-0.7052351],[2.7994688,-0.70516294],[2.7818477,-0.70508724],[2.7642286,-0.7050081],[2.7466104,-0.7049255],[2.7289934,-0.70483947],[2.7113779,-0.70475006],[2.6937637,-0.70465726],[2.6761513,-0.7045611],[2.65854,-0.7044617],[2.6409304,-0.70435894],[2.6233225,-0.7042529],[2.605716,-0.70414376],[2.5881112,-0.7040313],[2.5705082,-0.7039158],[2.5529072,-0.70379716],[2.535308,-0.7036754],[2.5177102,-0.70355064],[2.5001147,-0.7034229],[2.482521,-0.7032922],[2.4737253,-0.70322573],[2.4738941,-0.6901365],[2.474114,-0.67268395],[2.4743276,-0.6552315],[2.4743803,-0.65086836],[2.4745357,-0.637779],[2.4747386,-0.62032646],[2.4749365,-0.6028739],[2.4751296,-0.5854213],[2.475318,-0.5679688],[2.4755025,-0.5505162],[2.475683,-0.53306353],[2.4758604,-0.51561093],[2.4760334,-0.4981583],[2.4762037,-0.48070565],[2.476371,-0.46325302],[2.476535,-0.4458003],[2.4766967,-0.42834765]],1]]"
Apus,Aps,"[[[[3.6496758,-1.450719],[3.6466765,-1.4420002],[3.641746,-1.4245598],[3.6378593,-1.407117],[3.6347158,-1.389672],[3.6321185,-1.3722256],[3.629936,-1.354778],[3.6280751,-1.3373297],[3.6264687,-1.3198807],[3.6250672,-1.3024311],[3.6238325,-1.284981],[3.6227367,-1.2675307],[3.6217563,-1.2500799],[3.620874,-1.232629],[3.6388621,-1.2325321],[3.6568453,-1.2324319],[3.674823,-1.2323283],[3.692795,-1.2322215],[3.7107615,-1.2321113],[3.7287226,-1.231998],[3.746677,-1.2318814],[3.764625,-1.2317616],[3.782567,-1.2316388],[3.8005025,-1.2315129],[3.8184314,-1.2313838],[3.8363533,-1.2312518],[3.8542683,-1.231117],[3.8721757,-1.2309792],[3.8900766,-1.2308383],[3.90797,-1.2306949],[3.912442,-1.2306587],[3.9258554,-1.2305486],[3.9437335,-1.2303996],[3.9616039,-1.230248],[3.979466,-1.2300936],[3.9973207,-1.2299368],[4.0151668,-1.2297773],[4.0330043,-1.2296154],[4.0508337,-1.2294513],[4.0686545,-1.2292845],[4.0864673,-1.2291156],[4.104271,-1.2289445],[4.1220655,-1.2287711],[4.1398516,-1.2285955],[4.1576285,-1.2284178],[4.175396,-1.2282382],[4.193155,-1.2280566],[4.210904,-1.227873],[4.2286444,-1.2276876],[4.246375,-1.2275004],[4.2640963,-1.2273115],[4.281808,-1.2271209],[4.29951,-1.2269286],[4.317202,-1.2267349],[4.3348846,-1.2265395],[4.352557,-1.2263429],[4.37022,-1.2261448],[4.387873,-1.2259454],[4.4055166,-1.2257448],[4.4231496,-1.2255429],[4.4407725,-1.2253401],[4.4583855,-1.2251362],[4.4759884,-1.2249312],[4.4935813,-1.2247254],[4.511164,-1.2245185],[4.509461,-1.2070752],[4.507908,-1.1896311],[4.5071816,-1.1809088],[4.524741,-1.1807015],[4.542292,-1.1804934],[4.559834,-1.1802845],[4.5773664,-1.1800753],[4.59489,-1.1798651],[4.6124053,-1.1796547],[4.6299114,-1.1794438],[4.638661,-1.1793383],[4.6474085,-1.1792327],[4.6648965,-1.1790211],[4.6823754,-1.1788094],[4.699846,-1.1785976],[4.717307,-1.1783856],[4.7347584,-1.1781734],[4.7522025,-1.1779615],[4.769636,-1.1777496],[4.770375,-1.1864717],[4.7719507,-1.2039154],[4.7736773,-1.2213582],[4.7755775,-1.2388],[4.77768,-1.2562406],[4.78002,-1.2736796],[4.7826433,-1.291117],[4.785606,-1.3085523],[4.78898,-1.3259851],[4.79286,-1.3434148],[4.797373,-1.3608406],[4.802688,-1.3782616],[4.809048,-1.3956763],[4.8167953,-1.4130824],[4.826447,-1.4304769],[4.832222,-1.4391685],[4.8149257,-1.4393796],[4.7976017,-1.4395908],[4.78025,-1.4398024],[4.7628713,-1.4400144],[4.745464,-1.4402262],[4.728029,-1.4404382],[4.7105656,-1.4406502],[4.6930737,-1.4408622],[4.6755533,-1.4410741],[4.6580048,-1.4412857],[4.6404266,-1.4414971],[4.622821,-1.4417082],[4.6051855,-1.441919],[4.587521,-1.4421291],[4.569827,-1.442339],[4.552105,-1.4425482],[4.5343537,-1.4427565],[4.516572,-1.4429642],[4.498762,-1.4431714],[4.480922,-1.4433774],[4.4630537,-1.4435827],[4.4451556,-1.443787],[4.427228,-1.4439901],[4.4092717,-1.4441922],[4.3912854,-1.4443929],[4.37327,-1.4445925],[4.3552256,-1.4447908],[4.337152,-1.4449877],[4.3190494,-1.4451832],[4.3009176,-1.4453771],[4.282757,-1.4455695],[4.264568,-1.4457601],[4.2463503,-1.4459491],[4.228103,-1.4461361],[4.2098284,-1.4463216],[4.1915255,-1.4465048],[4.173195,-1.4466865],[4.1548357,-1.4468658],[4.1364493,-1.4470431],[4.1180353,-1.4472182],[4.099594,-1.447391],[4.0811257,-1.4475616],[4.0626307,-1.4477298],[4.04411,-1.4478956],[4.025563,-1.448059],[4.006989,-1.4482197],[3.9883904,-1.448378],[3.9697661,-1.4485334],[3.9511173,-1.4486864],[3.9324439,-1.4488364],[3.913746,-1.4489836],[3.8950245,-1.4491279],[3.8762796,-1.4492693],[3.857512,-1.4494078],[3.8387213,-1.4495432],[3.8199086,-1.4496753],[3.8010745,-1.4498045],[3.7822187,-1.4499304],[3.7633424,-1.4500532],[3.7444458,-1.4501728],[3.7255292,-1.4502888],[3.7065935,-1.4504014],[3.687639,-1.4505109],[3.6686664,-1.4506166],[3.6496758,-1.450719]],1]]"
Aquarius,Aqr,"[[[[5.40352,0.007612655],[5.403354,0.025065163],[5.403189,0.042517673],[5.4206467,0.042681802],[5.438105,0.042843558],[5.455563,0.043002907],[5.473021,0.043159775],[5.48175,0.043237288],[5.490479,0.04331415],[5.5079374,0.043465946],[5.5253963,0.043615136],[5.542855,0.04376169],[5.5603137,0.04390552],[5.5777726,0.04404663],[5.595232,0.044184946],[5.612691,0.04432044],[5.63015,0.044453047],[5.6476097,0.044582766],[5.6475134,0.057672385],[5.664975,0.05779916],[5.682437,0.057922963],[5.6998997,0.058043733],[5.6999893,0.044954065],[5.700019,0.040590845],[5.717478,0.04070853],[5.734937,0.04082313],[5.7523966,0.04093459],[5.769856,0.041042883],[5.7873154,0.04114797],[5.7872896,0.045511223],[5.80475,0.045613084],[5.822211,0.045711692],[5.8396716,0.045807008],[5.8571324,0.04589898],[5.8745933,0.04598763],[5.892054,0.046072885],[5.9095154,0.046154764],[5.926976,0.0462332],[5.944437,0.04630818],[5.9618983,0.04637968],[5.97936,0.0464477],[5.9837255,0.046464156],[5.983791,0.029010985],[5.983856,0.011557815],[5.983922,-0.0058953557],[5.983987,-0.023348527],[5.984052,-0.040801696],[5.984118,-0.058254868],[5.9971986,-0.058206894],[6.0146384,-0.05814601],[6.0320783,-0.05808868],[6.0495186,-0.058034908],[6.066959,-0.057984725],[6.0843987,-0.057938147],[6.1018386,-0.057895195],[6.1192784,-0.057855856],[6.1367183,-0.057820156],[6.1541576,-0.05778811],[6.1715975,-0.05775972],[6.1890383,-0.057735004],[6.206477,-0.05771396],[6.2239175,-0.057696607],[6.2413573,-0.057682924],[6.2587967,-0.057672955],[6.267517,-0.05766934],[6.2675233,-0.07512264],[6.2675295,-0.09257593],[6.267535,-0.11002923],[6.2675424,-0.12748252],[6.267548,-0.14493582],[6.267555,-0.1623891],[6.267562,-0.1798424],[6.267568,-0.19729568],[6.267575,-0.21474895],[6.2675815,-0.23220226],[6.2675877,-0.24965556],[6.2675953,-0.26710883],[6.267601,-0.28456214],[6.267608,-0.30201542],[6.267615,-0.3194687],[6.267622,-0.33692202],[6.2676296,-0.3543753],[6.2676363,-0.3718286],[6.267644,-0.3892819],[6.2676516,-0.40673518],[6.2676587,-0.4241885],[6.267662,-0.43291512],[6.258985,-0.43291873],[6.2416315,-0.43292862],[6.224278,-0.4329422],[6.2069225,-0.4329595],[6.1895685,-0.43298048],[6.1722136,-0.43300506],[6.154859,-0.4330333],[6.1375036,-0.4330652],[6.120148,-0.43310073],[6.102793,-0.43313983],[6.085437,-0.4331826],[6.0680804,-0.43322897],[6.0507245,-0.43327892],[6.0333667,-0.4333324],[6.016009,-0.43338948],[5.998651,-0.4334501],[5.9812927,-0.43351418],[5.9639335,-0.4335818],[5.9465737,-0.43365288],[5.929214,-0.43372744],[5.911854,-0.43380547],[5.8944926,-0.4338868],[5.87713,-0.4339716],[5.8597674,-0.43405974],[5.8424044,-0.43415123],[5.82504,-0.43424603],[5.8076754,-0.43434405],[5.7903094,-0.4344454],[5.772944,-0.43454993],[5.7555766,-0.43465766],[5.7555103,-0.42593122],[5.7553787,-0.40847832],[5.755249,-0.39102542],[5.7551208,-0.3735726],[5.7549953,-0.35611966],[5.7548714,-0.33866674],[5.7547483,-0.32121384],[5.754627,-0.30376095],[5.754507,-0.28630802],[5.7543883,-0.2688551],[5.754271,-0.25140217],[5.7541547,-0.23394924],[5.7540383,-0.21649632],[5.753924,-0.19904341],[5.75381,-0.18159044],[5.753697,-0.16413753],[5.753585,-0.14668457],[5.7361584,-0.14679582],[5.718733,-0.14691019],[5.7013073,-0.14702766],[5.6838818,-0.14714818],[5.666455,-0.14727172],[5.6490283,-0.14739825],[5.631601,-0.14752771],[5.614174,-0.1476601],[5.614311,-0.16511287],[5.614449,-0.18256564],[5.6145883,-0.20001838],[5.6147285,-0.21747114],[5.6148696,-0.2349239],[5.6150117,-0.25237665],[5.597602,-0.25251174],[5.5801916,-0.2526497],[5.56278,-0.2527904],[5.5453687,-0.25293383],[5.527956,-0.25307998],[5.5105433,-0.2532288],[5.4931297,-0.25338024],[5.4757156,-0.2535342],[5.4583006,-0.2536907],[5.440885,-0.25384963],[5.4234686,-0.254011],[5.4060516,-0.25417477],[5.405876,-0.23672229],[5.405702,-0.21926981],[5.405529,-0.20181735],[5.4053574,-0.18436487],[5.405187,-0.16691239],[5.405018,-0.1494599],[5.404849,-0.1320074],[5.4046817,-0.11455489],[5.4045143,-0.09710241],[5.404348,-0.079649895],[5.4041815,-0.062197395],[5.4040155,-0.044744883],[5.40385,-0.027292376],[5.403685,-0.009839852],[5.40352,0.007612655]],1]]"
Aquila,Aql,"[[[[4.8930354,0.0020156633],[4.8928256,0.0194677],[4.8926163,0.036919735],[4.89698,0.036971994],[4.9144335,0.037180625],[4.9318867,0.037388586],[4.949341,0.037595753],[4.9667945,0.03780214],[4.966588,0.05525421],[4.966381,0.07270628],[4.966174,0.09015834],[4.965966,0.10761043],[4.965914,0.111973435],[4.9484563,0.11176702],[4.9309993,0.111559786],[4.913543,0.11135182],[4.9123793,0.11133793],[4.9122205,0.124426946],[4.9120083,0.14187898],[4.9117956,0.159331],[4.9115806,0.176783],[4.911366,0.19423501],[4.9111485,0.211687],[4.912312,0.2117009],[4.929773,0.21190894],[4.9472346,0.21211623],[4.964697,0.21232268],[4.9644804,0.22977471],[4.964263,0.24722672],[4.9640427,0.2646787],[4.9638205,0.28213072],[4.963596,0.29958266],[4.963369,0.3170346],[4.963255,0.32576057],[4.9807243,0.32596627],[4.998195,0.326171],[4.998308,0.317445],[4.9985332,0.29999304],[4.9987187,0.2854497],[5.016188,0.28565344],[5.0336585,0.28585607],[5.05113,0.2860576],[5.0686016,0.28625798],[5.0860753,0.28645706],[5.10355,0.2866549],[5.1210256,0.28685132],[5.138502,0.2870463],[5.1559796,0.28723985],[5.1734586,0.28743187],[5.190938,0.28762224],[5.2084184,0.28781095],[5.2171593,0.2879047],[5.217193,0.28499597],[5.2172437,0.28063294],[5.225984,0.28072622],[5.2434664,0.28091145],[5.2609487,0.28109482],[5.2784324,0.28127632],[5.295917,0.28145584],[5.2981024,0.28147817],[5.2982464,0.26838893],[5.2984376,0.25093663],[5.298626,0.23348428],[5.2988133,0.21603197],[5.2989993,0.19857962],[5.2991834,0.18112725],[5.2993674,0.1636749],[5.2994585,0.15494871],[5.314745,0.15510385],[5.3322153,0.15527917],[5.340951,0.15536606],[5.341039,0.14663984],[5.3412156,0.12918745],[5.3413916,0.111735],[5.341566,0.09428258],[5.341741,0.076830156],[5.3419147,0.059377722],[5.342088,0.04192529],[5.3508167,0.042011578],[5.3682737,0.042182513],[5.3857317,0.04235122],[5.403189,0.042517673],[5.403354,0.025065163],[5.40352,0.007612655],[5.403685,-0.009839852],[5.40385,-0.027292376],[5.4040155,-0.044744883],[5.4041815,-0.062197395],[5.404348,-0.079649895],[5.4045143,-0.09710241],[5.4046817,-0.11455489],[5.404849,-0.1320074],[5.405018,-0.1494599],[5.3875856,-0.14962609],[5.370153,-0.14979458],[5.3527203,-0.14996527],[5.3352866,-0.15013812],[5.3178525,-0.1503131],[5.3004184,-0.15049015],[5.282984,-0.15066917],[5.265548,-0.15085019],[5.2657356,-0.16830249],[5.265923,-0.18575482],[5.266113,-0.20320712],[5.2661185,-0.20378886],[5.248689,-0.2039717],[5.231258,-0.20415637],[5.213827,-0.20434284],[5.196396,-0.20453103],[5.178963,-0.20472091],[5.16153,-0.2049124],[5.1440964,-0.20510544],[5.126662,-0.20529999],[5.1092267,-0.20549598],[5.091791,-0.20569335],[5.074354,-0.20589203],[5.056917,-0.20609197],[5.0394793,-0.20629312],[5.0220404,-0.20649542],[5.0046005,-0.20669878],[4.9871607,-0.20690316],[4.96972,-0.20710848],[4.9697127,-0.20652676],[4.9694986,-0.18907472],[4.969286,-0.17162268],[4.9690742,-0.15417065],[4.968864,-0.13671859],[4.968654,-0.11926653],[4.9684463,-0.101814464],[4.9682384,-0.084362395],[4.968031,-0.06691032],[4.950583,-0.06711663],[4.9331336,-0.067323774],[4.915684,-0.06753166],[4.898235,-0.06774025],[4.8938723,-0.0677925],[4.8936625,-0.050340462],[4.893453,-0.032888427],[4.893244,-0.015436373],[4.8930354,0.0020156633]],1]]"
Ara,Ara,"[[[[4.346476,-1.0518131],[4.3457055,-1.0343641],[4.344979,-1.0169148],[4.344292,-0.9994655],[4.3436418,-0.98201585],[4.3430243,-0.96456605],[4.3424373,-0.947116],[4.3418784,-0.9296658],[4.3413444,-0.91221553],[4.340834,-0.89476514],[4.340346,-0.8773145],[4.3398776,-0.8598639],[4.339428,-0.84241307],[4.338996,-0.8249622],[4.338579,-0.8075112],[4.3383765,-0.7987856],[4.3504305,-0.79865044],[4.367961,-0.7984525],[4.3854876,-0.7982533],[4.40301,-0.7980529],[4.4205294,-0.7978512],[4.438045,-0.79764855],[4.455557,-0.79744476],[4.4730654,-0.79723996],[4.49057,-0.7970342],[4.508071,-0.7968276],[4.525568,-0.7966202],[4.543061,-0.79641205],[4.560551,-0.7962032],[4.578037,-0.7959938],[4.595519,-0.7957838],[4.6129975,-0.7955734],[4.6304717,-0.79536253],[4.6479425,-0.7951513],[4.66541,-0.79493976],[4.6828732,-0.794728],[4.700332,-0.7945161],[4.7090607,-0.7944101],[4.717788,-0.79430413],[4.73524,-0.79409206],[4.7526884,-0.7938801],[4.752906,-0.80260545],[4.753353,-0.82005596],[4.7538176,-0.8375064],[4.7543,-0.8549568],[4.754802,-0.872407],[4.7553267,-0.8898572],[4.755873,-0.9073071],[4.7564454,-0.92475694],[4.757044,-0.9422067],[4.7576723,-0.9596561],[4.758333,-0.9771054],[4.7590284,-0.9945544],[4.7415843,-0.9947664],[4.7241344,-0.9949784],[4.7066784,-0.99519044],[4.6892176,-0.99540246],[4.67175,-0.9956142],[4.654278,-0.9958259],[4.6367993,-0.9960372],[4.628058,-0.99614275],[4.6287904,-1.0135916],[4.6295652,-1.0310402],[4.630387,-1.0484885],[4.6312594,-1.0659366],[4.632189,-1.0833843],[4.6331816,-1.1008316],[4.6342454,-1.1182784],[4.6353884,-1.1357248],[4.63662,-1.1531708],[4.637953,-1.1706159],[4.638661,-1.1793383],[4.6299114,-1.1794438],[4.6124053,-1.1796547],[4.59489,-1.1798651],[4.5773664,-1.1800753],[4.559834,-1.1802845],[4.542292,-1.1804934],[4.524741,-1.1807015],[4.5071816,-1.1809088],[4.4896126,-1.1811153],[4.472035,-1.181321],[4.463243,-1.1814235],[4.462553,-1.1727009],[4.461255,-1.1552551],[4.4600563,-1.1378088],[4.4512687,-1.137911],[4.438084,-1.1380637],[4.436979,-1.1206168],[4.4365416,-1.1133472],[4.432147,-1.1133978],[4.4145665,-1.1136004],[4.3969793,-1.1138015],[4.392581,-1.1138517],[4.391998,-1.1036739],[4.3910503,-1.086226],[4.3901644,-1.0687777],[4.376978,-1.0689275],[4.3593903,-1.0691261],[4.3472953,-1.0692618],[4.346476,-1.0518131]],1]]"
Aries,Ari,"[[[[0.55266255,0.18351065],[0.5351766,0.18361783],[0.51769024,0.18372178],[0.50020355,0.18382253],[0.4827165,0.18391995],[0.46522915,0.18401408],[0.46523714,0.18546851],[0.465333,0.20292155],[0.4654295,0.22037457],[0.46552688,0.23782761],[0.46562496,0.25528067],[0.46572402,0.2727337],[0.465824,0.2901867],[0.4659251,0.30763972],[0.46602723,0.3250928],[0.4661306,0.34254578],[0.4662353,0.3599988],[0.4663414,0.37745178],[0.46644893,0.39490482],[0.46655804,0.4123578],[0.46666887,0.4298108],[0.46678144,0.4472638],[0.4843245,0.44716942],[0.50186676,0.4470716],[0.5194081,0.44697058],[0.53256357,0.44689268],[0.5326932,0.4643456],[0.53282523,0.48179847],[0.53285855,0.4861617],[0.53724587,0.48613536],[0.55479443,0.48602778],[0.57234186,0.48591703],[0.5898884,0.4858031],[0.6074338,0.48568606],[0.62497795,0.48556596],[0.6425211,0.4854428],[0.6600629,0.4853166],[0.66444826,0.4852846],[0.6645715,0.49837413],[0.6647388,0.5158268],[0.6649093,0.5332795],[0.6650249,0.5449146],[0.67819023,0.5448174],[0.69574267,0.5446852],[0.71329373,0.5445502],[0.7308432,0.54441226],[0.7440043,0.544307],[0.7483912,0.5442715],[0.76593775,0.54412806],[0.7834826,0.5439819],[0.801026,0.543833],[0.81856763,0.54368156],[0.83610773,0.5435275],[0.8536461,0.54337084],[0.87118274,0.5432118],[0.88871765,0.5430503],[0.90625083,0.5428864],[0.9150168,0.5428035],[0.9148674,0.53116876],[0.914647,0.5137165],[0.9144309,0.49626422],[0.91421896,0.47881195],[0.91401076,0.46135962],[0.9138061,0.4439073],[0.9136048,0.42645496],[0.9134068,0.4090026],[0.91321164,0.39155024],[0.9130193,0.37409785],[0.9128297,0.3566455],[0.91264236,0.33919305],[0.90389293,0.33927575],[0.8907683,0.33939865],[0.8905866,0.32194617],[0.890407,0.30449373],[0.8902293,0.28704125],[0.89005345,0.2695888],[0.88987935,0.25213632],[0.88970685,0.23468383],[0.8895356,0.21723133],[0.8893658,0.19977881],[0.88919723,0.18232632],[0.8891832,0.18087195],[0.88481396,0.18091257],[0.8673367,0.18107355],[0.84985894,0.18123206],[0.8323806,0.18138814],[0.8149017,0.18154168],[0.79742247,0.18169263],[0.7799425,0.18184094],[0.7624622,0.18198657],[0.7449814,0.18212952],[0.72749996,0.18226969],[0.7100182,0.18240707],[0.69253606,0.1825416],[0.6750533,0.18267322],[0.6575702,0.18280195],[0.6400866,0.1829277],[0.6226026,0.18305042],[0.60511816,0.18317015],[0.5876334,0.18328677],[0.5701481,0.18340029],[0.55266255,0.18351065]],1]]"
