ra,dec,constellation
358.960832,+88.695862,CEP
0.49436,+88.696090,CEP
2.027991,+88.695992,CEP
3.56121,+88.695569,CEP
5.093502,+88.694822,CEP
6.624359,+88.693751,CEP
8.153269,+88.692357,CEP
9.679739,+88.690642,CEP
11.203272,+88.688607,CEP
12.723388,+88.686255,CEP
14.239614,+88.683588,CEP
15.751491,+88.680609,CEP
17.258573,+88.677321,CEP
18.760426,+88.673726,CEP
20.256639,+88.669830,CEP
21.746809,+88.665635,CEP
23.230555,+88.661145,CEP
24.707516,+88.656365,CEP
26.177343,+88.651300,CEP
27.639713,+88.645954,CEP
29.094318,+88.640331,CEP
30.540875,+88.634438,CEP
31.979112,+88.628280,CEP
33.408788,+88.621861,CEP
34.829673,+88.615188,CEP
36.241562,+88.608266,CEP
37.644268,+88.601100,CEP
39.037622,+88.593698,CEP
40.421475,+88.586064,CEP
41.795697,+88.578205,CEP
43.160174,+88.570127,CEP
44.514812,+88.561836,CEP
45.85953,+88.553338,CEP
47.194268,+88.544639,CEP
48.518976,+88.535746,CEP
49.833623,+88.526665,CEP
51.138189,+88.517401,CEP
52.43267,+88.507962,CEP
53.717073,+88.498353,CEP
54.991416,+88.488580,CEP
56.255733,+88.478650,CEP
57.51006,+88.468569,CEP
58.754453,+88.458342,CEP
59.988968,+88.447975,CEP
61.213673,+88.437475,CEP
62.428647,+88.426848,CEP
63.633971,+88.416098,CEP
64.829736,+88.405232,CEP
66.016037,+88.394256,CEP
67.192976,+88.383175,CEP
68.360657,+88.371994,CEP
69.519193,+88.360719,CEP
70.668699,+88.349355,CEP
71.80929,+88.337907,CEP
72.94109,+88.326381,CEP
74.064219,+88.314782,CEP
75.178807,+88.303114,CEP
76.284978,+88.291383,CEP
77.382864,+88.279594,CEP
78.472593,+88.267750,CEP
79.554299,+88.255858,CEP
80.628111,+88.243921,CEP
81.694164,+88.231944,CEP
82.752588,+88.219931,CEP
83.80352,+88.207887,CEP
84.847086,+88.195815,CEP
85.883424,+88.183721,CEP
86.912661,+88.171608,CEP
87.934931,+88.159481,CEP
88.95036,+88.147342,CEP
89.959079,+88.135197,CEP
90.961215,+88.123048,CEP
91.956896,+88.110901,CEP
92.946244,+88.098757,CEP
93.929385,+88.086621,CEP
94.90644,+88.074497,CEP
95.87753,+88.062387,CEP
96.842775,+88.050295,CEP
97.802292,+88.038225,CEP
98.756196,+88.026180,CEP
99.704601,+88.014162,CEP
100.647623,+88.002176,CEP
101.585367,+87.990224,CEP
102.517947,+87.978308,CEP
103.445469,+87.966433,CEP
104.368037,+87.954601,CEP
105.285755,+87.942814,CEP
106.198727,+87.931076,CEP
107.10705,+87.919390,CEP
108.010824,+87.907757,CEP
108.910148,+87.896181,CEP
109.805114,+87.884664,CEP
110.695815,+87.873208,CEP
111.582344,+87.861817,CEP
112.46479,+87.850492,CEP
113.343243,+87.839236,CEP
114.217787,+87.828052,CEP
115.088508,+87.816941,CEP
115.95549,+87.805905,CEP
116.818813,+87.794948,CEP
117.678561,+87.784071,CEP
118.534808,+87.773276,CEP
119.387634,+87.762565,CEP
120.237112,+87.751941,CEP
121.083321,+87.741405,CEP
121.92633,+87.730959,CEP
122.766212,+87.720606,CEP
123.603035,+87.710346,CEP
124.43687,+87.700183,CEP
125.267784,+87.690117,CEP
126.095842,+87.680151,CEP
126.921112,+87.670286,CEP
127.743654,+87.660525,CEP
128.563533,+87.650867,CEP
129.38081,+87.641316,CEP
130.195542,+87.631873,CEP
131.007792,+87.622540,CEP
131.817618,+87.613317,CEP
132.625074,+87.604207,CEP
133.430219,+87.595211,CEP
134.233104,+87.586331,CEP
135.033786,+87.577567,CEP
135.832319,+87.568922,CEP
131.691936,+86.590773,CEP
130.402641,+86.097546,CEP
129.402672,+85.602792,CEP
127.953536,+84.610382,CEP
127.03062,+84.620124,CEP
126.106166,+84.629981,CEP
125.180148,+84.639952,CEP
124.252538,+84.650033,CEP
123.323312,+84.660224,CEP
122.39244,+84.670520,CEP
121.459898,+84.680920,CEP
120.525659,+84.691420,CEP
119.589696,+84.702019,CEP
118.651985,+84.712714,CEP
117.712496,+84.723502,CEP
116.771205,+84.734379,CEP
115.828086,+84.745345,CEP
114.883112,+84.756395,CEP
113.936258,+84.767527,CEP
112.987497,+84.778738,CEP
112.036806,+84.790024,CEP
111.084158,+84.801384,CEP
110.129525,+84.812814,CEP
109.172886,+84.824312,CEP
108.214214,+84.835873,CEP
107.253483,+84.847495,CEP
106.290672,+84.859174,CEP
105.325754,+84.870909,CEP
104.358704,+84.882694,CEP
103.3895,+84.894528,CEP
102.418118,+84.906407,CEP
101.444533,+84.918327,CEP
100.468725,+84.930285,CEP
99.49067,+84.942279,CEP
98.510346,+84.954303,CEP
97.527729,+84.966356,CEP
96.542801,+84.978432,CEP
95.555537,+84.990530,CEP
94.565919,+85.002645,CEP
93.573925,+85.014774,CEP
92.579537,+85.026913,CEP
91.582734,+85.039059,CEP
90.5835,+85.051208,CEP
89.581814,+85.063355,CEP
88.577658,+85.075499,CEP
87.571017,+85.087634,CEP
86.561873,+85.099757,CEP
85.550211,+85.111864,CEP
84.536018,+85.123951,CEP
83.180682,+84.131965,CEP
82.21655,+83.137659,CEP
81.495597,+82.141914,CEP
80.935985,+81.145214,CEP
80.488838,+80.147851,CEP
79.475774,+80.159784,CEP
78.461477,+80.171675,CEP
77.445948,+80.183519,CEP
76.429188,+80.195314,CEP
75.411198,+80.207055,CEP
74.391978,+80.218739,CEP
73.371531,+80.230362,CEP
72.34986,+80.241920,CEP
71.326965,+80.253410,CEP
70.30285,+80.264827,CEP
69.277521,+80.276168,CEP
68.25098,+80.287429,CEP
67.223231,+80.298607,CEP
66.19428,+80.309697,CEP
65.164133,+80.320697,CEP
64.132794,+80.331602,CEP
63.100272,+80.342408,CEP
62.066571,+80.353113,CEP
61.031702,+80.363713,CEP
59.99567,+80.374204,CEP
58.958484,+80.384582,CEP
57.920153,+80.394843,CEP
57.530486,+80.398661,CEP
57.212501,+79.400213,CEP
56.948703,+78.401501,CEP
56.726212,+77.402587,CEP
56.08206,+77.408852,CEP
55.30865,+77.416307,CEP
55.050743,+77.418775,CEP
54.018605,+77.428571,CEP
52.985654,+77.438235,CEP
51.951899,+77.447765,CEP
50.917352,+77.457157,CEP
49.88202,+77.466409,CEP
48.845915,+77.475516,CEP
47.809046,+77.484477,CEP
46.771427,+77.493288,CEP
45.733065,+77.501946,CEP
44.693975,+77.510448,CEP
43.654167,+77.518791,CEP
42.613655,+77.526972,CEP
41.572449,+77.534989,CEP
40.530564,+77.542839,CEP
39.488012,+77.550519,CEP
38.444808,+77.558026,CEP
37.400963,+77.565358,CEP
36.356493,+77.572512,CEP
35.311413,+77.579486,CEP
34.265738,+77.586278,CEP
33.21948,+77.592884,CEP
32.172655,+77.599303,CEP
31.125282,+77.605532,CEP
30.077373,+77.611570,CEP
29.028945,+77.617414,CEP
27.980016,+77.623062,CEP
26.9306,+77.628512,CEP
25.880715,+77.633762,CEP
24.830377,+77.638811,CEP
23.779607,+77.643656,CEP
22.728417,+77.648296,CEP
21.676829,+77.652729,CEP
20.624859,+77.656954,CEP
19.572525,+77.660969,CEP
18.519844,+77.664773,CEP
17.466839,+77.668364,CEP
16.413524,+77.671741,CEP
15.359918,+77.674903,CEP
14.306043,+77.677848,CEP
13.251915,+77.680577,CEP
12.197555,+77.683087,CEP
11.142981,+77.685378,CEP
10.088214,+77.687449,CEP
9.033273,+77.689299,CEP
7.978176,+77.690928,CEP
6.922946,+77.692335,CEP
6.897923,+76.692350,CEP
6.876341,+75.692363,CEP
6.857522,+74.692375,CEP
6.84096,+73.692385,CEP
6.826263,+72.692394,CEP
6.813126,+71.692402,CEP
6.801305,+70.692409,CEP
6.790606,+69.692416,CEP
6.780872,+68.692422,CEP
6.77197,+67.692427,CEP
6.763796,+66.692432,CEP
5.735798,+66.693586,CEP
4.707753,+66.694522,CEP
3.679676,+66.695241,CEP
2.65157,+66.695743,CEP
1.623449,+66.696026,CEP
0.595319,+66.696092,CEP
359.56719,+66.695939,CEP
358.539075,+66.695569,CEP
357.510978,+66.694980,CEP
356.482913,+66.694174,CEP
355.454886,+66.693151,CEP
355.197887,+66.692861,CEP
355.204971,+65.692865,CEP
355.211527,+64.692869,CEP
355.217618,+63.692873,CEP
354.449343,+63.691926,CEP
353.425021,+63.690474,CEP
352.400759,+63.688807,CEP
351.376562,+63.686925,CEP
350.352438,+63.684828,CEP
349.328396,+63.682518,CEP
348.816408,+63.681284,CEP
348.828515,+62.681299,CEP
348.839831,+61.681313,CEP
348.850436,+60.681326,CEP
348.859593,+59.764670,CEP
348.349445,+59.763387,CEP
347.329208,+59.760662,CEP
346.309059,+59.757727,CEP
345.289007,+59.754582,CEP
344.269055,+59.751229,CEP
344.270164,+59.667898,CEP
344.28307,+58.667920,CEP
344.295258,+57.667940,CEP
344.303966,+56.917955,CEP
343.286207,+56.914402,CEP
342.268551,+56.910643,CEP
341.251002,+56.906680,CEP
340.233567,+56.902513,CEP
339.216251,+56.898144,CEP
338.19906,+56.893575,CEP
337.181998,+56.888807,CEP
336.165074,+56.883841,CEP
335.910864,+56.882568,CEP
335.915048,+56.632579,CEP
335.931242,+55.632620,CEP
335.169248,+55.628733,CEP
334.153379,+55.623381,CEP
333.137652,+55.617836,CEP
333.154635,+54.617883,CEP
333.170802,+53.617928,CEP
333.174724,+53.367939,CEP
332.160392,+53.362211,CEP
331.146199,+53.356294,CEP
330.639157,+53.353265,CEP
330.63491,+53.603252,CEP
330.617397,+54.603199,CEP
330.602133,+55.436487,CEP
330.094571,+55.433408,CEP
329.079566,+55.427112,CEP
328.064729,+55.420633,CEP
327.050064,+55.413973,CEP
326.035577,+55.407135,CEP
325.021272,+55.400119,CEP
324.007152,+55.392929,CEP
322.993222,+55.385567,CEP
321.979488,+55.378035,CEP
320.965953,+55.370336,CEP
319.952621,+55.362472,CEP
318.939495,+55.354445,CEP
317.926583,+55.346258,CEP
316.913885,+55.337914,CEP
315.901406,+55.329415,CEP
314.88915,+55.320764,CEP
313.87712,+55.311964,CEP
312.865322,+55.303017,CEP
311.853758,+55.293926,CEP
310.842429,+55.284695,CEP
309.831344,+55.275325,CEP
309.826528,+55.441970,CEP
309.796764,+56.441831,CEP
309.76539,+57.441684,CEP
309.732252,+58.441530,CEP
309.697178,+59.441366,CEP
309.659964,+60.441192,CEP
309.623784,+61.357690,CEP
308.660748,+61.348638,CEP
308.697402,+60.432145,CEP
308.716538,+59.932235,CEP
308.665896,+59.931756,CEP
307.653239,+59.922099,CEP
306.640884,+59.912314,CEP
305.628833,+59.902403,CEP
304.617092,+59.892370,CEP
303.605661,+59.882217,CEP
302.594547,+59.871948,CEP
301.583751,+59.861567,CEP
6.60136,+00.692532,CET
6.602589,+01.692531,CET
6.603819,+02.692530,CET
7.604313,+02.691197,CET
8.604806,+02.689652,CET
9.605297,+02.687897,CET
10.605785,+02.685933,CET
11.606273,+02.683760,CET
12.606756,+02.681378,CET
13.607238,+02.678789,CET
14.607717,+02.675992,CET
15.608193,+02.672990,CET
16.608666,+02.669783,CET
17.609136,+02.666372,CET
18.609602,+02.662757,CET
19.610064,+02.658941,CET
20.610522,+02.654923,CET
21.610977,+02.650706,CET
22.611426,+02.646291,CET
23.611871,+02.641679,CET
24.612312,+02.636872,CET
25.612748,+02.631870,CET
26.613179,+02.626676,CET
27.613604,+02.621291,CET
28.614023,+02.615716,CET
29.614437,+02.609954,CET
30.614845,+02.604006,CET
31.615248,+02.597874,CET
31.621488,+03.597855,CET
31.62774,+04.597835,CET
31.634012,+05.597816,CET
31.640303,+06.597796,CET
31.646621,+07.597777,CET
31.652967,+08.597757,CET
31.659348,+09.597737,CET
31.66523,+10.514385,CET
32.667081,+10.508062,CET
33.66891,+10.501558,CET
34.670715,+10.494876,CET
35.672499,+10.488017,CET
36.674259,+10.480985,CET
37.675994,+10.473780,CET
38.677704,+10.466405,CET
39.679389,+10.458862,CET
40.681047,+10.451155,CET
41.68268,+10.443284,CET
42.684287,+10.435253,CET
43.685864,+10.427063,CET
44.687414,+10.418718,CET
45.688937,+10.410220,CET
46.69043,+10.401571,CET
47.691893,+10.392775,CET
48.693327,+10.383833,CET
49.69473,+10.374750,CET
50.696103,+10.365526,CET
50.946443,+10.363199,CET
50.937645,+09.446573,CET
50.928101,+08.446618,CET
50.918604,+07.446662,CET
50.909153,+06.446706,CET
50.899739,+05.446750,CET
50.890355,+04.446793,CET
50.880996,+03.446837,CET
50.871659,+02.446880,CET
50.862333,+01.446924,CET
50.853018,+00.446967,CET
50.843705,-00.552989,CET
50.836718,-01.302957,CET
50.58678,-01.300633,CET
49.587033,-01.291425,CET
48.587288,-01.282356,CET
47.587547,-01.273430,CET
46.587806,-01.264648,CET
45.588067,-01.256015,CET
44.588331,-01.247532,CET
43.588598,-01.239202,CET
42.588864,-01.231028,CET
41.589133,-01.223011,CET
41.339202,-01.221032,CET
41.337227,-01.471025,CET
41.329319,-02.470993,CET
41.321398,-03.470962,CET
41.313462,-04.470931,CET
41.305505,-05.470899,CET
41.297518,-06.470868,CET
41.289503,-07.470836,CET
41.281449,-08.470804,CET
41.273355,-09.470772,CET
41.265212,-10.470740,CET
41.257017,-11.470708,CET
41.248763,-12.470675,CET
41.240445,-13.470642,CET
41.232059,-14.470609,CET
41.223596,-15.470576,CET
41.21505,-16.470542,CET
41.206416,-17.470508,CET
41.197686,-18.470474,CET
41.188856,-19.470439,CET
41.179914,-20.470403,CET
41.170854,-21.470368,CET
41.161671,-22.470331,CET
41.152353,-23.470295,CET
41.148744,-23.853614,CET
40.401887,-23.847760,CET
39.406127,-23.840097,CET
38.410425,-23.832600,CET
37.414778,-23.825270,CET
36.419184,-23.818109,CET
35.423643,-23.811120,CET
34.428155,-23.804304,CET
33.432716,-23.797665,CET
32.437326,-23.791203,CET
31.441983,-23.784920,CET
30.446687,-23.778820,CET
29.451435,-23.772902,CET
28.456226,-23.767170,CET
27.46106,-23.761625,CET
26.465932,-23.756268,CET
26.462022,-24.372925,CET
26.458822,-24.872916,CET
25.463994,-24.867751,CET
24.469205,-24.862777,CET
23.474453,-24.857997,CET
22.479738,-24.853412,CET
21.485058,-24.849022,CET
20.490413,-24.844830,CET
19.495799,-24.840836,CET
18.501215,-24.837042,CET
17.506659,-24.833449,CET
16.512131,-24.830057,CET
15.517629,-24.826869,CET
14.52315,-24.823885,CET
13.528694,-24.821106,CET
12.53426,-24.818532,CET
11.539844,-24.816165,CET
10.545446,-24.814004,CET
9.551062,-24.812052,CET
8.556694,-24.810308,CET
7.562339,-24.808773,CET
6.567995,-24.807448,CET
5.573661,-24.806332,CET
4.579334,-24.805426,CET
3.585014,-24.804730,CET
2.590697,-24.804246,CET
1.596384,-24.803972,CET
0.602072,-24.803908,CET
359.607761,-24.804056,CET
359.110603,-24.804209,CET
359.110386,-24.304209,CET
359.109956,-23.304209,CET
359.109531,-22.304209,CET
359.109113,-21.304209,CET
359.1087,-20.304209,CET
359.108294,-19.304209,CET
359.107892,-18.304209,CET
359.107494,-17.304209,CET
359.107101,-16.304209,CET
359.106711,-15.304209,CET
359.106326,-14.304209,CET
359.105943,-13.304209,CET
359.105565,-12.304209,CET
359.105189,-11.304209,CET
359.104815,-10.304210,CET
359.104445,-09.304210,CET
359.104075,-08.304210,CET
359.103708,-07.304210,CET
359.103342,-06.304210,CET
359.602635,-06.304056,CET
0.60122,-06.303908,CET
1.599803,-06.303972,CET
2.598387,-06.304247,CET
3.596973,-06.304734,CET
4.595559,-06.305432,CET
5.594147,-06.306342,CET
6.592736,-06.307463,CET
6.593976,-05.307464,CET
6.595212,-04.307464,CET
6.596445,-03.307465,CET
6.597676,-02.307466,CET
6.598905,-01.307467,CET
6.600133,-00.307467,CET
111.652103,-82.775886,CHA
111.975753,-82.277660,CHA
112.512684,-81.280600,CHA
112.940147,-80.282941,CHA
113.288678,-79.284849,CHA
113.578434,-78.286435,CHA
113.823252,-77.287775,CHA
114.032946,-76.288922,CHA
114.214665,-75.289916,CHA
115.233365,-75.301021,CHA
116.252828,-75.312037,CHA
117.273053,-75.322960,CHA
118.294032,-75.333786,CHA
119.315763,-75.344512,CHA
120.338238,-75.355135,CHA
121.361452,-75.365651,CHA
122.385401,-75.376056,CHA
123.410076,-75.386348,CHA
124.435471,-75.396523,CHA
125.461581,-75.406577,CHA
126.488397,-75.416507,CHA
127.515912,-75.426311,CHA
128.544119,-75.435984,CHA
129.573007,-75.445523,CHA
130.602573,-75.454926,CHA
131.632806,-75.464189,CHA
132.663694,-75.473309,CHA
133.695234,-75.482284,CHA
134.727413,-75.491109,CHA
135.243738,-75.495465,CHA
135.76022,-75.499783,CHA
136.793648,-75.508301,CHA
137.827685,-75.516662,CHA
138.862321,-75.524863,CHA
139.897547,-75.532900,CHA
140.933349,-75.540772,CHA
141.969718,-75.548475,CHA
143.006643,-75.556006,CHA
144.044111,-75.563364,CHA
145.082111,-75.570546,CHA
146.120628,-75.577548,CHA
147.159653,-75.584370,CHA
148.199172,-75.591008,CHA
149.239172,-75.597461,CHA
150.279641,-75.603725,CHA
151.320563,-75.609800,CHA
152.361927,-75.615682,CHA
153.403719,-75.621370,CHA
154.445925,-75.626862,CHA
155.48853,-75.632156,CHA
156.531521,-75.637250,CHA
157.574882,-75.642142,CHA
158.618598,-75.646831,CHA
159.662657,-75.651315,CHA
160.707041,-75.655593,CHA
161.751737,-75.659663,CHA
162.796728,-75.663523,CHA
163.841999,-75.667172,CHA
164.887536,-75.670609,CHA
165.933321,-75.673834,CHA
166.97934,-75.676843,CHA
168.025577,-75.679638,CHA
169.072013,-75.682216,CHA
169.856964,-75.684007,CHA
170.118636,-75.684577,CHA
171.165428,-75.686719,CHA
172.212371,-75.688643,CHA
173.259451,-75.690348,CHA
174.306651,-75.691832,CHA
175.353954,-75.693096,CHA
176.401342,-75.694138,CHA
177.448803,-75.694959,CHA
178.496316,-75.695559,CHA
179.543865,-75.695936,CHA
180.591435,-75.696092,CHA
181.639008,-75.696025,CHA
182.686568,-75.695736,CHA
183.734097,-75.695225,CHA
184.78158,-75.694493,CHA
185.829,-75.693539,CHA
186.876341,-75.692363,CHA
187.923582,-75.690967,CHA
188.970713,-75.689350,CHA
190.017713,-75.687514,CHA
191.064567,-75.685459,CHA
192.111258,-75.683185,CHA
193.157772,-75.680694,CHA
194.204091,-75.677985,CHA
195.250197,-75.675062,CHA
196.296078,-75.671923,CHA
197.341716,-75.668570,CHA
198.387096,-75.665006,CHA
199.4322,-75.661229,CHA
200.477016,-75.657243,CHA
201.521526,-75.653049,CHA
202.565717,-75.648647,CHA
203.609573,-75.644040,CHA
204.653078,-75.639228,CHA
205.696217,-75.634215,CHA
206.738978,-75.629000,CHA
207.781344,-75.623587,CHA
207.87339,-76.623344,CHA
207.980016,-77.623062,CHA
208.105062,-78.622731,CHA
208.253855,-79.622338,CHA
208.433985,-80.621862,CHA
208.656665,-81.621273,CHA
208.939173,-82.620525,CHA
209.111007,-83.120071,CHA
208.02195,-83.125731,CHA
206.931942,-83.131185,CHA
205.841019,-83.136431,CHA
204.749213,-83.141468,CHA
203.656557,-83.146293,CHA
202.563089,-83.150905,CHA
201.468843,-83.155301,CHA
200.373854,-83.159481,CHA
199.278158,-83.163441,CHA
198.181794,-83.167181,CHA
197.084799,-83.170699,CHA
195.987208,-83.173994,CHA
194.889065,-83.177064,CHA
193.790403,-83.179908,CHA
192.691263,-83.182525,CHA
191.591685,-83.184914,CHA
190.491708,-83.187074,CHA
189.391371,-83.189004,CHA
188.290716,-83.190703,CHA
187.189782,-83.192171,CHA
186.088611,-83.193407,CHA
184.987242,-83.194410,CHA
183.885717,-83.195180,CHA
182.784078,-83.195717,CHA
181.682362,-83.196021,CHA
180.580616,-83.196091,CHA
179.478877,-83.195928,CHA
178.377188,-83.195531,CHA
177.275589,-83.194901,CHA
176.174121,-83.194037,CHA
175.072827,-83.192941,CHA
173.971746,-83.191612,CHA
172.870919,-83.190052,CHA
171.770385,-83.188260,CHA
170.670188,-83.186238,CHA
169.570365,-83.183987,CHA
168.470958,-83.181507,CHA
167.372004,-83.178799,CHA
166.273544,-83.175864,CHA
165.175616,-83.172704,CHA
164.078259,-83.169320,CHA
162.981511,-83.165714,CHA
161.885411,-83.161886,CHA
160.789992,-83.157838,CHA
159.695295,-83.153572,CHA
158.601355,-83.149089,CHA
157.508208,-83.144392,CHA
156.415887,-83.139482,CHA
155.32443,-83.134361,CHA
154.233869,-83.129031,CHA
153.144237,-83.123495,CHA
152.055569,-83.117754,CHA
150.967895,-83.111810,CHA
149.881247,-83.105667,CHA
148.795656,-83.099326,CHA
147.711155,-83.092790,CHA
146.627769,-83.086062,CHA
145.54553,-83.079143,CHA
144.464466,-83.072037,CHA
143.384603,-83.064747,CHA
142.305968,-83.057275,CHA
141.228587,-83.049624,CHA
140.152485,-83.041797,CHA
139.077689,-83.033797,CHA
138.004218,-83.025627,CHA
136.932099,-83.017291,CHA
135.861351,-83.008790,CHA
134.791998,-83.000129,CHA
133.72406,-82.991310,CHA
132.657555,-82.982338,CHA
131.592503,-82.973214,CHA
130.528923,-82.963943,CHA
129.46683,-82.954528,CHA
128.406244,-82.944973,CHA
127.347178,-82.935280,CHA
126.289649,-82.925454,CHA
125.233669,-82.915497,CHA
124.179254,-82.905414,CHA
123.126414,-82.895209,CHA
122.075164,-82.884883,CHA
121.025513,-82.874443,CHA
119.977472,-82.863890,CHA
118.931049,-82.853229,CHA
117.886257,-82.842464,CHA
116.8431,-82.831597,CHA
115.801587,-82.820634,CHA
114.761726,-82.809578,CHA
113.723522,-82.798432,CHA
112.686978,-82.787200,CHA
204.680261,-64.637935,CIR
205.191918,-64.635451,CIR
206.215085,-64.630335,CIR
207.23805,-64.625024,CIR
208.260806,-64.619518,CIR
209.283345,-64.613820,CIR
210.305661,-64.607931,CIR
211.327746,-64.601854,CIR
212.349593,-64.595590,CIR
213.371195,-64.589141,CIR
214.392546,-64.582510,CIR
215.413637,-64.575699,CIR
216.434463,-64.568709,CIR
217.455018,-64.561544,CIR
218.475294,-64.554205,CIR
219.495287,-64.546694,CIR
220.514988,-64.539015,CIR
220.475249,-63.539166,CIR
220.438203,-62.539307,CIR
220.403564,-61.539439,CIR
220.371086,-60.539563,CIR
220.340555,-59.539679,CIR
220.311783,-58.539789,CIR
220.284608,-57.539892,CIR
220.258884,-56.539990,CIR
220.234483,-55.540083,CIR
221.247981,-55.532284,CIR
222.261272,-55.524321,CIR
223.274351,-55.516197,CIR
224.287215,-55.507914,CIR
225.299859,-55.499476,CIR
226.312281,-55.490885,CIR
227.324476,-55.482143,CIR
228.083472,-55.475490,CIR
228.336441,-55.473254,CIR
229.348172,-55.464220,CIR
230.359665,-55.455044,CIR
231.370917,-55.445728,CIR
232.381925,-55.436277,CIR
232.41194,-56.436136,CIR
232.443576,-57.435987,CIR
232.47699,-58.435829,CIR
232.512359,-59.435663,CIR
232.549881,-60.435486,CIR
232.589785,-61.435298,CIR
231.575898,-61.444777,CIR
230.5617,-61.454120,CIR
230.054486,-61.458740,CIR
230.095542,-62.458554,CIR
230.139441,-63.458354,CIR
230.166494,-64.041565,CIR
229.658362,-64.046157,CIR
228.641844,-64.055235,CIR
227.624993,-64.064168,CIR
226.60781,-64.072953,CIR
226.353464,-64.075126,CIR
226.372325,-64.491713,CIR
226.420032,-65.491509,CIR
226.471536,-66.491290,CIR
226.527345,-67.491052,CIR
226.557048,-67.990925,CIR
225.791267,-67.997410,CIR
224.769884,-68.005922,CIR
224.003597,-68.012204,CIR
224.033262,-68.512083,CIR
224.096724,-69.511825,CIR
224.166405,-70.511542,CIR
223.910171,-70.513622,CIR
222.884966,-70.521845,CIR
221.859336,-70.529906,CIR
220.833291,-70.537803,CIR
219.80684,-70.545534,CIR
218.779987,-70.553096,CIR
217.752745,-70.560486,CIR
216.725121,-70.567701,CIR
215.697123,-70.574741,CIR
214.668761,-70.581601,CIR
213.640043,-70.588281,CIR
212.610978,-70.594777,CIR
211.581578,-70.601088,CIR
210.551849,-70.607211,CIR
209.521802,-70.613144,CIR
208.491447,-70.618886,CIR
207.460793,-70.624435,CIR
207.415019,-69.624556,CIR
207.373353,-68.624666,CIR
207.335244,-67.624767,CIR
207.300236,-66.624859,CIR
207.267945,-65.624945,CIR
206.243909,-65.630262,CIR
205.219659,-65.635383,CIR
204.707457,-65.637869,CIR
75.974433,-42.825554,COL
75.995982,-41.825681,COL
76.016868,-40.825804,COL
76.037133,-39.825924,COL
76.056818,-38.826040,COL
76.075956,-37.826152,COL
76.094583,-36.826262,COL
76.112729,-35.826369,COL
76.130424,-34.826473,COL
76.147694,-33.826575,COL
76.164566,-32.826674,COL
76.18106,-31.826771,COL
76.197203,-30.826866,COL
76.213011,-29.826960,COL
76.228506,-28.827051,COL
76.243707,-27.827140,COL
76.254924,-27.077206,COL
77.253344,-27.088992,COL
78.251866,-27.100827,COL
79.250495,-27.112708,COL
80.249228,-27.124631,COL
81.248067,-27.136594,COL
82.247013,-27.148591,COL
83.246067,-27.160620,COL
84.245228,-27.172677,COL
85.244496,-27.184757,COL
86.243871,-27.196859,COL
87.243356,-27.208977,COL
88.24295,-27.221109,COL
89.24265,-27.233249,COL
90.242462,-27.245396,COL
91.242381,-27.257545,COL
92.24241,-27.269692,COL
92.992505,-27.278799,COL
92.980902,-28.028729,COL
92.965178,-29.028633,COL
92.949146,-30.028536,COL
92.932788,-31.028437,COL
92.916083,-32.028335,COL
92.899008,-33.028232,COL
93.149066,-33.031266,COL
94.149384,-33.043400,COL
95.149842,-33.055521,COL
96.150437,-33.067627,COL
97.151169,-33.079712,COL
98.15204,-33.091774,COL
99.153047,-33.103809,COL
99.903894,-33.112815,COL
99.886619,-34.112711,COL
99.86893,-35.112606,COL
99.850802,-36.112497,COL
99.832206,-37.112386,COL
99.813113,-38.112271,COL
99.79349,-39.112154,COL
99.773301,-40.112033,COL
99.752511,-41.111908,COL
99.731076,-42.111780,COL
99.708956,-43.111647,COL
98.957745,-43.102636,COL
97.956305,-43.090596,COL
96.955062,-43.078529,COL
95.954016,-43.066440,COL
94.95317,-43.054331,COL
93.95252,-43.042207,COL
92.952069,-43.030071,COL
91.951817,-43.017927,COL
90.951762,-43.005780,COL
89.951904,-42.993631,COL
88.952244,-42.981486,COL
87.952782,-42.969347,COL
86.953516,-42.957219,COL
85.954448,-42.945105,COL
84.955575,-42.933010,COL
83.956898,-42.920935,COL
82.958414,-42.908886,COL
81.960126,-42.896866,COL
80.962031,-42.884878,COL
79.96413,-42.872927,COL
78.96642,-42.861015,COL
77.968901,-42.849147,COL
76.971573,-42.837325,COL
179.604471,+13.304056,COM
179.604741,+14.304056,COM
179.605013,+15.304056,COM
179.605287,+16.304056,COM
179.605565,+17.304056,COM
179.605845,+18.304056,COM
179.60613,+19.304056,COM
179.606417,+20.304056,COM
179.606708,+21.304056,COM
179.607003,+22.304056,COM
179.607303,+23.304056,COM
179.607606,+24.304056,COM
179.607915,+25.304056,COM
179.608229,+26.304056,COM
179.608548,+27.304056,COM
179.608874,+28.304056,COM
180.602257,+28.303908,COM
181.595642,+28.303971,COM
181.59542,+29.303971,COM
181.595195,+30.303971,COM
181.594965,+31.303971,COM
181.59473,+32.303971,COM
181.59449,+33.303971,COM
182.586437,+33.304245,COM
183.578388,+33.304728,COM
184.570346,+33.305422,COM
185.562311,+33.306326,COM
186.554289,+33.307439,COM
186.556026,+32.307440,COM
186.557727,+31.307441,COM
187.550309,+31.308765,COM
188.542904,+31.310297,COM
189.535517,+31.312038,COM
190.528149,+31.313987,COM
191.520801,+31.316143,COM
192.513477,+31.318506,COM
193.506179,+31.321075,COM
194.498907,+31.323850,COM
195.491664,+31.326829,COM
196.484454,+31.330012,COM
