ra,dec,constellation
344.465238,+35.168228,AND
344.462687,+35.668224,AND
344.457486,+36.668215,AND
344.452147,+37.668206,AND
344.446664,+38.668197,AND
344.441025,+39.668187,AND
344.43522,+40.668177,AND
344.429238,+41.668167,AND
344.423069,+42.668157,AND
344.416696,+43.668146,AND
344.410107,+44.668135,AND
344.403288,+45.668123,AND
344.39622,+46.668111,AND
344.388886,+47.668099,AND
344.381267,+48.668086,AND
344.373338,+49.668073,AND
344.365075,+50.668059,AND
344.356454,+51.668044,AND
344.347443,+52.668029,AND
344.342781,+53.168021,AND
345.358304,+53.171359,AND
346.373906,+53.174490,AND
347.389581,+53.177412,AND
348.405324,+53.180125,AND
349.421132,+53.182628,AND
350.436996,+53.184919,AND
351.452913,+53.186999,AND
351.455588,+52.687001,AND
351.460755,+51.687006,AND
351.4657,+50.687011,AND
352.480287,+50.688875,AND
353.494913,+50.690527,AND
354.509574,+50.691965,AND
355.270589,+50.692903,AND
355.273404,+49.692905,AND
355.276106,+48.692907,AND
355.529528,+48.693192,AND
356.543232,+48.694201,AND
357.556955,+48.694996,AND
358.570691,+48.695576,AND
359.584437,+48.695941,AND
0.59819,+48.696092,AND
1.611942,+48.696027,AND
2.625692,+48.695748,AND
3.639432,+48.695253,AND
4.146298,+48.694926,AND
4.144725,+47.694926,AND
4.14321,+46.694927,AND
4.649606,+46.694546,AND
5.662383,+46.693623,AND
6.675141,+46.692487,AND
7.687876,+46.691136,AND
8.700582,+46.689573,AND
9.713258,+46.687797,AND
10.725896,+46.685809,AND
11.738495,+46.683609,AND
12.751049,+46.681199,AND
13.763553,+46.678578,AND
14.776007,+46.675749,AND
14.78228,+47.675740,AND
14.788797,+48.675730,AND
15.8021,+48.672689,AND
16.815338,+48.669441,AND
17.828507,+48.665986,AND
18.588336,+48.663260,AND
18.596904,+49.663245,AND
18.605832,+50.663228,AND
18.85934,+50.662293,AND
19.873317,+50.658425,AND
20.887206,+50.654354,AND
21.901002,+50.650081,AND
22.407866,+50.647869,AND
22.914702,+50.645607,AND
23.928303,+50.640934,AND
24.941796,+50.636064,AND
25.955181,+50.630998,AND
26.968452,+50.625737,AND
26.955587,+49.625771,AND
26.943237,+48.625803,AND
26.931367,+47.625835,AND
27.943197,+47.620388,AND
28.954916,+47.614750,AND
29.96652,+47.608924,AND
30.978009,+47.602910,AND
31.989378,+47.596710,AND
32.62142,+47.592743,AND
32.63562,+48.592698,AND
32.650394,+49.592651,AND
32.665785,+50.592602,AND
32.673729,+51.092577,AND
33.053484,+51.090158,AND
34.066067,+51.083585,AND
35.078499,+51.076831,AND
36.090779,+51.069901,AND
37.102902,+51.062795,AND
38.114865,+51.055516,AND
39.126665,+51.048067,AND
39.885404,+51.042369,AND
39.87593,+50.542405,AND
39.857571,+49.542474,AND
39.839948,+48.542541,AND
39.823008,+47.542605,AND
39.806703,+46.542667,AND
39.790986,+45.542727,AND
39.77582,+44.542784,AND
39.761166,+43.542839,AND
39.74699,+42.542893,AND
39.73326,+41.542945,AND
39.719949,+40.542995,AND
39.707031,+39.543044,AND
39.694478,+38.543092,AND
39.68227,+37.543138,AND
39.679269,+37.293149,AND
38.923893,+37.298822,AND
37.916636,+37.306237,AND
36.909279,+37.313483,AND
35.901824,+37.320556,AND
34.894272,+37.327454,AND
33.886627,+37.334175,AND
32.878893,+37.340717,AND
31.871068,+37.347078,AND
31.863759,+36.597101,AND
31.854231,+35.597131,AND
30.846814,+35.603306,AND
29.839319,+35.609296,AND
28.831749,+35.615099,AND
27.824105,+35.620714,AND
26.816388,+35.626139,AND
25.808604,+35.631371,AND
24.800754,+35.636410,AND
23.79284,+35.641253,AND
22.910865,+35.645330,AND
22.904081,+34.645345,AND
22.897457,+33.645360,AND
22.771529,+33.645930,AND
21.764078,+33.650376,AND
20.756574,+33.654623,AND
19.749021,+33.658669,AND
18.74142,+33.662512,AND
17.733774,+33.666153,AND
16.726086,+33.669589,AND
15.718358,+33.672819,AND
14.710592,+33.675843,AND
13.702791,+33.678660,AND
12.694958,+33.681269,AND
12.442995,+33.681888,AND
12.439521,+32.681892,AND
12.436125,+31.681896,AND
12.432803,+30.681900,AND
12.429546,+29.681904,AND
12.426356,+28.681908,AND
12.423223,+27.681912,AND
12.42015,+26.681916,AND
12.417129,+25.681919,AND
12.414159,+24.681923,AND
12.413424,+24.431924,AND
12.664757,+24.431306,AND
13.670073,+24.428704,AND
14.424045,+24.426616,AND
14.421486,+23.676620,AND
14.418117,+22.676625,AND
14.414797,+21.676629,AND
13.661328,+21.678716,AND
12.656684,+21.681316,AND
11.652021,+21.683708,AND
10.647344,+21.685890,AND
9.64265,+21.687863,AND
8.637944,+21.689625,AND
7.633224,+21.691176,AND
6.628494,+21.692515,AND
5.623757,+21.693643,AND
4.619012,+21.694558,AND
3.739854,+21.695185,AND
3.740577,+22.695184,AND
3.614952,+22.695261,AND
2.609949,+22.695751,AND
2.610401,+23.695751,AND
2.61086,+24.695751,AND
2.611326,+25.695750,AND
2.6118,+26.695750,AND
2.612282,+27.695750,AND
2.612774,+28.695750,AND
1.606199,+28.696028,AND
1.606422,+29.696028,AND
1.606648,+30.696028,AND
1.606881,+31.696028,AND
1.606959,+32.029361,AND
0.599433,+32.029425,AND
359.591907,+32.029276,AND
358.584384,+32.028913,AND
357.828746,+32.028500,AND
357.828162,+32.695167,AND
357.828089,+32.778500,AND
357.576153,+32.778336,AND
356.568421,+32.777546,AND
355.560699,+32.776543,AND
354.55299,+32.775327,AND
354.049141,+32.774639,AND
354.047285,+33.691305,AND
354.045213,+34.691303,AND
354.044159,+35.191302,AND
353.539944,+35.190561,AND
352.531529,+35.188920,AND
351.523137,+35.187067,AND
350.51477,+35.185003,AND
349.506431,+35.182728,AND
348.49812,+35.180244,AND
347.489844,+35.177552,AND
346.481604,+35.174651,AND
345.4734,+35.171543,AND
141.904264,-24.542512,ANT
142.406394,-24.546306,ANT
143.4107,-24.553767,ANT
144.415065,-24.561060,ANT
145.419491,-24.568180,ANT
146.423975,-24.575128,ANT
147.428514,-24.581899,ANT
147.679658,-24.583564,ANT
147.671601,-25.583537,ANT
147.66341,-26.583510,ANT
147.659261,-27.083497,ANT
148.413123,-27.088428,ANT
149.418326,-27.094845,ANT
150.423588,-27.101080,ANT
151.428906,-27.107131,ANT
152.434278,-27.112997,ANT
153.439704,-27.118675,ANT
154.445181,-27.124163,ANT
155.199323,-27.128155,ANT
155.196012,-27.628146,ANT
155.1893,-28.628128,ANT
155.182458,-29.628110,ANT
155.181305,-29.794774,ANT
155.432855,-29.796081,ANT
156.439094,-29.801190,ANT
157.445384,-29.806104,ANT
158.451724,-29.810822,ANT
159.458112,-29.815342,ANT
160.212933,-29.818602,ANT
160.208193,-30.651926,ANT
160.202397,-31.651913,ANT
160.201419,-31.818578,ANT
160.453167,-31.819640,ANT
161.460185,-31.823764,ANT
162.467247,-31.827687,ANT
163.474352,-31.831407,ANT
163.977919,-31.833190,ANT
163.973852,-32.666516,ANT
163.96887,-33.666508,ANT
163.96377,-34.666499,ANT
163.958546,-35.666490,ANT
164.462687,-35.668224,ANT
165.471003,-35.671539,ANT
166.47936,-35.674647,ANT
166.474785,-36.674640,ANT
166.470092,-37.674633,ANT
166.465269,-38.674626,ANT
166.46031,-39.674619,ANT
166.456496,-40.424613,ANT
165.446567,-40.421500,ANT
164.436687,-40.418180,ANT
163.426862,-40.414655,ANT
162.41709,-40.410925,ANT
161.407379,-40.406992,ANT
160.397729,-40.402857,ANT
159.388143,-40.398522,ANT
158.378627,-40.393987,ANT
157.369181,-40.389254,ANT
156.359808,-40.384326,ANT
155.350514,-40.379202,ANT
154.341299,-40.373885,ANT
153.332166,-40.368376,ANT
152.323119,-40.362678,ANT
151.314162,-40.356791,ANT
150.305295,-40.350719,ANT
149.296523,-40.344462,ANT
148.287847,-40.338022,ANT
147.279272,-40.331403,ANT
146.270798,-40.324605,ANT
145.26243,-40.317630,ANT
144.254169,-40.310482,ANT
143.246018,-40.303162,ANT
142.237979,-40.295673,ANT
141.734003,-40.291866,ANT
141.743688,-39.541903,ANT
141.756281,-38.541950,ANT
141.768528,-37.541997,ANT
141.771539,-37.292008,ANT
141.780452,-36.542042,ANT
141.792071,-35.542086,ANT
141.803403,-34.542129,ANT
141.814466,-33.542171,ANT
141.825276,-32.542212,ANT
141.835848,-31.542253,ANT
141.846197,-30.542292,ANT
141.856334,-29.542330,ANT
141.866273,-28.542368,ANT
141.876024,-27.542405,ANT
141.8856,-26.542442,ANT
141.89501,-25.542477,ANT
209.111007,-83.120071,APS
208.939173,-82.620525,APS
208.656665,-81.621273,APS
208.433985,-80.621862,APS
208.253855,-79.622338,APS
208.105062,-78.622731,APS
207.980016,-77.623062,APS
207.87339,-76.623344,APS
207.781344,-75.623587,APS
207.701033,-74.623800,APS
207.630308,-73.623987,APS
207.56751,-72.624153,APS
207.511349,-71.624301,APS
207.460793,-70.624435,APS
208.491447,-70.618886,APS
209.521802,-70.613144,APS
210.551849,-70.607211,APS
211.581578,-70.601088,APS
212.610978,-70.594777,APS
213.640043,-70.588281,APS
214.668761,-70.581601,APS
215.697123,-70.574741,APS
216.725121,-70.567701,APS
217.752745,-70.560486,APS
218.779987,-70.553096,APS
219.80684,-70.545534,APS
220.833291,-70.537803,APS
221.859336,-70.529906,APS
222.884966,-70.521845,APS
223.910171,-70.513622,APS
224.166405,-70.511542,APS
224.934945,-70.505241,APS
225.95928,-70.496703,APS
226.98317,-70.488013,APS
228.006605,-70.479172,APS
229.02958,-70.470184,APS
230.052089,-70.461052,APS
231.074121,-70.451778,APS
232.095675,-70.442365,APS
233.11674,-70.432818,APS
234.137313,-70.423137,APS
235.157388,-70.413328,APS
236.176958,-70.403393,APS
237.196016,-70.393334,APS
238.214559,-70.383157,APS
239.232582,-70.372863,APS
240.250078,-70.362456,APS
241.267046,-70.351939,APS
242.283477,-70.341316,APS
243.299369,-70.330590,APS
244.314717,-70.319765,APS
245.329516,-70.308844,APS
246.343766,-70.297830,APS
247.35746,-70.286728,APS
248.370595,-70.275539,APS
249.383169,-70.264269,APS
250.395178,-70.252921,APS
251.40662,-70.241497,APS
252.417492,-70.230003,APS
253.427792,-70.218441,APS
254.437515,-70.206815,APS
255.446663,-70.195128,APS
256.455233,-70.183385,APS
257.463222,-70.171590,APS
258.47063,-70.159744,APS
258.373091,-69.160319,APS
258.2841,-68.160843,APS
258.242451,-67.661088,APS
259.248551,-67.649208,APS
260.254139,-67.637284,APS
261.259212,-67.625322,APS
262.263774,-67.613324,APS
263.267822,-67.601294,APS
264.271354,-67.589237,APS
265.274375,-67.577155,APS
265.775691,-67.571107,APS
266.276879,-67.565053,APS
267.278868,-67.552935,APS
268.280343,-67.540803,APS
269.281305,-67.528662,APS
270.281754,-67.516515,APS
271.28169,-67.504366,APS
272.281113,-67.492219,APS
273.280028,-67.480078,APS
273.322323,-67.979821,APS
273.412643,-68.979272,APS
273.511553,-69.978671,APS
273.620408,-70.978010,APS
273.740865,-71.977278,APS
273.874968,-72.976463,APS
274.025273,-73.975549,APS
274.195008,-74.974518,APS
274.388325,-75.973343,APS
274.610646,-76.971992,APS
274.869191,-77.970420,APS
275.173782,-78.968569,APS
275.538147,-79.966353,APS
275.982055,-80.963653,APS
276.535047,-81.960289,APS
276.865931,-82.458275,APS
275.874918,-82.470366,APS
274.882334,-82.482476,APS
273.888168,-82.494601,APS
272.892411,-82.506737,APS
271.895055,-82.518881,APS
270.896091,-82.531029,APS
269.895509,-82.543178,APS
268.893303,-82.555323,APS
267.889465,-82.567461,APS
266.883989,-82.579588,APS
265.876868,-82.591701,APS
264.868095,-82.603795,APS
263.857667,-82.615867,APS
262.845578,-82.627913,APS
261.831823,-82.639930,APS
260.816399,-82.651913,APS
259.799303,-82.663858,APS
258.78053,-82.675762,APS
257.760081,-82.687622,APS
256.737953,-82.699432,APS
255.714144,-82.711190,APS
254.688656,-82.722891,APS
253.661487,-82.734532,APS
252.63264,-82.746109,APS
251.602115,-82.757617,APS
250.569914,-82.769054,APS
249.53604,-82.780415,APS
248.500499,-82.791696,APS
247.463291,-82.802894,APS
246.424424,-82.814005,APS
245.383902,-82.825024,APS
244.341732,-82.835949,APS
243.297921,-82.846776,APS
242.252476,-82.857500,APS
241.205406,-82.868118,APS
240.156722,-82.878626,APS
239.106429,-82.889021,APS
238.054544,-82.899299,APS
237.001073,-82.909457,APS
235.946031,-82.919489,APS
234.889431,-82.929394,APS
233.831286,-82.939168,APS
232.771611,-82.948806,APS
231.710421,-82.958306,APS
230.647733,-82.967663,APS
229.583562,-82.976876,APS
228.517928,-82.985940,APS
227.450849,-82.994851,APS
226.382342,-83.003607,APS
225.312429,-83.012205,APS
224.241132,-83.020640,APS
223.16847,-83.028911,APS
222.094467,-83.037013,APS
221.019146,-83.044944,APS
219.942531,-83.052701,APS
218.864646,-83.060281,APS
217.785518,-83.067681,APS
216.705171,-83.074898,APS
215.623633,-83.081929,APS
214.540934,-83.088772,APS
213.4571,-83.095424,APS
212.372158,-83.101882,APS
211.286143,-83.108144,APS
210.199082,-83.114208,APS
309.598871,+00.436173,AQR
309.589399,+01.436128,AQR
309.579921,+02.436083,AQR
310.580175,+02.445487,AQR
311.580438,+02.454755,AQR
312.580708,+02.463885,AQR
313.580987,+02.472873,AQR
314.081129,+02.477314,AQR
314.581274,+02.481718,AQR
315.581568,+02.490415,AQR
316.58187,+02.498963,AQR
317.58218,+02.507360,AQR
318.582498,+02.515601,AQR
319.582823,+02.523686,AQR
320.583156,+02.531611,AQR
321.583495,+02.539374,AQR
322.583843,+02.546972,AQR
323.584197,+02.554404,AQR
323.578674,+03.304384,AQR
324.579162,+03.311648,AQR
325.579661,+03.318741,AQR
326.580167,+03.325661,AQR
326.585301,+02.575678,AQR
326.587011,+02.325684,AQR
327.587349,+02.332427,AQR
328.587692,+02.338993,AQR
329.58804,+02.345379,AQR
330.588396,+02.351584,AQR
331.588755,+02.357605,AQR
331.587272,+02.607601,AQR
332.587683,+02.613437,AQR
333.588101,+02.619087,AQR
334.588524,+02.624548,AQR
335.588952,+02.629818,AQR
336.589386,+02.634897,AQR
337.589824,+02.639782,AQR
338.590268,+02.644473,AQR
339.590715,+02.648967,AQR
340.591169,+02.653263,AQR
341.591625,+02.657360,AQR
342.592086,+02.661257,AQR
342.842201,+02.662200,AQR
342.845951,+01.662207,AQR
342.849696,+00.662214,AQR
342.85344,-00.337779,AQR
342.857186,-01.337772,AQR
342.860934,-02.337765,AQR
342.864687,-03.337758,AQR
343.614124,-03.335009,AQR
344.613374,-03.331521,AQR
345.61262,-03.328236,AQR
346.611863,-03.325155,AQR
347.611103,-03.322280,AQR
348.610341,-03.319611,AQR
349.609578,-03.317150,AQR
350.608812,-03.314896,AQR
351.608045,-03.312851,AQR
352.607277,-03.311015,AQR
353.606507,-03.309388,AQR
354.605735,-03.307972,AQR
355.604963,-03.306766,AQR
356.604189,-03.305772,AQR
357.603416,-03.304988,AQR
358.602641,-03.304417,AQR
359.102253,-03.304210,AQR
359.102616,-04.304210,AQR
359.102978,-05.304210,AQR
359.103342,-06.304210,AQR
359.103708,-07.304210,AQR
359.104075,-08.304210,AQR
359.104445,-09.304210,AQR
359.104815,-10.304210,AQR
359.105189,-11.304209,AQR
359.105565,-12.304209,AQR
359.105943,-13.304209,AQR
359.106326,-14.304209,AQR
359.106711,-15.304209,AQR
359.107101,-16.304209,AQR
359.107494,-17.304209,AQR
359.107892,-18.304209,AQR
359.108294,-19.304209,AQR
359.1087,-20.304209,AQR
359.109113,-21.304209,AQR
359.109531,-22.304209,AQR
359.109956,-23.304209,AQR
359.110386,-24.304209,AQR
359.110603,-24.804209,AQR
358.613447,-24.804414,AQR
357.619128,-24.804983,AQR
356.624805,-24.805762,AQR
355.630476,-24.806752,AQR
354.636138,-24.807952,AQR
353.641789,-24.809361,AQR
352.647429,-24.810980,AQR
351.653055,-24.812807,AQR
350.658666,-24.814842,AQR
349.664262,-24.817085,AQR
348.669839,-24.819535,AQR
347.675396,-24.822191,AQR
346.68093,-24.825052,AQR
345.686442,-24.828118,AQR
344.69193,-24.831388,AQR
343.697391,-24.834860,AQR
342.702825,-24.838533,AQR
341.708229,-24.842407,AQR
340.713602,-24.846480,AQR
339.718942,-24.850752,AQR
338.724249,-24.855220,AQR
337.72952,-24.859883,AQR
336.734754,-24.864741,AQR
335.73995,-24.869791,AQR
334.745103,-24.875032,AQR
333.750216,-24.880463,AQR
332.755287,-24.886082,AQR
331.760312,-24.891887,AQR
330.765291,-24.897876,AQR
329.770223,-24.904048,AQR
329.766413,-24.404060,AQR
329.758883,-23.404084,AQR
329.751465,-22.404107,AQR
329.744154,-21.404130,AQR
329.736942,-20.404153,AQR
329.729823,-19.404175,AQR
329.722793,-18.404197,AQR
329.715842,-17.404219,AQR
329.708967,-16.404241,AQR
329.702162,-15.404262,AQR
329.695422,-14.404283,AQR
329.688744,-13.404304,AQR
329.68212,-12.404325,AQR
329.675545,-11.404346,AQR
329.669019,-10.404366,AQR
329.662533,-09.404387,AQR
329.656086,-08.404407,AQR
328.657688,-08.410781,AQR
327.659276,-08.417334,AQR
326.660846,-08.424064,AQR
325.662401,-08.430969,AQR
324.663939,-08.438048,AQR
323.66546,-08.445297,AQR
322.666962,-08.452715,AQR
321.668447,-08.460300,AQR
321.676317,-09.460270,AQR
321.684231,-10.460240,AQR
321.692199,-11.460209,AQR
321.700221,-12.460178,AQR
321.708308,-13.460147,AQR
321.71646,-14.460116,AQR
320.71895,-14.467857,AQR
319.721405,-14.475760,AQR
318.723825,-14.483822,AQR
317.72621,-14.492042,AQR
316.72856,-14.500415,AQR
315.730872,-14.508941,AQR
314.733149,-14.517617,AQR
313.735385,-14.526439,AQR
312.737583,-14.535405,AQR
311.739743,-14.544512,AQR
310.741862,-14.553758,AQR
309.74394,-14.563141,AQR
309.733878,-13.563188,AQR
309.7239,-12.563235,AQR
309.713999,-11.563282,AQR
309.704169,-10.563329,AQR
309.694402,-09.563375,AQR
309.684693,-08.563421,AQR
309.675035,-07.563467,AQR
309.665421,-06.563512,AQR
309.655845,-05.563558,AQR
309.646304,-04.563603,AQR
309.636788,-03.563648,AQR
309.627291,-02.563693,AQR
309.617811,-01.563738,AQR
309.60834,-00.563782,AQR
280.350245,+00.115489,AQL
280.338263,+01.115417,AQL
280.326272,+02.115345,AQL
280.576272,+02.118339,AQL
281.576279,+02.130293,AQL
282.576294,+02.142208,AQL
283.576317,+02.154078,AQL
284.576348,+02.165903,AQL
284.564525,+03.165833,AQL
284.552678,+04.165763,AQL
284.540801,+05.165693,AQL
284.528886,+06.165623,AQL
284.5259,+06.415605,AQL
283.525662,+06.403778,AQL
282.525447,+06.391905,AQL
281.525256,+06.379989,AQL
281.458578,+06.379193,AQL
281.4495,+07.129139,AQL
281.437349,+08.129066,AQL
281.425137,+09.128993,AQL
281.412857,+10.128920,AQL
281.400499,+11.128846,AQL
281.388059,+12.128772,AQL
281.454752,+12.129568,AQL
282.455183,+12.141487,AQL
283.45566,+12.153364,AQL
284.456183,+12.165194,AQL
284.443788,+13.165121,AQL
284.431292,+14.165047,AQL
284.418686,+15.164972,AQL
284.40596,+16.164897,AQL
284.393103,+17.164822,AQL
284.380109,+18.164745,AQL
284.373555,+18.664706,AQL
285.37448,+18.676490,AQL
286.375475,+18.688221,AQL
286.381968,+18.188259,AQL
286.394847,+17.188334,AQL
286.405475,+16.355063,AQL
287.40639,+16.366735,AQL
288.407366,+16.378346,AQL
289.408403,+16.389893,AQL
290.409498,+16.401373,AQL
291.410655,+16.412781,AQL
292.411871,+16.424114,AQL
293.413145,+16.435369,AQL
294.414479,+16.446543,AQL
295.415871,+16.457631,AQL
296.417321,+16.468631,AQL
297.418828,+16.479540,AQL
298.420394,+16.490353,AQL
298.921197,+16.495723,AQL
298.923135,+16.329066,AQL
298.926034,+16.079082,AQL
299.426831,+16.084426,AQL
300.428462,+16.095039,AQL
301.430148,+16.105546,AQL
302.431888,+16.115945,AQL
303.433682,+16.126233,AQL
303.55891,+16.127511,AQL
303.567167,+15.377553,AQL
303.578085,+14.377609,AQL
303.588905,+13.377664,AQL
303.599636,+12.377719,AQL
303.610284,+11.377773,AQL
303.620859,+10.377827,AQL
303.631367,+09.377881,AQL
303.636597,+08.877907,AQL
304.512442,+08.886795,AQL
305.513437,+08.896841,AQL
306.013947,+08.901819,AQL
306.019019,+08.401844,AQL
306.029125,+07.401895,AQL
306.039186,+06.401944,AQL
306.049208,+05.401994,AQL
306.059196,+04.402044,AQL
306.069158,+03.402093,AQL
306.079098,+02.402142,AQL
306.579209,+02.407086,AQL
307.579439,+02.416880,AQL
308.579676,+02.426546,AQL
309.579921,+02.436083,AQL
309.589399,+01.436128,AQL
309.598871,+00.436173,AQL
309.60834,-00.563782,AQL
309.617811,-01.563738,AQL
309.627291,-02.563693,AQL
309.636788,-03.563648,AQL
309.646304,-04.563603,AQL
309.655845,-05.563558,AQL
309.665421,-06.563512,AQL
309.675035,-07.563467,AQL
309.684693,-08.563421,AQL
308.685903,-08.572944,AQL
307.687089,-08.582597,AQL
306.688251,-08.592377,AQL
305.689389,-08.602281,AQL
304.690502,-08.612306,AQL
303.691589,-08.622450,AQL
302.69265,-08.632708,AQL
301.693685,-08.643079,AQL
301.704392,-09.643023,AQL
301.71516,-10.642967,AQL
301.726001,-11.642910,AQL
301.726364,-11.676242,AQL
300.72771,-11.686717,AQL
299.729019,-11.697298,AQL
298.73029,-11.707982,AQL
297.731525,-11.718765,AQL
296.732721,-11.729644,AQL
295.733879,-11.740615,AQL
294.734997,-11.751676,AQL
293.736076,-11.762822,AQL
292.737116,-11.774052,AQL
291.738116,-11.785360,AQL
290.739075,-11.796744,AQL
289.739994,-11.808200,AQL
288.740871,-11.819725,AQL
287.741708,-11.831315,AQL
286.742502,-11.842967,AQL
285.743255,-11.854677,AQL
284.743965,-11.866442,AQL
284.743554,-11.833111,AQL
284.731281,-10.833183,AQL
284.719091,-09.833255,AQL
284.706974,-08.833327,AQL
284.694923,-07.833398,AQL
284.682928,-06.833469,AQL
284.670984,-05.833539,AQL
284.659083,-04.833609,AQL
284.647217,-03.833679,AQL
283.647479,-03.845500,AQL
282.647727,-03.857368,AQL
281.647962,-03.869279,AQL
280.648185,-03.881230,AQL
280.398237,-03.884224,AQL
280.386215,-02.884296,AQL
280.374213,-01.884368,AQL
280.362225,-00.884439,AQL
249.034725,-60.264452,ARA
248.990574,-59.264699,ARA
248.94894,-58.264932,ARA
248.909592,-57.265152,ARA
248.872325,-56.265361,ARA
248.836955,-55.265559,ARA
248.803322,-54.265747,ARA
248.77128,-53.265926,ARA
248.740706,-52.266097,ARA
248.711478,-51.266261,ARA
248.683496,-50.266418,ARA
248.656664,-49.266568,ARA
248.630898,-48.266712,ARA
248.606121,-47.266851,ARA
248.582263,-46.266984,ARA
248.57066,-45.767049,ARA
249.261306,-45.759299,ARA
250.265709,-45.747960,ARA
251.269907,-45.736546,ARA
252.273895,-45.725061,ARA
253.277677,-45.713509,ARA
254.281248,-45.701892,ARA
255.284609,-45.690215,ARA
256.287759,-45.678481,ARA
257.290697,-45.666694,ARA
258.293421,-45.654857,ARA
259.295933,-45.642974,ARA
260.29823,-45.631049,ARA
261.300312,-45.619085,ARA
262.30218,-45.607085,ARA
263.303832,-45.595055,ARA
264.305268,-45.582997,ARA
265.30649,-45.570914,ARA
266.307494,-45.558812,ARA
267.308283,-45.546692,ARA
268.308855,-45.534560,ARA
269.309211,-45.522419,ARA
269.809308,-45.516346,ARA
270.309351,-45.510272,ARA
271.309276,-45.498123,ARA
272.308985,-45.485976,ARA
272.321453,-45.985901,ARA
272.34708,-46.985745,ARA
272.373683,-47.985583,ARA
272.401338,-48.985415,ARA
272.430125,-49.985241,ARA
272.460135,-50.985058,ARA
272.491466,-51.984868,ARA
272.524227,-52.984669,ARA
272.558541,-53.984461,ARA
272.594543,-54.984242,ARA
272.632385,-55.984012,ARA
272.672235,-56.983770,ARA
271.672757,-56.995915,ARA
270.672953,-57.008064,ARA
269.67282,-57.020212,ARA
268.672362,-57.032355,ARA
267.671577,-57.044491,ARA
266.670464,-57.056616,ARA
265.669025,-57.068725,ARA
265.168181,-57.074772,ARA
265.210156,-58.074519,ARA
265.254552,-59.074251,ARA
265.30161,-60.073967,ARA
265.351611,-61.073666,ARA
265.404873,-62.073344,ARA
265.461761,-63.073001,ARA
265.522695,-64.072633,ARA
265.588167,-65.072238,ARA
265.658747,-66.071812,ARA
265.735104,-67.071352,ARA
265.775691,-67.571107,ARA
265.274375,-67.577155,ARA
264.271354,-67.589237,ARA
263.267822,-67.601294,ARA
262.263774,-67.613324,ARA
261.259212,-67.625322,ARA
260.254139,-67.637284,ARA
259.248551,-67.649208,ARA
258.242451,-67.661088,ARA
257.235842,-67.672923,ARA
256.228724,-67.684707,ARA
255.724973,-67.690579,ARA
255.685437,-67.190809,ARA
255.611084,-66.191242,ARA
255.542387,-65.191642,ARA
255.038909,-65.197495,ARA
254.283482,-65.206248,ARA
254.220147,-64.206614,ARA
254.195088,-63.790092,ARA
253.943331,-63.793000,ARA
252.936038,-63.804596,ARA
251.928327,-63.816125,ARA
251.676334,-63.818997,ARA
251.642915,-63.235854,ARA
251.588652,-62.236163,ARA
251.537873,-61.236452,ARA
250.782347,-61.245034,ARA
249.774657,-61.256411,ARA
249.081659,-61.264189,ARA
31.66523,+10.514385,ARI
30.663357,+10.520526,ARI
29.661464,+10.526483,ARI
28.659551,+10.532254,ARI
27.657618,+10.537837,ARI
26.655666,+10.543230,ARI
26.656122,+10.626562,ARI
26.661615,+11.626548,ARI
26.667147,+12.626533,ARI
26.672723,+13.626518,ARI
26.678344,+14.626504,ARI
26.684019,+15.626489,ARI
26.689749,+16.626473,ARI
26.695539,+17.626458,ARI
26.701394,+18.626443,ARI
26.707317,+19.626427,ARI
26.713314,+20.626411,ARI
26.719392,+21.626395,ARI
26.725554,+22.626379,ARI
26.731806,+23.626362,ARI
26.738156,+24.626345,ARI
26.744606,+25.626328,ARI
27.74975,+25.620918,ARI
28.754846,+25.615317,ARI
29.75989,+25.609528,ARI
30.513644,+25.605064,ARI
30.521073,+26.605042,ARI
30.528635,+27.605019,ARI
30.530547,+27.855014,ARI
30.78192,+27.853502,ARI
31.787379,+27.847339,ARI
32.792776,+27.840993,ARI
33.798114,+27.834466,ARI
34.803389,+27.827761,ARI
35.808598,+27.820879,ARI
36.813743,+27.813822,ARI
37.818819,+27.806593,ARI
38.070078,+27.804759,ARI
38.077143,+28.554734,ARI
38.086724,+29.554699,ARI
38.096495,+30.554663,ARI
38.10312,+31.221305,ARI
38.857436,+31.215736,ARI
39.863118,+31.208163,ARI
40.868717,+31.200425,ARI
41.874231,+31.192524,ARI
42.628309,+31.186492,ARI
42.879659,+31.184461,ARI
43.884998,+31.176241,ARI
44.890248,+31.167865,ARI
45.895406,+31.159336,ARI
46.900472,+31.150657,ARI
47.905441,+31.141829,ARI
48.910316,+31.132857,ARI
49.915094,+31.123742,ARI
50.919771,+31.114488,ARI
51.924348,+31.105098,ARI
52.426599,+31.100352,ARI
52.418037,+30.433726,ARI
52.405411,+29.433786,ARI
52.393032,+28.433845,ARI
52.380885,+27.433902,ARI
52.368956,+26.433959,ARI
52.357232,+25.434014,ARI
52.3457,+24.434069,ARI
52.334351,+23.434123,ARI
52.323171,+22.434176,ARI
52.312152,+21.434228,ARI
52.301283,+20.434280,ARI
52.290554,+19.434330,ARI
51.789249,+19.439067,ARI
51.037263,+19.446109,ARI
51.026852,+18.446158,ARI
51.016562,+17.446206,ARI
51.006383,+16.446253,ARI
50.996309,+15.446300,ARI
50.986331,+14.446346,ARI
50.976443,+13.446392,ARI
50.966637,+12.446438,ARI
50.956907,+11.446483,ARI
